terminus,heure_depart,trajet_id,stop_sequence,arret_id
0,860,8,1,chdevan
0,861,8,2,omblais1
0,861,8,3,broceli1
0,863,8,4,tregor1
0,864,8,5,mabetto1
0,865,8,6,drlaen1
0,866,8,7,harenau1
0,867,8,8,maronn1
0,869,8,9,housset1
0,870,8,10,ensabb1
0,871,8,11,valleeb1
0,873,8,12,mblanc1
0,875,8,13,stlaure1
0,876,8,14,mtarrep3
0,877,8,15,patton1
0,879,8,16,brno1
0,880,8,17,volney1
0,882,8,18,ferry1
0,883,8,19,rectora1
0,885,8,20,dieu1
1,886,8,21,steannaa
0,405,27,1,steannaa
0,406,27,2,dieu2
0,407,27,3,rectora2
0,408,27,4,ferry2
0,410,27,5,volney2
0,411,27,6,brno2
0,413,27,7,patton2
0,414,27,8,mtarrep4
0,415,27,9,stlaure2
0,417,27,10,mblanc2
0,419,27,11,valleeb2
0,421,27,12,ensabb2
0,422,27,13,housset2
0,424,27,14,maronn2
0,425,27,15,harenau2
0,426,27,16,drlaen2
0,426,27,17,mabetto2
0,428,27,18,tregor2
0,429,27,19,broceli2
0,430,27,20,omblais2
1,431,27,21,chdevan
0,1060,97,1,steannaa
0,1062,97,2,dieu2
0,1063,97,3,rectora2
0,1065,97,4,ferry2
0,1067,97,5,volney2
0,1068,97,6,brno2
0,1071,97,7,patton2
0,1073,97,8,mtarrep4
0,1074,97,9,stlaure2
0,1076,97,10,mblanc2
0,1078,97,11,valleeb2
0,1080,97,12,ensabb2
0,1081,97,13,housset2
0,1083,97,14,maronn2
0,1084,97,15,harenau2
0,1085,97,16,drlaen2
0,1086,97,17,mabetto2
0,1087,97,18,tregor2
0,1089,97,19,broceli2
0,1090,97,20,omblais2
1,1091,97,21,chdevan
0,1130,3245,1,steannaa
0,1131,3245,2,dieu2
0,1132,3245,3,rectora2
0,1133,3245,4,ferry2
0,1135,3245,5,volney2
0,1136,3245,6,brno2
0,1138,3245,7,patton2
0,1139,3245,8,mtarrep4
0,1140,3245,9,stlaure2
0,1142,3245,10,mblanc2
0,1144,3245,11,valleeb2
0,1146,3245,12,ensabb2
0,1147,3245,13,housset2
0,1149,3245,14,maronn2
0,1150,3245,15,harenau2
0,1151,3245,16,drlaen2
0,1151,3245,17,mabetto2
0,1153,3245,18,tregor2
0,1154,3245,19,broceli2
0,1155,3245,20,omblais2
1,1156,3245,21,chdevan
0,545,3216,1,chdevan
0,546,3216,2,omblais1
0,546,3216,3,broceli1
0,548,3216,4,tregor1
0,549,3216,5,mabetto1
0,550,3216,6,drlaen1
0,551,3216,7,harenau1
0,552,3216,8,maronn1
0,554,3216,9,housset1
0,555,3216,10,ensabb1
0,556,3216,11,valleeb1
0,558,3216,12,mblanc1
0,560,3216,13,stlaure1
0,561,3216,14,mtarrep3
0,562,3216,15,patton1
0,564,3216,16,brno1
0,565,3216,17,volney1
0,567,3216,18,ferry1
0,568,3216,19,rectora1
0,570,3216,20,dieu1
1,571,3216,21,steannaa
0,450,3215,1,steannaa
0,451,3215,2,dieu2
0,452,3215,3,rectora2
0,453,3215,4,ferry2
0,455,3215,5,volney2
0,456,3215,6,brno2
0,458,3215,7,patton2
0,459,3215,8,mtarrep4
0,460,3215,9,stlaure2
0,462,3215,10,mblanc2
0,465,3215,11,valleeb2
0,467,3215,12,ensabb2
0,469,3215,13,housset2
0,470,3215,14,maronn2
0,472,3215,15,harenau2
0,473,3215,16,drlaen2
0,474,3215,17,mabetto2
0,475,3215,18,tregor2
0,477,3215,19,broceli2
0,478,3215,20,omblais2
1,479,3215,21,chdevan
0,1070,2177,1,steannaa
0,1071,2177,2,dieu2
0,1072,2177,3,rectora2
0,1073,2177,4,ferry2
0,1075,2177,5,volney2
0,1076,2177,6,brno2
0,1078,2177,7,patton2
0,1079,2177,8,mtarrep4
0,1080,2177,9,stlaure2
0,1082,2177,10,mblanc2
0,1084,2177,11,valleeb2
0,1086,2177,12,ensabb2
0,1087,2177,13,housset2
0,1089,2177,14,maronn2
0,1090,2177,15,harenau2
0,1091,2177,16,drlaen2
0,1091,2177,17,mabetto2
0,1093,2177,18,tregor2
0,1094,2177,19,broceli2
0,1095,2177,20,omblais2
1,1096,2177,21,chdevan
0,1185,2181,1,chdevan
0,1186,2181,2,omblais1
0,1186,2181,3,broceli1
0,1188,2181,4,tregor1
0,1189,2181,5,mabetto1
0,1190,2181,6,drlaen1
0,1191,2181,7,harenau1
0,1192,2181,8,maronn1
0,1193,2181,9,housset1
0,1194,2181,10,ensabb1
0,1195,2181,11,valleeb1
0,1197,2181,12,mblanc1
0,1199,2181,13,stlaure1
0,1200,2181,14,mtarrep3
0,1201,2181,15,patton1
0,1203,2181,16,brno1
0,1204,2181,17,volney1
0,1206,2181,18,ferry1
0,1207,2181,19,rectora1
0,1208,2181,20,dieu1
1,1209,2181,21,steannaa
0,990,2246,1,steannaa
0,991,2246,2,dieu2
0,992,2246,3,rectora2
0,993,2246,4,ferry2
0,995,2246,5,volney2
0,996,2246,6,brno2
0,998,2246,7,patton2
0,999,2246,8,mtarrep4
0,1000,2246,9,stlaure2
0,1002,2246,10,mblanc2
0,1004,2246,11,valleeb2
0,1006,2246,12,ensabb2
0,1007,2246,13,housset2
0,1009,2246,14,maronn2
0,1010,2246,15,harenau2
0,1011,2246,16,drlaen2
0,1011,2246,17,mabetto2
0,1013,2246,18,tregor2
0,1014,2246,19,broceli2
0,1015,2246,20,omblais2
1,1016,2246,21,chdevan
0,650,2222,1,chdevan
0,651,2222,2,omblais1
0,651,2222,3,broceli1
0,653,2222,4,tregor1
0,654,2222,5,mabetto1
0,655,2222,6,drlaen1
0,656,2222,7,harenau1
0,657,2222,8,maronn1
0,658,2222,9,housset1
0,659,2222,10,ensabb1
0,660,2222,11,valleeb1
0,662,2222,12,mblanc1
0,664,2222,13,stlaure1
0,665,2222,14,mtarrep3
0,666,2222,15,patton1
0,668,2222,16,brno1
0,669,2222,17,volney1
0,671,2222,18,ferry1
0,672,2222,19,rectora1
0,674,2222,20,dieu1
1,675,2222,21,steannaa
0,515,2293,1,chdevan
0,516,2293,2,omblais1
0,517,2293,3,broceli1
0,519,2293,4,tregor1
0,520,2293,5,mabetto1
0,521,2293,6,drlaen1
0,522,2293,7,harenau1
0,523,2293,8,maronn1
0,525,2293,9,housset1
0,526,2293,10,ensabb1
0,528,2293,11,valleeb1
0,530,2293,12,mblanc1
0,532,2293,13,stlaure1
0,534,2293,14,mtarrep3
0,535,2293,15,patton1
0,538,2293,16,brno1
0,539,2293,17,volney1
0,542,2293,18,ferry1
0,544,2293,19,rectora1
0,546,2293,20,dieu1
1,548,2293,21,steannaa
0,470,3323,1,steannaa
0,471,3323,2,dieu2
0,472,3323,3,rectora2
0,473,3323,4,ferry2
0,475,3323,5,volney2
0,476,3323,6,brno2
0,478,3323,7,patton2
0,479,3323,8,mtarrep4
0,480,3323,9,stlaure2
0,482,3323,10,mblanc2
0,484,3323,11,valleeb2
0,486,3323,12,ensabb2
0,487,3323,13,housset2
0,489,3323,14,maronn2
0,490,3323,15,harenau2
0,491,3323,16,drlaen2
0,491,3323,17,mabetto2
0,493,3323,18,tregor2
0,494,3323,19,broceli2
0,495,3323,20,omblais2
1,496,3323,21,chdevan
0,770,3437,1,chdevan
0,771,3437,2,omblais1
0,771,3437,3,broceli1
0,773,3437,4,tregor1
0,774,3437,5,mabetto1
0,775,3437,6,drlaen1
0,776,3437,7,harenau1
0,777,3437,8,maronn1
0,778,3437,9,housset1
0,779,3437,10,ensabb1
0,780,3437,11,valleeb1
0,782,3437,12,mblanc1
0,784,3437,13,stlaure1
0,785,3437,14,mtarrep3
0,786,3437,15,patton1
0,788,3437,16,brno1
0,789,3437,17,volney1
0,791,3437,18,ferry1
0,792,3437,19,rectora1
0,794,3437,20,dieu1
1,795,3437,21,steannaa
0,500,3461,1,steannaa
0,501,3461,2,dieu2
0,502,3461,3,rectora2
0,503,3461,4,ferry2
0,505,3461,5,volney2
0,506,3461,6,brno2
0,508,3461,7,patton2
0,509,3461,8,mtarrep4
0,510,3461,9,stlaure2
0,512,3461,10,mblanc2
0,514,3461,11,valleeb2
0,516,3461,12,ensabb2
0,517,3461,13,housset2
0,519,3461,14,maronn2
0,520,3461,15,harenau2
0,521,3461,16,drlaen2
0,521,3461,17,mabetto2
0,523,3461,18,tregor2
0,524,3461,19,broceli2
0,525,3461,20,omblais2
1,526,3461,21,chdevan
0,1070,2055,1,chdevan
0,1071,2055,2,omblais1
0,1071,2055,3,broceli1
0,1073,2055,4,tregor1
0,1074,2055,5,mabetto1
0,1075,2055,6,drlaen1
0,1076,2055,7,harenau1
0,1077,2055,8,maronn1
0,1079,2055,9,housset1
0,1080,2055,10,ensabb1
0,1081,2055,11,valleeb1
0,1083,2055,12,mblanc1
0,1085,2055,13,stlaure1
0,1087,2055,14,mtarrep3
0,1088,2055,15,patton1
0,1091,2055,16,brno1
0,1092,2055,17,volney1
0,1094,2055,18,ferry1
0,1095,2055,19,rectora1
0,1097,2055,20,dieu1
1,1098,2055,21,steannaa
0,710,3746,1,steannaa
0,711,3746,2,dieu2
0,712,3746,3,rectora2
0,713,3746,4,ferry2
0,715,3746,5,volney2
0,716,3746,6,brno2
0,718,3746,7,patton2
0,719,3746,8,mtarrep4
0,720,3746,9,stlaure2
0,722,3746,10,mblanc2
0,724,3746,11,valleeb2
0,726,3746,12,ensabb2
0,727,3746,13,housset2
0,729,3746,14,maronn2
0,730,3746,15,harenau2
0,731,3746,16,drlaen2
0,731,3746,17,mabetto2
0,733,3746,18,tregor2
0,734,3746,19,broceli2
0,735,3746,20,omblais2
1,736,3746,21,chdevan
0,450,3745,1,chdevan
0,451,3745,2,omblais1
0,452,3745,3,broceli1
0,454,3745,4,tregor1
0,455,3745,5,mabetto1
0,456,3745,6,drlaen1
0,457,3745,7,harenau1
0,458,3745,8,maronn1
0,460,3745,9,housset1
0,461,3745,10,ensabb1
0,463,3745,11,valleeb1
0,465,3745,12,mblanc1
0,467,3745,13,stlaure1
0,469,3745,14,mtarrep3
0,470,3745,15,patton1
0,473,3745,16,brno1
0,474,3745,17,volney1
0,476,3745,18,ferry1
0,477,3745,19,rectora1
0,479,3745,20,dieu1
1,480,3745,21,steannaa
0,500,3707,1,chdevan
0,501,3707,2,omblais1
0,501,3707,3,broceli1
0,503,3707,4,tregor1
0,504,3707,5,mabetto1
0,505,3707,6,drlaen1
0,506,3707,7,harenau1
0,507,3707,8,maronn1
0,508,3707,9,housset1
0,509,3707,10,ensabb1
0,510,3707,11,valleeb1
0,512,3707,12,mblanc1
0,514,3707,13,stlaure1
0,515,3707,14,mtarrep3
0,516,3707,15,patton1
0,518,3707,16,brno1
0,519,3707,17,volney1
0,521,3707,18,ferry1
0,522,3707,19,rectora1
0,523,3707,20,dieu1
1,524,3707,21,steannaa
0,1040,180,1,chdevan
0,1041,180,2,omblais1
0,1041,180,3,broceli1
0,1043,180,4,tregor1
0,1044,180,5,mabetto1
0,1045,180,6,drlaen1
0,1046,180,7,harenau1
0,1047,180,8,maronn1
0,1049,180,9,housset1
0,1050,180,10,ensabb1
0,1051,180,11,valleeb1
0,1053,180,12,mblanc1
0,1055,180,13,stlaure1
0,1057,180,14,mtarrep3
0,1058,180,15,patton1
0,1061,180,16,brno1
0,1062,180,17,volney1
0,1064,180,18,ferry1
0,1065,180,19,rectora1
0,1067,180,20,dieu1
1,1068,180,21,steannaa
0,1121,107,1,chdevan
