terminus,heure_depart,trajet_id,stop_sequence,arret_id
0,1100,7002,1,landthf
0,1103,7002,2,curi1
0,1104,7002,3,mathori1
0,1106,7002,5,bocage1
0,1107,7002,6,juteaud1
0,1109,7002,7,fouilla1
0,1110,7002,8,portail1
0,1113,7002,9,victoir1
0,1114,7002,10,chavaux1
0,1117,7002,11,lbouhar1
0,1118,7002,12,longgau1
0,1119,7002,13,fouggal1
0,1120,7002,14,donzelo1
0,1121,7002,15,mirabea1
0,1122,7002,16,turmel1
0,1124,7002,17,vitrfou1
0,1125,7002,18,boisper1
0,1126,7002,19,mouljml1
0,1129,7002,20,robidou1
0,1132,7002,21,ptpastm1
1,1133,7002,22,repbottb
0,975,3241,1,repbottb
0,977,3241,2,ptpastm2
0,980,3241,3,robidou2
0,983,3241,4,mouljml2
0,983,3241,5,boisper2
0,984,3241,6,quentin2
0,985,3241,7,turmel2
0,986,3241,8,mirabea2
0,986,3241,9,donzelo2
0,987,3241,10,fouggal2
0,988,3241,11,longgau2
0,989,3241,12,lbouhar2
0,991,3241,13,chavaux2
0,992,3241,14,victoir2
0,995,3241,15,portail2
0,996,3241,16,fouilla2
0,998,3241,17,juteaud2
0,999,3241,18,bocage2
0,1001,3241,20,mathori2
0,1002,3241,21,curi2
0,1003,3241,22,landthf
0,1007,3241,23,patismo2
0,1009,3241,24,boulai6
0,1010,3241,25,ptohin2
0,1011,3241,26,aclande2
0,1012,3241,27,foyerac2
0,1012,3241,28,maacig2
0,1014,3241,29,verdaud2
1,1016,3241,30,timonier
0,1030,3255,1,repbottb
0,1032,3255,2,ptpastm2
0,1035,3255,3,robidou2
0,1038,3255,4,mouljml2
0,1039,3255,5,boisper2
0,1040,3255,6,quentin2
0,1041,3255,7,turmel2
0,1042,3255,8,mirabea2
0,1042,3255,9,donzelo2
0,1043,3255,10,fouggal2
0,1045,3255,11,longgau2
0,1046,3255,12,lbouhar2
0,1048,3255,13,chavaux2
0,1049,3255,14,victoir2
0,1052,3255,15,portail2
0,1053,3255,16,fouilla2
0,1056,3255,17,juteaud2
0,1057,3255,18,bocage2
0,1059,3255,20,mathori2
0,1061,3255,21,curi2
1,1063,3255,22,landthf
0,1035,2164,1,repbottb
0,1037,2164,2,ptpastm2
0,1040,2164,3,robidou2
0,1043,2164,4,mouljml2
0,1043,2164,5,boisper2
0,1044,2164,6,quentin2
0,1045,2164,7,turmel2
0,1046,2164,8,mirabea2
0,1046,2164,9,donzelo2
0,1047,2164,10,fouggal2
0,1048,2164,11,longgau2
0,1049,2164,12,lbouhar2
0,1051,2164,13,chavaux2
0,1052,2164,14,victoir2
0,1055,2164,15,portail2
0,1056,2164,16,fouilla2
0,1058,2164,17,juteaud2
0,1059,2164,18,bocage2
0,1061,2164,20,mathori2
0,1062,2164,21,curi2
0,1063,2164,22,landthf
