terminus,heure_depart,trajet_id,stop_sequence,arret_id
0,1220,51,1,parcacti
0,1221,51,2,chmulon1
0,1222,51,3,feval1
0,1223,51,4,master1
0,1224,51,5,leuzier1
0,1225,51,6,brayno1
0,1225,51,7,coteaux1
0,1226,51,8,pontno1
0,1228,51,9,molene1
0,1229,51,10,duanno1
0,1231,51,11,cennoch1
0,1232,51,12,polynoy1
0,1233,51,13,ptesaud1
0,1235,51,14,cxfleu1
0,1236,51,15,maillan1
0,1237,51,16,beaunoy1
0,1239,51,17,hilbint1
0,1241,51,18,triangl1
1,1244,51,19,frevi02
0,800,3283,1,parcacti
0,801,3283,2,chmulon1
0,802,3283,3,feval1
0,803,3283,4,master1
0,804,3283,5,leuzier1
0,805,3283,6,brayno1
0,805,3283,7,coteaux1
0,806,3283,8,pontno1
0,807,3283,9,molene1
0,808,3283,10,duanno1
0,810,3283,11,cennoch1
0,811,3283,12,polynoy1
0,812,3283,13,ptesaud1
0,814,3283,14,cxfleu1
0,815,3283,15,maillan1
0,816,3283,16,beaunoy1
0,818,3283,17,hilbint1
0,820,3283,18,triangl1
1,823,3283,19,frevi02
0,680,2111,1,frevi02
0,684,2111,2,triangl2
0,686,2111,3,hilbint2
0,688,2111,4,beaunoy2
0,689,2111,5,maillan2
0,690,2111,6,cxfleu2
0,692,2111,7,ptesaud2
0,693,2111,8,polynoy2
0,694,2111,9,cennoch2
0,695,2111,10,duannno2
0,696,2111,11,molene2
0,697,2111,12,pontno2
0,698,2111,13,coteaux2
0,699,2111,14,brayno2
0,700,2111,15,leuzier2
0,701,2111,16,master2
0,702,2111,17,feval2
0,703,2111,18,chmulon2
1,704,2111,19,parcacti
0,1010,2108,1,parcacti
0,1011,2108,2,chmulon1
0,1012,2108,3,feval1
0,1013,2108,4,master1
0,1014,2108,5,leuzier1
0,1015,2108,6,brayno1
0,1015,2108,7,coteaux1
0,1016,2108,8,pontno1
0,1017,2108,9,molene1
0,1018,2108,10,duanno1
0,1020,2108,11,cennoch1
0,1021,2108,12,polynoy1
