terminus,heure_depart,trajet_id,stop_sequence,arret_id
0,760,76,1,colbour2
0,761,76,2,piscces2
0,764,76,3,stetien2
0,769,76,4,patismo4
0,771,76,5,curi2
0,773,76,6,landthf
0,775,76,7,mathori2
0,777,76,9,bocage2
0,779,76,10,juteaud1
0,781,76,11,fouilla1
0,782,76,12,portail1
0,785,76,13,victoir1
1,787,76,14,chavaux1
0,540,3211,1,portail2
0,541,3211,2,fouilla2
0,542,3211,3,juteaud2
0,544,3211,4,bocage2
0,546,3211,6,mathori2
0,548,3211,7,landthf
0,550,3211,8,curi1
0,552,3211,9,patismo3
0,556,3211,10,stetien3
0,559,3211,11,piscces1
1,560,3211,12,lysevig1
0,955,3529,1,lysevig1
0,956,3529,2,piscces2
0,959,3529,3,stetien2
0,964,3529,4,patismo4
0,966,3529,5,curi2
0,968,3529,6,landthf
0,971,3529,7,mathori1
0,972,3529,9,bocage1
0,974,3529,10,juteaud1
0,976,3529,11,fouilla1
1,977,3529,12,portail1
0,710,6743,1,lysevig1
0,711,6743,2,piscces2
0,714,6743,3,stetien2
0,719,6743,4,patismo4
0,721,6743,5,curi2
0,723,6743,6,landthf
0,726,6743,7,mathori1
0,727,6743,9,bocage1
0,729,6743,10,juteaud1
0,731,6743,11,fouilla1
1,732,6743,12,portail1
0,930,5998,1,portail2
0,931,5998,2,fouilla2
0,932,5998,3,juteaud2
0,934,5998,4,bocage2
0,935,5998,6,mathori2
0,938,5998,7,patismo3
0,942,5998,8,stetien3
0,945,5998,9,piscces1
1,946,5998,10,lysevig1
0,1075,274,1,lysevig1
0,1076,274,2,piscces2
0,1079,274,3,stetien2
0,1084,274,4,patismo4
0,1086,274,5,curi2
0,1088,274,6,landthf
0,1091,274,7,mathori1
0,1092,274,9,bocage1
0,1094,274,10,juteaud1
0,1096,274,11,fouilla1
0,1097,274,12,portail1
0,1100,274,13,victoir1
1,1102,274,14,chavaux1
0,505,293,1,lysevig1
0,506,293,2,piscces2
0,509,293,3,stetien2
0,514,293,4,patismo4
0,517,293,5,mathori1
0,519,293,7,bocage1
0,520,293,8,juteaud1
0,522,293,9,fouilla1
1,523,293,10,portail1
0,1043,265,1,chavaux2
0,1044,265,2,victoir2
0,1048,265,3,portail2
0,1049,265,4,fouilla2
0,1050,265,5,juteaud2
0,1052,265,6,bocage2
0,1053,265,8,mathori2
0,1056,265,9,patismo3
0,1060,265,10,stetien3
0,1063,265,11,piscces1
1,1064,265,12,lysevig1
0,980,2390,1,portail2
0,981,2390,2,fouilla2
0,982,2390,3,juteaud2
0,984,2390,4,bocage2
0,985,2390,6,mathori2
0,988,2390,7,patismo3
0,992,2390,8,stetien3
0,995,2390,9,piscces1
1,996,2390,10,lysevig1
0,905,629,1,lysevig1
0,906,629,2,piscces2
0,909,629,3,stetien2
0,914,629,4,patismo4
0,916,629,5,curi2
0,918,629,6,landthf
0,921,629,7,mathori1
0,922,629,9,bocage1
0,924,629,10,juteaud1
0,926,629,11,fouilla1
1,927,629,12,portail1
0,484,646,1,landthf
0,486,646,2,curi1
0,489,646,3,patismo3
0,494,646,4,stetien3
0,497,646,5,piscces1
1,498,646,6,lysevig1
0,1020,5315,1,colbour2
0,1021,5315,2,piscces2
0,1024,5315,3,stetien2
0,1029,5315,4,patismo4
0,1032,5315,5,mathori1
0,1034,5315,7,bocage1
0,1035,5315,8,juteaud1
0,1037,5315,9,fouilla1
0,1038,5315,10,portail1
0,1041,5315,11,victoir1
1,1043,5315,12,chavaux1
0,470,6055,1,chavaux2
0,471,6055,2,victoir2
0,475,6055,3,portail2
0,476,6055,4,fouilla2
0,478,6055,5,juteaud2
0,481,6055,6,bocage2
0,483,6055,8,mathori2
0,486,6055,9,patismo3
0,491,6055,10,stetien3
0,496,6055,11,piscces1
1,497,6055,12,lysevig1
0,570,5020,1,portail2
0,571,5020,2,fouilla2
0,572,5020,3,juteaud2
0,574,5020,4,bocage2
0,576,5020,6,mathori2
0,578,5020,7,landthf
0,580,5020,8,curi1
0,582,5020,9,patismo3
0,586,5020,10,stetien3
0,589,5020,11,piscces1
1,590,5020,12,lysevig1
0,1021,6391,1,colbour2
0,1022,6391,2,piscces2
0,1025,6391,3,stetien2
0,1030,6391,4,patismo4
0,1032,6391,5,curi2
1,1034,6391,6,landthf
0,1055,6570,1,lysevig1
0,1056,6570,2,piscces2
0,1059,6570,3,stetien2
0,1064,6570,4,patismo4
0,1066,6570,5,curi2
0,1068,6570,6,landthf
0,1071,6570,7,mathori1
0,1072,6570,9,bocage1
0,1074,6570,10,juteaud1
0,1076,6570,11,fouilla1
1,1077,6570,12,portail1
