distance,correspondanceId,arretId
27,patismo3,patismo4
27,patismo4,patismo3
12,auditoi2,auditoi1
12,auditoi1,auditoi2
175,duchann1,brizeux2
133,brizeux1,brizeux2
188,sevivin2,brizeux1
133,brizeux2,brizeux1
41,cardum2,cardum1
191,cimpace1,cardum1
41,cardum1,cardum2
122,lybrequ,boberil2
61,genbade2,genbade1
35,frevi04,frevi01
19,frevi03,frevi01
121,frevi02,frevi01
59,frevill1,frevi01
35,frevi3,frevi01
49,frevi04,frevi03
19,frevi01,frevi03
135,frevi02,frevi03
41,frevill1,frevi03
51,frevi3,frevi03
29,cxvaiss2,cxvaiss1
61,genbade1,genbade2
86,frevi04,frevi02
121,frevi01,frevi02
135,frevi03,frevi02
174,frevill1,frevi02
197,argaun2,frevi02
81,argaun1,frevi02
124,frevi3,frevi02
29,cxvaiss1,cxvaiss2
16,mapope2,mapope1
10,cxmalin2,cxmalter
16,mapope1,mapope2
25,quince2,quince
17,quince1,quince
10,rochers2,rochers1
52,provenc1,provenc2
10,rochers1,rochers2
52,provenc2,provenc1
56,hopisud3,hopisud2
97,hopisud1,hopisud2
198,steelis2,hopisud3
56,hopisud2,hopisud3
76,hopisud1,hopisud3
110,parcacti,cxpig1
24,cxpig2,cxpig1
24,mamord2,mamord1
88,parcacti,cxpig2
24,cxpig1,cxpig2
190,steelis1,hopisud1
160,steelis2,hopisud1
97,hopisud2,hopisud1
76,hopisud3,hopisud1
24,mamord1,mamord2
56,landry2,landry1
38,clisage1,clisage2
38,clisage2,clisage1
186,montant2,clisage1
184,montand1,clisage1
32,taillis2,taillis1
103,bignon2,cram1
67,bignon1,cram1
130,htsance,cram1
81,cram2,cram1
56,bignon2,cram2
54,bignon1,cram2
157,htsance,cram2
81,cram1,cram2
32,taillis1,taillis2
59,lgpres2,lgpres1
179,hotregi3,lgpres1
165,hotregi4,lgpres1
59,lgpres1,lgpres2
30,houx2,houx1
30,houx1,houx2
39,lguillg2,lguillg1
60,lguillo2,lguillg1
109,lguillo1,lguillg1
39,lguillg1,lguillg2
99,lguillo2,lguillg2
140,lguillo1,lguillg2
143,bourdon1,kennedy1
29,kennedy2,kennedy1
44,brno2,brno1
165,volney2,brno1
156,rochest1,brno1
171,bourdon1,kennedy2
29,kennedy1,kennedy2
44,brno1,brno2
117,rochest1,brno2
44,blosne1,blosne2
44,blosne2,blosne1
182,gare1,magenta1
88,magenta2,magenta1
190,gares1,magenta1
88,magenta1,magenta2
184,tnb1,magenta2
160,tnb2,magenta2
109,belfont2,belfont1
75,bordage1,bordage2
149,haltece1,bordage2
131,haltece2,bordage2
34,lesseps1,lesseps2
109,belfont1,belfont2
75,bordage2,bordage1
20,touche2,touche1
34,lesseps2,lesseps1
185,chcice1,lesseps1
66,landorg1,landorg2
88,lyjp2,ricoqua
114,lyjp1,ricoqua
66,landorg2,landorg1
20,touche1,touche2
29,breil1,breil2
16,citeu2,citeu1
17,chmulon2,chmulon1
188,lycurie5,rdptgay2
90,rdptgay1,rdptgay2
193,blizz1,rdptgay2
197,forum1,breil1
29,breil2,breil1
161,lycurie3,rdptgay1
190,lycurie4,rdptgay1
136,lycurie5,rdptgay1
90,rdptgay2,rdptgay1
59,cormier1,cormier2
95,vivierb1,vivierb2
17,chmulon1,chmulon2
59,cormier2,cormier1
95,vivierb2,vivierb1
16,citeu1,citeu2
89,frevi04,frevill1
59,frevi01,frevill1
41,frevi03,frevill1
174,frevi02,frevill1
84,frevi3,frevill1
50,moulin2,moulin1
194,colbour1,piscces2
26,piscces1,piscces2
175,quentin2,vitrdan1
139,quentin1,vitrdan1
65,vitrpeg2,vitrdan1
90,vitrpeg1,vitrdan1
137,vitrfou2,vitrdan1
88,vitrfou1,vitrdan1
57,vitrdan2,vitrdan1
50,moulin1,moulin2
173,quentin1,vitrdan2
91,vitrpeg2,vitrdan2
113,vitrpeg1,vitrdan2
191,vitrfou2,vitrdan2
127,vitrfou1,vitrdan2
57,vitrdan1,vitrdan2
191,colbour1,piscces1
26,piscces2,piscces1
58,leuzier1,leuzier2
58,leuzier2,leuzier1
55,grpesco2,grpesco1
55,grpesco1,grpesco2
20,moigne1,moigne2
188,belvure2,moigne2
176,belvure1,moigne2
20,moigne2,moigne1
190,belvure1,moigne1
21,cdg,colombi1
30,colombi2,colombi1
49,cdg,colombi2
30,colombi1,colombi2
24,mathori2,mathori1
33,texier2,texier1
25,loncham2,loncham1
33,texier1,texier2
25,loncham1,loncham2
131,gaite2,gaitedo1
111,gaite1,gaitedo1
66,gaitedo2,gaitedo1
134,troimar2,troimar1
65,gaite2,gaitedo2
56,gaite1,gaitedo2
66,gaitedo1,gaitedo2
182,cxmme2,cxmme1
134,troimar1,troimar2
182,cxmme1,cxmme2
24,mathori1,mathori2
198,steannec,chajacq2
185,steannaa,chajacq2
120,steanne1,chajacq2
47,chajacq1,chajacq2
198,quentin2,turmel1
24,turmel2,turmel1
165,steanne1,chajacq1
47,chajacq2,chajacq1
181,mairieb,chajacq1
182,quentin2,turmel2
24,turmel1,turmel2
148,durafst2,horegn1
94,horegn2,horegn1
157,mouljgl1,horegn2
94,horegn1,horegn2
156,idftill2,pref2
119,idftill1,pref2
27,pref1,pref2
24,mamont2,mamont1
183,idftill2,pref1
146,idftill1,pref1
27,pref2,pref1
24,mamont1,mamont2
26,cimces1,cimces2
10,bretoni4,bretoni3
10,bretoni3,bretoni4
98,restuni1,bearubc2
82,restuni2,bearubc2
73,bearubc1,bearubc2
26,cimces2,cimces1
179,horizon1,lices2
181,horizon2,lices2
66,lices1,lices2
199,ptbreta1,lices2
138,horizon1,lices1
150,horizon2,lices1
66,lices2,lices1
154,ptbreta2,lices1
159,ptbreta1,lices1
192,ptbrets2,lices1
185,lesseps1,chcice1
102,chcice2,chcice1
102,chcice1,chcice2
41,ptavoin2,ptavoin1
41,ptavoin1,ptavoin2
191,cardum1,cimpace1
61,cimpace2,cimpace1
160,restuni1,bearubc1
153,restuni2,bearubc1
73,bearubc2,bearubc1
44,mdioces2,mdioces1
17,villuni1,villuni2
96,villj1,villuni2
90,villj2,villuni2
83,villj3,villuni2
77,villj4,villuni2
104,villj6,villuni2
88,tertre1,tertre2
17,villuni2,villuni1
107,villj1,villuni1
102,villj2,villuni1
96,villj3,villuni1
91,villj4,villuni1
121,villj6,villuni1
22,harenau1,harenau2
88,sqrance1,dinan2
94,sqrance2,dinan2
57,dinan1,dinan2
44,mdioces1,mdioces2
22,harenau2,harenau1
61,cimpace1,cimpace2
132,sqrance1,dinan1
142,sqrance2,dinan1
57,dinan2,dinan1
88,tertre2,tertre1
21,guyoma2,guyoma1
158,doublee1,doublee4
148,doublee3,doublee4
87,metz2,metz1
21,guyoma1,guyoma2
62,lacs1,lacs2
43,aubjeun1,aubjeun2
62,lacs2,lacs1
18,morbiha2,morbiha1
24,iufm2,iufm1
166,aubjeun1,iufm1
197,painlev1,metz2
87,metz1,metz2
18,morbiha1,morbiha2
24,iufm1,iufm2
185,aubjeun1,iufm2
122,machant1,machant2
156,egchan2,machant2
141,egchan1,machant2
122,machant2,machant1
41,capvert1,capvert2
172,verbuis2,capvert2
183,verbuis1,capvert2
41,capvert2,capvert1
194,verbuis2,capvert1
43,aubjeun2,aubjeun1
166,iufm1,aubjeun1
185,iufm2,aubjeun1
87,bospho2,bospho1
195,canacha2,bospho1
87,bospho1,bospho2
188,europe2,gast1
87,gast2,gast1
71,vizeule1,vizeule2
87,gast1,gast2
65,brassen2,brassen1
71,vizeule2,vizeule1
66,pire1,pire2
168,lbourg1,pire2
193,bourglb2,pire2
66,pire2,pire1
188,croixhe2,pire1
13,rivaud2,rivaud1
13,rivaud1,rivaud2
43,orgcoto2,orgcoto1
43,orgcoto1,orgcoto2
25,pommer2,pommer1
179,airlib2,pommer1
153,airlib1,pommer1
198,thabor1,bert1
198,thabor2,bert1
109,bert2,bert1
25,pommer1,pommer2
164,airlib2,pommer2
142,airlib1,pommer2
109,bert1,bert2
65,brassen1,brassen2
56,renau2,renau1
56,renau1,renau2
33,dullin2,dullin1
33,dullin1,dullin2
36,lasalle1,lasalle2
25,epalet1,epalet2
36,egverg1,egverg2
139,silandi1,siland2
25,epalet2,epalet1
191,bouvrai2,egverg1
36,egverg2,egverg1
25,lyagric2,lyagric1
25,lyagric1,lyagric2
29,haiet1,haiet2
29,haiet2,haiet1
192,langloi1,bellnou2
165,langloi2,bellnou2
10,couneu2,couneu1
10,couneu1,couneu2
36,lasalle2,lasalle1
28,chesnai2,chesnai1
28,chesnai1,chesnai2
12,manceau2,manceau1
12,manceau1,manceau2
16,erenan1,erenan2
51,tespsps1,tespsps2
172,capvert2,verbuis2
194,capvert1,verbuis2
28,verbuis1,verbuis2
16,erenan2,erenan1
51,tespsps2,tespsps1
183,capvert2,verbuis1
28,verbuis2,verbuis1
18,hteabb1,hteabb2
198,touca1,geriat2
24,geriat1,geriat2
18,hteabb2,hteabb1
24,geriat2,geriat1
35,fougero2,fougero1
47,bouleau1,bouleau2
35,fougero1,fougero2
47,bouleau2,bouleau1
104,robidou2,robidou1
194,ptstras2,robidou2
104,robidou1,robidou2
58,geniaux2,geniau30
52,geniaux1,geniau30
30,belepsg1,belepsg2
30,belepsg2,belepsg1
12,leray2,leray1
12,leray1,leray2
97,gerhoui1,gerhoui2
97,gerhoui2,gerhoui1
198,arsenal2,inkerma1
107,inkerma2,inkerma1
171,arsenta2,inkerma1
188,surcouf1,inkerma1
107,inkerma1,inkerma2
116,surcouf1,inkerma2
165,surcouf2,inkerma2
74,forge2,forge1
74,forge1,forge2
42,commeur2,commeur1
42,commeur1,commeur2
20,schustj1,schustj2
20,schustj2,schustj1
21,mahoma1,mahoma2
21,mahoma2,mahoma1
25,pommier1,pommier2
25,pommier2,pommier1
79,sauvaie2,sauvaie1
79,sauvaie1,sauvaie2
80,mareuch1,mareuil1
111,mareuch2,mareuil1
25,mareuil2,mareuil1
56,mareuch1,mareuil2
95,mareuch2,mareuil2
25,mareuil1,mareuil2
60,lguillg1,lguillo2
99,lguillg2,lguillo2
76,lguillo1,lguillo2
109,lguillg1,lguillo1
140,lguillg2,lguillo1
76,lguillo2,lguillo1
189,renaiss2,fontbla2
21,fontbla1,fontbla2
21,fontbla2,fontbla1
39,broscha1,broscha2
39,broscha2,broscha1
171,morinai2,jaures1
184,morinai1,jaures1
67,jaures2,jaures1
186,clisage1,montant2
14,montand1,montant2
39,moubla1,moubla2
145,boulais2,fontene1
161,boulais1,fontene1
161,boulais3,fontene1
47,fontene2,fontene1
156,boullac1,fontene1
39,moubla2,moubla1
178,boulais2,fontene2
191,boulais1,fontene2
47,fontene1,fontene2
44,landpin2,landpin1
16,popla1,poteri1
45,poteri2,poteri1
190,poteri3,poteri1
139,poteri4,poteri1
23,potepl2,poteri1
36,popla1,poteri2
45,poteri1,poteri2
149,poteri3,poteri2
103,poteri4,poteri2
33,potepl2,poteri2
67,jaures1,jaures2
173,marin1,jaures2
194,marin2,jaures2
158,idftill2,idf
194,idftill1,idf
184,popla1,poteri3
190,poteri1,poteri3
149,poteri2,poteri3
58,poteri4,poteri3
182,potepl2,poteri3
136,popla1,poteri4
139,poteri1,poteri4
103,poteri2,poteri4
58,poteri3,poteri4
135,potepl2,poteri4
101,broscin1,broscin2
30,curi2,curi1
30,curi1,curi2
101,broscin2,broscin1
44,landpin1,landpin2
89,frogera1,frogera2
89,frogera2,frogera1
64,repto1,repjaurs
36,repjof2,repjaurs
38,repjof3,repjaurs
47,repjof4,repjaurs
134,repx2,repjaurs
137,repwe,repjaurs
71,repwb,repjaurs
161,ptnemoun,repjaurs
175,ptnemous,repjaurs
25,repjaurn,repjaurs
70,repea,repjaurs
85,repbottb,repjaurs
165,mairieb,repjaurs
146,repbottc,repjaurs
35,repjoffa,repjaurs
64,toucham2,toucham1
64,toucham1,toucham2
84,cennoch4,cennoch1
35,cennoch2,cennoch1
76,cennoch3,cennoch1
19,closco31,closco
9,closco30,closco
93,ccourte1,closco
118,ccourte2,closco
36,marbeuf2,marbeuf1
16,ptehubl2,ptehubl1
16,ptehubl1,ptehubl2
86,clemenc1,clemenc2
86,clemenc2,clemenc1
29,garigli2,garigli1
29,garigli1,garigli2
19,cngare1,garecn
147,mirabea1,mirabea2
36,neruda1,neruda2
187,gdquart,robique2
185,grquart2,robique2
103,robique1,robique2
147,mirabea2,mirabea1
36,neruda2,neruda1
191,stagare2,plegsta1
103,robique2,robique1
71,janaire1,janaire2
31,portail2,portail1
31,portail1,portail2
192,europe1,tregain1
29,tregain2,tregain1
22,foyerac2,foyerac1
29,tregain1,tregain2
22,foyerac1,foyerac2
38,martich2,martich1
39,courtin2,courtin1
39,courtin1,courtin2
38,martich1,martich2
27,loges2,loges1
21,belscor1,belscor2
74,bellang2,belscor2
92,bellang1,belscor2
21,belscor2,belscor1
82,bellang2,belscor1
108,bellang1,belscor1
39,rectora1,rectora2
77,repto1,repjaurn
57,repjof2,repjaurn
62,repjof3,repjaurn
67,repjof4,repjaurn
155,repx2,repjaurn
157,repwe,repjaurn
92,repwb,repjaurn
199,ptpastm1,repjaurn
179,ptnemoun,repjaurn
194,ptnemous,repjaurn
25,repjaurs,repjaurn
92,repea,repjaurn
109,repbottb,repjaurn
167,mairieb,repjaurn
170,repbottc,repjaurn
54,repjoffa,repjaurn
21,ferry2,ferry1
122,verdun2,coet1
42,mailla1,mailla2
21,ferry1,ferry2
42,mailla2,mailla1
197,sevivin3,rectora1
39,rectora2,rectora1
164,sqrance1,dieuw2
149,sqrance2,dieuw2
108,diee2,dieuw2
75,dieu2,dieuw2
65,dieu1,dieuw2
33,rigourdt,rigoudi2
178,htgrip1,rigoudi2
119,ptohin2,ptohin1
40,laugar1,laugar2
40,laugar2,laugar1
192,hautier1,gareher
169,hautier2,gareher
73,gareher2,gareher
106,gareher1,gareher
83,fouggal2,fouggal1
88,fouggal3,fouggal1
83,fouggal1,fouggal2
91,fouggal3,fouggal2
31,noepar1,noepar2
31,noepar2,noepar1
88,fouggal1,fouggal3
91,fouggal2,fouggal3
119,ptohin1,ptohin2
11,egvern2,egvern1
11,egvern1,egvern2
32,camus1,camus2
81,aclande1,aclande2
32,camus2,camus1
81,aclande2,aclande1
38,plardie2,plardie1
38,plardie1,plardie2
47,callorn1,callpot2
33,rigoudi2,rigourdt
173,htgrip1,rigourdt
11,cheher1,cheher2
186,ledant2,raison2
52,raison1,raison2
194,chagiro2,raison2
73,gareher,gareher2
34,gareher1,gareher2
11,cheher2,cheher1
26,lilas2,lilas1
106,gareher,gareher1
34,gareher2,gareher1
26,lilas1,lilas2
52,raison2,raison1
143,chagiro2,raison1
21,lyjmou2,lyjmou1
185,martisj2,lyjmou1
84,cennoch1,cennoch4
62,cennoch2,cennoch4
10,cennoch3,cennoch4
96,roussai1,roussai2
35,cennoch1,cennoch2
62,cennoch4,cennoch2
55,cennoch3,cennoch2
76,cennoch1,cennoch3
10,cennoch4,cennoch3
55,cennoch2,cennoch3
96,roussai2,roussai1
20,lereuvr1,lereuvr2
21,lyjmou1,lyjmou2
164,martisj2,lyjmou2
20,lereuvr2,lereuvr1
100,duanpa1,lebrix1
97,duanpa2,lebrix1
101,lebrix2,lebrix1
184,colpols4,colpols1
65,colpols2,colpols1
181,colpols3,colpols1
188,pire1,croixhe2
122,cxhecha1,croixhe2
94,cxhecha2,croixhe2
140,duanpa1,lebrix2
128,duanpa2,lebrix2
101,lebrix1,lebrix2
13,mail2,mail1
13,mail1,mail2
38,leblosn1,leblosn2
184,colpols1,colpols4
132,colpols2,colpols4
21,colpols3,colpols4
38,leblosn2,leblosn1
103,repto1,repea
65,repjof2,repea
57,repjof3,repea
75,repjof4,repea
65,repx2,repea
69,repwe,repea
10,repwb,repea
186,nemours2,repea
97,ptnemoun,repea
108,ptnemous,repea
70,repjaurs,repea
92,repjaurn,repea
48,repbottb,repea
142,mairieb,repea
80,repbottc,repea
72,repjoffa,repea
65,colpols1,colpols2
132,colpols4,colpols2
135,colpols3,colpols2
181,colpols1,colpols3
21,colpols4,colpols3
135,colpols2,colpols3
181,sevivin3,diee2
108,dieuw2,diee2
38,dieu2,diee2
81,dieu1,diee2
24,boulai6,boulai5
18,meteo2,meteo1
24,boulai5,boulai6
18,meteo1,meteo2
122,boberil2,lybrequ
178,anatfra3,legrave1
13,legrave2,legrave1
170,anatfra3,legrave2
13,legrave1,legrave2
25,mblanc2,mblanc1
25,mblanc1,mblanc2
18,polynoy2,polynoy1
18,polynoy1,polynoy2
59,renbour2,renbour1
59,renbour1,renbour2
41,portuga2,portuga1
92,stlaure2,stlaur19
49,stlaure1,stlaur19
48,stlaur,stlaur19
122,coet1,verdun2
32,leon2,leon1
41,portuga1,portuga2
32,leon1,leon2
37,tregor3,tregor4
70,tregor1,tregor4
50,tregor2,tregor4
37,tregor4,tregor3
106,tregor1,tregor3
77,tregor2,tregor3
13,gohier1,gohier2
14,epimed2,epimed1
17,vilaine1,vilaine2
17,vilaine2,vilaine1
13,gohier2,gohier1
14,epimed1,epimed2
26,maurepa2,maurepa1
26,maurepa1,maurepa2
70,tregor4,tregor1
106,tregor3,tregor1
50,tregor2,tregor1
50,tregor4,tregor2
77,tregor3,tregor2
50,tregor1,tregor2
20,parcros1,parcros2
37,gentilh2,gentilh1
20,parcros2,parcros1
37,gentilh1,gentilh2
178,martin2,cxhecha1
122,croixhe2,cxhecha1
30,cxhecha2,cxhecha1
184,magenta2,tnb1
24,tnb2,tnb1
160,magenta2,tnb2
24,tnb1,tnb2
27,pmf1,pmf2
27,pmf2,pmf1
154,lices1,ptbreta2
34,ptbreta1,ptbreta2
120,ptbrets2,ptbreta2
136,ptbrets1,ptbreta2
27,loges1,loges2
192,plbreta1,ptbreta1
199,lices2,ptbreta1
159,lices1,ptbreta1
34,ptbreta2,ptbreta1
86,ptbrets2,ptbreta1
103,ptbrets1,ptbreta1
33,vincent1,vincent2
94,croixhe2,cxhecha2
30,cxhecha1,cxhecha2
182,norvege1,suede1
131,norvege2,suede1
68,suede2,suede1
33,vincent2,vincent1
126,norvege1,suede2
65,norvege2,suede2
68,suede1,suede2
18,vxbourg2,vxbourg1
18,vxbourg1,vxbourg2
28,rabine2,rabine1
27,clivinc2,clivinc1
28,rabine1,rabine2
26,lamot742,lamot741
27,clivinc1,clivinc2
136,mtarrep4,mtarrep3
33,hotregi1,mtarrep3
49,hotregi2,mtarrep3
97,hotregi3,mtarrep3
97,hotregi4,mtarrep3
136,mtarrep3,mtarrep4
136,hotregi1,mtarrep4
93,hotregi2,mtarrep4
143,hotregi3,mtarrep4
163,hotregi4,mtarrep4
81,piscgay2,piscgay1
99,domaine2,domaine1
99,domaine1,domaine2
71,janaire2,janaire1
15,rabine6,rabine5
26,lamot741,lamot742
15,rabine5,rabine6
74,oberthu1,oberthu2
81,piscgay1,piscgay2
165,brno1,volney2
63,volney1,volney2
185,durafou1,oberthu1
74,oberthu2,oberthu1
63,volney2,volney1
38,exupery1,exupery2
199,durafst2,jdarc1
21,jdarc2,jdarc1
71,jdarclj2,jdarc1
77,jdarclj1,jdarc1
16,cxroure1,cxroure2
190,chaagri1,cxroure2
21,jdarc1,jdarc2
81,jdarclj2,jdarc2
70,jdarclj1,jdarc2
106,bersand1,bignoch2
26,bignoch1,bignoch2
72,tailleb1,tailleb2
129,bersand1,bignoch1
26,bignoch2,bignoch1
72,tailleb2,tailleb1
74,brayno2,brayno1
16,cxroure2,cxroure1
187,chaagri1,cxroure1
38,exupery2,exupery1
74,brayno1,brayno2
25,grippay2,grippay1
101,colbinq2,colbinq4
28,colbinq3,colbinq4
131,colbinq1,colbinq4
101,colbinq4,colbinq2
127,colbinq3,colbinq2
54,colbinq1,colbinq2
25,grippay1,grippay2
28,colbinq4,colbinq3
127,colbinq2,colbinq3
151,colbinq1,colbinq3
42,housset1,housset2
42,housset2,housset1
131,colbinq4,colbinq1
54,colbinq2,colbinq1
151,colbinq3,colbinq1
168,zola1,ppaskl2
93,ptpaste1,ppaskl2
132,ptpastm1,ppaskl2
113,ptpastm2,ppaskl2
125,chnigue1,chnigue2
125,chnigue2,chnigue1
199,norvege2,canacha1
71,canacha2,canacha1
195,bospho1,canacha2
71,canacha1,canacha2
36,rdkerln2,rdkerll1
25,machftz1,machftz2
25,machftz2,machftz1
88,arsenal1,arsenta2
56,arsenal2,arsenta2
171,inkerma1,arsenta2
22,charmil2,charmil1
175,stetien1,stetien3
129,stetien1,stetien2
125,blizz1,blizz2
193,rdptgay2,blizz1
125,blizz2,blizz1
39,malakof2,malakof1
22,charmil1,charmil2
39,malakof1,malakof2
17,etangs2,etangs1
17,etangs1,etangs2
175,stetien3,stetien1
129,stetien2,stetien1
28,barbera2,barbera1
146,champea2,champea1
160,chaagri1,champea1
28,barbera1,barbera2
146,champea1,champea2
162,chaagri2,champea2
8,popla1,potepl2
23,poteri1,potepl2
33,poteri2,potepl2
182,poteri3,potepl2
135,poteri4,potepl2
191,plesse2,launay2
182,plesse1,launay2
52,launay1,launay2
156,machant2,egchan2
18,egchan1,egchan2
81,chqpost1,chqpost2
141,machant2,egchan1
18,egchan2,egchan1
81,chqpost2,chqpost1
42,airlande,martisj2
185,lyjmou1,martisj2
164,lyjmou2,martisj2
75,martisj1,martisj2
151,plesse2,launay1
149,plesse1,launay1
52,launay2,launay1
197,frevi02,argaun2
125,argaun1,argaun2
36,airlande,martisj1
75,martisj2,martisj1
167,frevi04,argaun1
81,frevi02,argaun1
125,argaun2,argaun1
92,stlaur19,stlaure2
103,stlaure1,stlaure2
59,stlaur,stlaure2
115,village2,village1
24,mtga1,mtga2
115,village1,village2
24,mtga2,mtga1
72,binquen1,binquen2
72,binquen2,binquen1
36,rdkerll1,rdkerln2
16,berger2,berger1
100,langued2,berger1
142,langued1,berger1
16,berger1,berger2
105,langued2,berger2
134,langued1,berger2
59,helias2,helias1
59,helias1,helias2
71,jdarc1,jdarclj2
81,jdarc2,jdarclj2
59,jdarclj1,jdarclj2
77,jdarc1,jdarclj1
70,jdarc2,jdarclj1
59,jdarclj2,jdarclj1
49,stlaur19,stlaure1
103,stlaure2,stlaure1
85,stlaur,stlaure1
12,centnov1,centnov2
12,centnov2,centnov1
33,rdpbra2,rdptbra1
82,longgau1,longgau2
26,mardou2,mardou1
82,longgau2,longgau1
26,mardou1,mardou2
32,cucille2,cucille1
32,cucille1,cucille2
29,molene2,molene1
36,tihouit1,tihouit2
38,belepmo1,belepmo2
36,tihouit2,tihouit1
40,triangl2,triangl1
40,triangl1,triangl2
38,belepmo2,belepmo1
162,ecopa1,metrie2
109,chagiro2,chagiro1
104,cxpotie1,cxpotrn2
158,cxpotie2,cxpotrn2
39,cxpotrn1,cxpotrn2
194,raison2,chagiro2
143,raison1,chagiro2
109,chagiro1,chagiro2
103,cxpotie1,cxpotrn1
154,cxpotie2,cxpotrn1
39,cxpotrn2,cxpotrn1
13,master2,master1
184,ecopa1,ecopa2
28,kildare2,kildare1
162,metrie2,ecopa1
184,ecopa2,ecopa1
162,colin1,chaagri2
190,colin2,chaagri2
162,champea2,chaagri2
127,chaagri1,chaagri2
29,molene1,molene2
190,cxroure2,chaagri1
187,cxroure1,chaagri1
160,champea1,chaagri1
127,chaagri2,chaagri1
28,kildare1,kildare2
13,master1,master2
70,douro1,douro2
23,zapeup2,zapeup1
70,douro2,douro1
150,kervill1,courbet2
128,courbet1,courbet2
23,zapeup1,zapeup2
128,courbet2,courbet1
35,bobinai2,bobinai1
10,reuzera1,reuzera2
38,valdors1,valdors2
10,reuzera2,reuzera1
38,valdors2,valdors1
67,fouaye1,fouaye2
67,fouaye2,fouaye1
36,marbeuf1,marbeuf2
83,repto1,repbottb
58,repjof2,repbottb
51,repjof3,repbottb
59,repjof4,repbottb
88,repx2,repbottb
96,repwe,repbottb
57,repwb,repbottb
197,nemours1,repbottb
155,nemours2,repbottb
127,ptnemoun,repbottb
133,ptnemous,repbottb
85,repjaurs,repbottb
109,repjaurn,repbottb
48,repea,repbottb
189,mairieb,repbottb
74,repbottc,repbottb
65,repjoffa,repbottb
188,repjof2,mairieb
183,repjof3,mairieb
136,repx2,mairieb
128,repwe,mairieb
132,repwb,mairieb
117,ptnemoun,mairieb
132,ptnemous,mairieb
181,chajacq1,mairieb
165,repjaurs,mairieb
167,repjaurn,mairieb
142,repea,mairieb
189,repbottb,mairieb
184,repbottc,mairieb
192,repjoffa,mairieb
156,repto1,repbottc
128,repjof2,repbottc
121,repjof3,repbottc
132,repjof4,repbottc
48,repx2,repbottc
57,repwe,repbottc
84,repwb,repbottc
171,nemours1,repbottc
114,nemours2,repbottc
81,ptnemoun,repbottc
79,ptnemous,repbottc
146,repjaurs,repbottc
170,repjaurn,repbottc
80,repea,repbottc
74,repbottb,repbottc
184,mairieb,repbottc
136,repjoffa,repbottc
19,maibour1,maibour2
19,maibour2,maibour1
100,noebi1,noebi2
42,gouges2,gouges1
100,noebi2,noebi1
42,gouges1,gouges2
35,bobinai1,bobinai2
48,torigne2,torigne1
48,torigne1,torigne2
100,berger1,langued2
105,berger2,langued2
108,langued1,langued2
18,avenir1,avenir2
196,ecoagro1,langued1
142,berger1,langued1
134,berger2,langued1
108,langued2,langued1
18,avenir2,avenir1
47,beaunoy1,beaunoy2
20,hallerv1,hallerv2
47,beaunoy2,beaunoy1
20,hallerv2,hallerv1
51,frevi04,frevi3
35,frevi01,frevi3
51,frevi03,frevi3
124,frevi02,frevi3
84,frevill1,frevi3
62,tage2,tage1
62,tage1,tage2
22,clotill1,clotill2
81,boisper1,boisper2
22,clotill2,clotill1
131,mouljgl2,boisper1
138,mouljgl1,boisper1
81,boisper2,boisper1
192,mouljml2,boisper1
22,vaugon1,vaugon2
22,vaugon2,vaugon1
182,gddomai1,belepin2
38,belepin1,belepin2
47,verger2,verger1
38,belepin2,belepin1
47,verger1,verger2
85,bouzat1,bouzat2
167,gallet2,bouzat1
85,bouzat2,bouzat1
184,clisage1,montand1
14,montant2,montand1
113,lehosu2,berthau1
188,berthau2,berthau1
96,monier1,berthau2
188,berthau1,berthau2
61,rablais1,rablais2
19,merel2,merel1
193,parloch2,merel2
19,merel1,merel2
91,closco31,ccourte1
84,closco30,ccourte1
93,closco,ccourte1
34,ccourte2,ccourte1
120,closco31,ccourte2
109,closco30,ccourte2
118,closco,ccourte2
34,ccourte1,ccourte2
177,beaumon2,beaumon1
55,calvair2,calvair1
177,beaumon1,beaumon2
55,calvair1,calvair2
82,ptchadu1,ptchadu2
34,ptchadu4,ptchadu2
31,ptchadu3,ptchadu2
80,opera3,opera1
82,ptchadu2,ptchadu1
94,ptchadu4,ptchadu1
64,ptchadu3,ptchadu1
34,ptchadu2,ptchadu4
94,ptchadu1,ptchadu4
62,ptchadu3,ptchadu4
31,ptchadu2,ptchadu3
64,ptchadu1,ptchadu3
62,ptchadu4,ptchadu3
161,vigne2,vigne1
161,vigne1,vigne2
12,chcente2,chcente1
12,chcente1,chcente2
49,chfrelo2,chfrelo1
49,chfrelo1,chfrelo2
88,dugues1,dugues2
88,dugues2,dugues1
33,mtarrep3,hotregi1
136,mtarrep4,hotregi1
43,hotregi2,hotregi1
65,hotregi3,hotregi1
64,hotregi4,hotregi1
178,rigoudi2,htgrip1
173,rigourdt,htgrip1
28,grippie2,grippie1
147,vallstj1,vallstj2
136,mouljgl2,mouljml2
197,mouljgl1,mouljml2
192,boisper1,mouljml2
24,mouljml1,mouljml2
130,mouljgl2,mouljml1
191,mouljgl1,mouljml1
24,mouljml2,mouljml1
49,mtarrep3,hotregi2
93,mtarrep4,hotregi2
43,hotregi1,hotregi2
75,hotregi3,hotregi2
87,hotregi4,hotregi2
179,lgpres1,hotregi3
97,mtarrep3,hotregi3
143,mtarrep4,hotregi3
65,hotregi1,hotregi3
75,hotregi2,hotregi3
22,hotregi4,hotregi3
