terminus,heure_depart,trajet_id,stop_sequence,arret_id
0,1033,11,1,chverc
0,1034,11,2,noecin1
0,1037,11,3,broscin1
0,1040,11,4,lyagric1
0,1041,11,5,chfrelo1
0,1042,11,6,brassen1
0,1043,11,7,bouleau1
0,1044,11,8,genets1
0,1046,11,9,barbera1
0,1047,11,10,pinrheu1
0,1049,11,11,ptavoin1
0,1052,11,12,janaire1
0,1054,11,13,troimar1
0,1055,11,14,monier1
0,1056,11,15,berthau1
0,1057,11,16,lehosu1
0,1057,11,17,lemaist1
0,1059,11,18,geniaux1
0,1061,11,19,lguillo1
0,1062,11,20,chqpost1
0,1065,11,21,ptbrets1
0,1067,11,22,repx2
0,1071,11,23,tnb2
1,1073,11,24,cdg
0,948,20,1,chverc
0,949,20,2,noecin1
0,952,20,3,broscin1
0,955,20,4,lyagric1
0,956,20,5,chfrelo1
0,957,20,6,brassen1
0,958,20,7,bouleau1
0,959,20,8,genets1
0,960,20,9,barbera1
0,961,20,10,pinrheu1
0,963,20,11,ptavoin1
0,966,20,12,janaire1
0,968,20,13,troimar1
0,969,20,14,monier1
0,970,20,15,berthau1
0,971,20,16,lehosu1
0,971,20,17,lemaist1
0,973,20,18,geniaux1
0,975,20,19,lguillo1
0,976,20,20,chqpost1
0,979,20,21,ptbrets1
0,981,20,22,repx2
0,985,20,23,tnb2
1,987,20,24,cdg
0,530,46,1,cdg
0,533,46,2,repwe
0,534,46,3,ptbrets2
0,537,46,4,chqpost2
0,538,46,5,lguillo2
0,541,46,6,geniaux2
0,543,46,7,lemaist2
0,544,46,8,lehosu2
0,545,46,9,berthau2
0,547,46,10,troimar2
0,548,46,11,janaire2
0,550,46,12,ptavoin2
0,551,46,13,pinrheu2
0,552,46,14,barbera2
0,553,46,15,genets2
0,554,46,16,bouleau2
0,555,46,17,brassen2
0,557,46,18,chfrelo2
1,558,46,19,lyagric2
0,928,94,1,chverc
0,929,94,2,noecin1
0,932,94,3,broscin1
0,935,94,4,lyagric1
0,936,94,5,chfrelo1
0,937,94,6,brassen1
0,938,94,7,bouleau1
0,939,94,8,genets1
0,940,94,9,barbera1
0,941,94,10,pinrheu1
0,943,94,11,ptavoin1
0,945,94,12,janaire1
0,947,94,13,troimar1
0,948,94,14,monier1
0,949,94,15,berthau1
0,950,94,16,lehosu1
0,950,94,17,lemaist1
0,952,94,18,geniaux1
0,954,94,19,lguillo1
0,955,94,20,chqpost1
0,958,94,21,ptbrets1
0,960,94,22,repx2
0,964,94,23,tnb2
1,966,94,24,cdg
0,1140,93,1,cdg
0,1143,93,2,repwe
0,1144,93,3,ptbrets2
0,1146,93,4,chqpost2
0,1147,93,5,lguillo2
0,1149,93,6,geniaux2
0,1150,93,7,lemaist2
0,1151,93,8,lehosu2
0,1151,93,9,berthau2
0,1153,93,10,troimar2
0,1154,93,11,janaire2
0,1156,93,12,ptavoin2
0,1157,93,13,pinrheu2
0,1159,93,14,barbera2
0,1160,93,15,genets2
0,1162,93,16,bouleau2
0,1164,93,17,brassen2
0,1165,93,18,chfrelo2
0,1165,93,19,lyagric2
0,1169,93,20,gretay2
0,1171,93,21,lilamor2
0,1172,93,22,mamord2
0,1173,93,23,eglmord2
0,1175,93,24,patimor2
0,1187,93,25,bouvrai2
1,1187,93,26,egverg2
0,1097,7023,1,chverc
0,1098,7023,2,noecin1
0,1101,7023,3,broscin1
1,1105,7023,4,brassen1
0,1475,7010,1,repwe
0,1476,7010,2,ptbrets2
0,1479,7010,3,chqpost2
0,1480,7010,4,lguillo2
0,1482,7010,5,geniaux2
0,1483,7010,6,lemaist2
0,1484,7010,7,lehosu2
0,1484,7010,8,berthau2
0,1486,7010,9,troimar2
0,1488,7010,10,janaire2
0,1490,7010,11,ptavoin2
0,1492,7010,12,pinrheu2
0,1493,7010,14,barbera2
0,1494,7010,15,genets2
0,1495,7010,16,bouleau2
0,1496,7010,17,brassen2
0,1497,7010,18,chfrelo2
0,1497,7010,19,lyagric2
0,1502,7010,20,gretay2
0,1504,7010,21,lilamor2
0,1505,7010,22,mamord2
0,1506,7010,23,eglmord2
0,1508,7010,24,patimor1
0,1522,7010,25,grippay2
0,1524,7010,26,avenir2
0,1524,7010,27,musscha2
0,1526,7010,28,calvcha2
1,1528,7010,29,cxblanc1
0,1045,3288,1,brassen2
0,1049,3288,2,broscin2
0,1052,3288,3,noecin2
1,1053,3288,4,chverc
0,1080,3248,1,cdg
0,1083,3248,2,repwe
0,1084,3248,3,ptbrets2
0,1086,3248,4,chqpost2
0,1087,3248,5,lguillo2
0,1089,3248,6,geniaux2
0,1090,3248,7,lemaist2
0,1091,3248,8,lehosu2
0,1091,3248,9,berthau2
0,1093,3248,10,troimar2
0,1094,3248,11,janaire2
0,1096,3248,12,ptavoin2
0,1097,3248,13,pinrheu2
0,1099,3248,14,barbera2
0,1100,3248,15,genets2
0,1102,3248,16,bouleau2
0,1104,3248,17,brassen2
0,1105,3248,18,chfrelo2
0,1105,3248,19,lyagric2
0,1109,3248,20,gretay2
0,1111,3248,21,lilamor2
0,1112,3248,22,mamord2
0,1113,3248,23,eglmord2
0,1115,3248,24,patimor2
0,1129,3248,25,grippay2
0,1130,3248,26,avenir2
0,1130,3248,27,musscha2
0,1132,3248,28,calvcha2
1,1133,3248,29,cxblanc1
0,1133,3272,1,chverc
0,1134,3272,2,noecin1
0,1137,3272,3,broscin1
0,1140,3272,4,lyagric1
0,1141,3272,5,chfrelo1
0,1142,3272,6,brassen1
0,1143,3272,7,bouleau1
0,1144,3272,8,genets1
0,1145,3272,9,barbera1
0,1146,3272,10,pinrheu1
0,1148,3272,11,ptavoin1
0,1150,3272,12,janaire1
0,1151,3272,13,troimar1
0,1152,3272,14,monier1
0,1153,3272,15,berthau1
0,1153,3272,16,lehosu1
0,1154,3272,17,lemaist1
0,1156,3272,18,geniaux1
0,1157,3272,19,lguillo1
0,1158,3272,20,chqpost1
0,1161,3272,21,ptbrets1
0,1163,3272,22,repx2
0,1167,3272,23,tnb2
1,1169,3272,24,cdg
0,695,2158,1,lyagric1
0,696,2158,2,chfrelo1
0,697,2158,3,brassen1
0,698,2158,4,bouleau1
0,699,2158,5,genets1
0,700,2158,6,barbera1
0,701,2158,7,pinrheu1
0,703,2158,8,ptavoin1
0,705,2158,9,janaire1
0,707,2158,10,troimar1
0,708,2158,11,monier1
0,709,2158,12,berthau1
0,710,2158,13,lehosu1
0,710,2158,14,lemaist1
0,712,2158,15,geniaux1
0,714,2158,16,lguillo1
0,715,2158,17,chqpost1
0,718,2158,18,ptbrets1
0,720,2158,19,repx2
0,724,2158,20,tnb2
1,726,2158,21,cdg
0,890,3209,1,cdg
0,893,3209,2,repwe
0,894,3209,3,ptbrets2
0,897,3209,4,chqpost2
0,898,3209,5,lguillo2
0,900,3209,6,geniaux2
0,903,3209,7,lemaist2
0,903,3209,8,lehosu2
0,904,3209,9,berthau2
0,906,3209,10,troimar2
0,907,3209,11,janaire2
0,909,3209,12,ptavoin2
0,910,3209,13,pinrheu2
0,911,3209,14,barbera2
0,911,3209,15,genets2
0,912,3209,16,bouleau2
0,913,3209,17,brassen2
0,915,3209,18,chfrelo2
1,916,3209,19,lyagric2
0,560,3218,1,cdg
0,563,3218,2,repwe
0,564,3218,3,ptbrets2
0,567,3218,4,chqpost2
0,568,3218,5,lguillo2
0,570,3218,6,geniaux2
0,573,3218,7,lemaist2
