terminus,heure_depart,trajet_id,stop_sequence,arret_id
0,940,95,1,cropy
0,941,95,2,chesnai1
0,942,95,3,bgstsul1
0,944,95,4,tespsps1
0,944,95,5,troncha1
0,948,95,6,pommier1
0,949,95,7,fonderi1
0,950,95,8,macheva1
0,951,95,9,chevahs
0,953,95,10,chopi1
0,955,95,11,gentilh1
0,956,95,12,forgebe1
0,957,95,13,mozart1
1,958,95,14,drlaene
0,935,3294,1,drlaene
0,935,3294,2,mozart2
0,937,3294,3,forgebe2
0,938,3294,4,gentilh2
0,940,3294,5,chopi2
0,942,3294,6,chevahs2
0,943,3294,7,macheva2
0,944,3294,8,fonderi2
0,945,3294,9,pommier2
0,950,3294,10,troncha2
0,950,3294,11,tespsps2
0,951,3294,12,bgstsul2
0,952,3294,13,chesnai2
1,953,3294,14,cropy
0,875,3231,1,drlaene
0,875,3231,2,mozart2
0,877,3231,3,forgebe2
0,878,3231,4,gentilh2
0,880,3231,5,chopi2
0,882,3231,6,chevahs2
0,883,3231,7,macheva2
0,884,3231,8,fonderi2
0,885,3231,9,pommier2
0,890,3231,10,troncha2
0,890,3231,11,tespsps2
0,891,3231,12,bgstsul2
0,892,3231,13,chesnai2
1,893,3231,14,cropy
0,986,2244,1,drlaene
0,987,2244,2,mozart2
0,988,2244,3,forgebe2
0,990,2244,4,gentilh2
0,992,2244,5,chopi2
0,993,2244,6,chevahs2
0,994,2244,7,macheva2
0,995,2244,8,fonderi2
0,996,2244,9,pommier2
0,1000,2244,10,troncha2
0,1000,2244,11,tespsps2
0,1002,2244,12,bgstsul2
0,1003,2244,13,chesnai2
1,1004,2244,14,cropy
0,1169,3365,1,cropy
0,1170,3365,2,chesnai1
0,1171,3365,3,bgstsul1
0,1173,3365,4,tespsps1
0,1173,3365,5,troncha1
0,1177,3365,6,pommier1
0,1178,3365,7,fonderi1
0,1179,3365,8,macheva1
0,1180,3365,9,chevahs
0,1181,3365,10,chopi1
0,1183,3365,11,gentilh1
0,1184,3365,12,forgebe1
0,1186,3365,13,mozart1
1,1187,3365,14,drlaene
0,963,3334,1,cropy
0,964,3334,2,chesnai1
0,965,3334,3,bgstsul1
0,967,3334,4,tespsps1
0,967,3334,5,troncha1
0,971,3334,6,pommier1
0,972,3334,7,fonderi1
0,973,3334,8,macheva1
0,974,3334,9,chevahs
0,976,3334,10,chopi1
0,978,3334,11,gentilh1
0,979,3334,12,forgebe1
0,980,3334,13,mozart1
1,981,3334,14,drlaene
0,675,3332,1,drlaene
0,675,3332,2,mozart2
0,677,3332,3,forgebe2
0,678,3332,4,gentilh2
0,680,3332,5,chopi2
0,682,3332,6,chevahs2
0,683,3332,7,macheva2
0,684,3332,8,fonderi2
0,685,3332,9,pommier2
0,690,3332,10,troncha2
0,690,3332,11,tespsps2
0,691,3332,12,bgstsul2
0,692,3332,13,chesnai2
1,693,3332,14,cropy
0,735,3432,1,drlaene
0,735,3432,2,mozart2
0,737,3432,3,forgebe2
0,738,3432,4,gentilh2
0,740,3432,5,chopi2
0,742,3432,6,chevahs2
0,743,3432,7,macheva2
0,744,3432,8,fonderi2
0,745,3432,9,pommier2
0,750,3432,10,troncha2
0,750,3432,11,tespsps2
0,751,3432,12,bgstsul2
0,752,3432,13,chesnai2
1,753,3432,14,cropy
0,825,2082,1,drlaene
0,825,2082,2,mozart2
0,827,2082,3,forgebe2
0,828,2082,4,gentilh2
0,830,2082,5,chopi2
0,832,2082,6,chevahs2
0,833,2082,7,macheva2
0,834,2082,8,fonderi2
0,835,2082,9,pommier2
0,840,2082,10,troncha2
0,840,2082,11,tespsps2
0,841,2082,12,bgstsul2
0,842,2082,13,chesnai2
1,843,2082,14,cropy
0,1055,3622,1,drlaene
0,1055,3622,2,mozart2
0,1057,3622,3,forgebe2
0,1058,3622,4,gentilh2
0,1060,3622,5,chopi2
0,1062,3622,6,chevahs2
0,1063,3622,7,macheva2
0,1064,3622,8,fonderi2
0,1065,3622,9,pommier2
0,1070,3622,10,troncha2
0,1070,3622,11,tespsps2
0,1071,3622,12,bgstsul2
0,1072,3622,13,chesnai2
1,1073,3622,14,cropy
0,1143,3680,1,cropy
0,1144,3680,2,chesnai1
0,1145,3680,3,bgstsul1
0,1147,3680,4,tespsps1
0,1147,3680,5,troncha1
0,1151,3680,6,pommier1
0,1152,3680,7,fonderi1
0,1153,3680,8,macheva1
0,1154,3680,9,chevahs
0,1156,3680,10,chopi1
0,1158,3680,11,gentilh1
0,1159,3680,12,forgebe1
0,1160,3680,13,mozart1
1,1161,3680,14,drlaene
0,903,199,1,cropy
0,904,199,2,chesnai1
0,905,199,3,bgstsul1
0,907,199,4,tespsps1
0,907,199,5,troncha1
0,911,199,6,pommier1
0,912,199,7,fonderi1
0,913,199,8,macheva1
0,914,199,9,chevahs
0,916,199,10,chopi1
0,918,199,11,gentilh1
0,919,199,12,forgebe1
0,920,199,13,mozart1
1,921,199,14,drlaene
0,726,3066,1,drlaene
0,727,3066,2,mozart2
0,728,3066,3,forgebe2
0,730,3066,4,gentilh2
0,732,3066,5,chopi2
0,733,3066,6,chevahs2
0,734,3066,7,macheva2
0,735,3066,8,fonderi2
0,736,3066,9,pommier2
0,740,3066,10,troncha2
