arret_id,trajet_id,heure_depart,stop_sequence,terminus
airlande,64,969,1,0
buhoti1,64,972,2,0
belvusj1,64,972,3,0
pacoua1,64,973,4,0
reuzera1,64,975,5,0
maffeys1,64,977,6,0
gaitedo1,64,978,7,0
pigblan1,64,982,8,0
frevi3,64,985,9,1
airlande,3387,1096,1,0
buhoti1,3387,1099,2,0
belvusj1,3387,1099,3,0
pacoua1,3387,1100,4,0
reuzera1,3387,1102,5,0
maffeys1,3387,1104,6,0
gaitedo1,3387,1105,7,0
pigblan1,3387,1109,8,0
frevi3,3387,1112,9,1
frevi3,4980,425,1,0
pigblan2,4980,428,2,0
gaitedo2,4980,432,3,0
maffeys2,4980,433,4,0
reuzera2,4980,435,5,0
pacoua2,4980,436,6,0
belvusj2,4980,438,7,0
buhoti2,4980,438,8,0
airlande,4980,441,9,1
frevi3,6808,1083,1,0
airlande,6808,1095,2,1
airlande,4695,1029,1,0
buhoti1,4695,1032,2,0
belvusj1,4695,1032,3,0
pacoua1,4695,1033,4,0
reuzera1,4695,1035,5,0
maffeys1,4695,1037,6,0
gaitedo1,4695,1038,7,0
pigblan1,4695,1042,8,0
frevi3,4695,1045,9,1
airlande,6991,472,1,0
frevi3,6991,484,2,1
airlande,4234,442,1,0
frevi3,4234,454,2,1
frevi3,4244,1046,1,0
airlande,4244,1058,2,1
frevi3,4276,510,1,0
pigblan2,4276,513,2,0
gaitedo2,4276,517,3,0
maffeys2,4276,518,4,0
reuzera2,4276,520,5,0
pacoua2,4276,521,6,0
belvusj2,4276,523,7,0
buhoti2,4276,523,8,0
airlande,4276,526,9,1
airlande,1390,994,1,0
buhoti1,1390,997,2,0
belvusj1,1390,997,3,0
pacoua1,1390,998,4,0
reuzera1,1390,1000,5,0
maffeys1,1390,1002,6,0
gaitedo1,1390,1003,7,0
pigblan1,1390,1007,8,0
frevi3,1390,1010,9,1
airlande,2363,1066,1,0
buhoti1,2363,1069,2,0
belvusj1,2363,1069,3,0
pacoua1,2363,1070,4,0
reuzera1,2363,1072,5,0
maffeys1,2363,1074,6,0
gaitedo1,2363,1075,7,0
pigblan1,2363,1079,8,0
frevi3,2363,1082,9,1
frevi3,700,455,1,0
pigblan2,700,458,2,0
gaitedo2,700,462,3,0
maffeys2,700,463,4,0
reuzera2,700,465,5,0
pacoua2,700,466,6,0
belvusj2,700,468,7,0
buhoti2,700,468,8,0
airlande,700,471,9,1
airlande,2649,502,1,0
frevi3,2649,514,2,1
frevi3,5202,485,1,0
pigblan2,5202,488,2,0
gaitedo2,5202,492,3,0
maffeys2,5202,493,4,0
reuzera2,5202,495,5,0
pacoua2,5202,496,6,0
belvusj2,5202,498,7,0
buhoti2,5202,498,8,0
airlande,5202,501,9,1
frevi3,5018,1011,1,0
airlande,5018,1023,2,1
