arret_id,trajet_id,heure_depart,stop_sequence,terminus
3605b,7,460,1,0
2263b,7,460,2,0
631b,7,461,3,0
4034b,7,461,4,0
1304b,7,463,5,0
2074b,7,463,6,0
5091b,7,464,7,0
941b,7,465,8,0
651b,7,465,9,0
403b,7,466,10,0
2048b,7,467,11,0
592b,7,467,12,0
2046b,7,468,13,0
2599b,7,469,14,0
5799b,7,469,15,0
2997b,7,471,16,0
68b,7,471,17,0
1073b,7,472,18,0
3625b,7,473,19,0
987b,7,473,20,0
1465b,7,474,21,0
737b,7,475,22,0
1011b,7,475,23,0
1103b,7,476,24,0
2376b,7,477,25,0
3466b,7,478,26,0
5206b,7,478,27,0
5208b,7,479,28,0
1549b,7,482,29,0
1623b,7,482,30,0
2515b,7,483,31,0
820b,7,483,32,0
671b,7,484,33,0
7550b,7,485,34,0
3271b,7,485,35,0
874b,7,486,36,0
1505b,7,486,37,0
1344b,7,487,38,0
1743b,7,488,39,0
1830b,7,488,40,0
1825b,7,489,41,0
1742b,7,489,42,0
2233b,7,490,43,0
904b,7,492,44,0
4880b,7,493,45,0
34b,7,494,46,0
4680b,7,496,47,1
3605b,1060,1145,1,0
2263b,1060,1145,2,0
631b,1060,1146,3,0
4034b,1060,1146,4,0
1304b,1060,1148,5,0
2074b,1060,1149,6,0
5091b,1060,1150,7,0
941b,1060,1151,8,0
651b,1060,1152,9,0
403b,1060,1153,10,0
2048b,1060,1155,11,0
592b,1060,1156,12,0
2046b,1060,1157,13,0
2599b,1060,1158,14,0
5799b,1060,1160,15,0
2997b,1060,1163,16,0
68b,1060,1164,17,0
1073b,1060,1165,18,0
3625b,1060,1166,19,0
987b,1060,1166,20,0
1465b,1060,1167,21,0
737b,1060,1168,22,0
1011b,1060,1169,23,0
1103b,1060,1170,24,0
2376b,1060,1171,25,0
3466b,1060,1172,26,0
5206b,1060,1172,27,0
5208b,1060,1173,28,0
1549b,1060,1176,29,0
1623b,1060,1176,30,0
2515b,1060,1177,31,0
820b,1060,1177,32,0
671b,1060,1179,33,0
7550b,1060,1179,34,0
3271b,1060,1180,35,0
874b,1060,1181,36,0
1505b,1060,1181,37,0
1344b,1060,1181,38,0
1743b,1060,1183,39,0
1830b,1060,1183,40,0
1825b,1060,1184,41,0
1742b,1060,1184,42,0
2233b,1060,1185,43,0
904b,1060,1187,44,0
4880b,1060,1188,45,0
34b,1060,1189,46,0
4680b,1060,1192,47,1
3605b,12429,1060,1,0
2263b,12429,1060,2,0
631b,12429,1061,3,0
4034b,12429,1061,4,0
1304b,12429,1063,5,0
2074b,12429,1063,6,0
5091b,12429,1064,7,0
941b,12429,1065,8,0
651b,12429,1065,9,0
403b,12429,1066,10,0
2048b,12429,1067,11,0
592b,12429,1067,12,0
