arret_id,trajet_id,heure_depart,stop_sequence,terminus
898b,31560,1230,45,0
1325b,31560,1232,46,0
1654b,31560,1232,47,0
342b,31560,1233,48,0
875b,31560,1234,49,0
870b,31560,1234,50,0
913b,31560,1235,51,0
912b,31560,1235,52,0
1215b,31560,1238,53,0
2545b,31560,1238,54,0
2981b,31560,1239,55,0
2933b,31560,1240,56,0
202b,31560,1241,57,0
2936b,31560,1242,58,0
210b,31560,1243,59,0
2937b,31560,1243,60,0
658b,31560,1244,61,0
2939b,31560,1245,62,0
41b,31560,1245,63,0
416b,31560,1246,64,0
1066b,31560,1247,65,0
1026b,31560,1247,66,0
2704b,31560,1249,67,0
10b,31560,1250,68,0
848b,31560,1251,69,0
3297b,31560,1252,70,0
2943b,31560,1252,71,0
2600b,31560,1252,72,0
807b,31560,1253,73,0
2576b,31560,1254,74,0
1046b,31560,1254,75,0
1559b,31560,1255,76,0
206b,31560,1256,77,0
2946b,31560,1257,78,0
2947b,31560,1258,79,1
3341b,7718,520,1,0
5599b,7718,520,2,0
5651b,7718,520,3,0
4790b,7718,521,4,0
1338b,7718,522,5,0
2726b,7718,522,6,0
2727b,7718,523,7,0
266b,7718,524,8,0
2494b,7718,525,9,0
2728b,7718,526,10,0
2712b,7718,528,11,0
2713b,7718,528,12,0
5735b,7718,529,13,0
2715b,7718,530,14,0
771b,7718,531,15,0
3352b,7718,532,16,0
1647b,7718,532,17,0
692b,7718,533,18,0
2716b,7718,534,19,0
2717b,7718,535,20,0
2718b,7718,535,21,0
862b,7718,537,22,0
2349b,7718,538,23,0
1288b,7718,540,24,0
456b,7718,541,25,0
185b,7718,541,26,0
412b,7718,542,27,0
2403b,7718,543,28,0
2404b,7718,544,29,0
3501b,7718,545,30,0
3549b,7718,546,31,0
1606b,7718,547,32,0
3547b,7718,549,33,0
3858b,7718,550,34,0
3216b,7718,552,35,0
17b,7718,555,36,0
335b,7718,558,37,0
1657b,7718,558,38,0
921b,7718,560,39,0
1650b,7718,560,40,0
1115b,7718,562,41,0
1228b,7718,562,42,0
3869b,7718,564,43,0
382b,7718,565,44,0
898b,7718,566,45,0
1325b,7718,568,46,0
1654b,7718,568,47,0
342b,7718,569,48,0
875b,7718,569,49,0
870b,7718,570,50,0
913b,7718,570,51,0
912b,7718,571,52,0
1215b,7718,573,53,0
2545b,7718,573,54,0
2981b,7718,574,55,0
2933b,7718,576,56,0
202b,7718,577,57,0
2936b,7718,578,58,0
210b,7718,579,59,0
2937b,7718,579,60,0
658b,7718,579,61,0
2939b,7718,580,62,0
41b,7718,580,63,0
416b,7718,581,64,0
1066b,7718,582,65,0
1026b,7718,582,66,0
2704b,7718,584,67,0
10b,7718,585,68,0
848b,7718,586,69,0
3297b,7718,587,70,0
2943b,7718,587,71,0
2600b,7718,587,72,0
807b,7718,588,73,0
2576b,7718,589,74,0
1046b,7718,589,75,0
1559b,7718,590,76,0
206b,7718,591,77,0
2946b,7718,592,78,0
2947b,7718,593,79,1
2986b,7796,479,1,0
235b,7796,479,2,0
2935b,7796,480,3,0
1737b,7796,481,4,0
2934b,7796,481,5,0
1919b,7796,481,6,0
348b,7796,482,7,0
1565b,7796,483,8,0
2546b,7796,484,9,0
126b,7796,486,10,0
157b,7796,486,11,0
598b,7796,487,12,0
561b,7796,487,13,0
214b,7796,488,14,0
284b,7796,489,15,0
686b,7796,490,16,0
673b,7796,490,17,0
691b,7796,491,18,0
