calendrier_id,date,ajout
114,20170912,0
114,20171101,0
114,20171225,0
114,20180101,0
114,20180402,0
114,20180501,0
114,20180508,0
114,20180521,0
156,20170923,0
156,20171111,0
199,20171224,0
199,20171231,0
199,20171225,1
199,20180101,1
199,20180402,1
199,20180508,1
199,20180521,1
85,20180510,0
182,20171105,0
182,20171112,0
182,20171119,0
182,20171126,0
182,20171203,0
182,20171210,0
182,20171217,0
182,20171101,1
188,20171112,0
188,20171119,0
188,20171126,0
188,20171203,0
188,20171210,0
188,20171217,0
188,20171224,0
188,20180107,0
188,20180114,0
188,20180121,0
188,20180128,0
188,20180204,0
188,20180211,0
188,20180218,0
188,20180225,0
188,20180304,0
188,20180311,0
188,20180318,0
188,20180325,0
188,20180401,0
188,20180408,0
188,20180415,0
188,20180422,0
188,20180429,0
188,20180506,0
188,20171111,1
188,20180510,1
132,20171023,0
132,20171024,0
132,20171025,0
132,20171030,0
132,20171031,0
132,20171101,0
132,20171225,0
132,20171226,0
132,20171227,0
132,20180101,0
132,20180102,0
132,20180103,0
132,20180212,0
132,20180213,0
132,20180214,0
132,20180219,0
132,20180220,0
132,20180221,0
132,20180402,0
132,20180409,0
132,20180410,0
132,20180411,0
132,20180416,0
132,20180417,0
132,20180418,0
132,20180501,0
132,20180508,0
132,20180521,0
183,20171026,0
222,20171026,0
183,20171027,0
222,20171027,0
183,20171102,0
222,20171102,0
183,20171103,0
222,20171103,0
183,20171228,0
222,20171228,0
183,20171229,0
222,20171229,0
183,20180104,0
222,20180104,0
183,20180105,0
222,20180105,0
183,20180215,0
222,20180215,0
183,20180216,0
222,20180216,0
183,20180222,0
222,20180222,0
183,20180223,0
222,20180223,0
183,20180412,0
222,20180412,0
183,20180413,0
222,20180413,0
183,20180419,0
222,20180419,0
183,20180420,0
222,20180420,0
183,20180510,0
222,20180510,0
200,20171111,0
180,20171224,0
180,20171231,0
180,20171225,1
180,20180101,1
180,20180402,1
180,20180508,1
180,20180521,1
92,20171101,0
92,20171106,0
92,20171107,0
92,20171108,0
92,20171113,0
92,20171114,0
92,20171115,0
92,20171120,0
92,20171121,0
92,20171122,0
92,20171127,0
92,20171128,0
92,20171129,0
92,20171204,0
92,20171205,0
92,20171206,0
92,20171211,0
92,20171212,0
92,20171213,0
92,20171218,0
92,20171219,0
92,20171220,0
92,20171225,0
92,20180101,0
92,20180108,0
92,20180109,0
92,20180110,0
92,20180115,0
92,20180116,0
92,20180117,0
92,20180122,0
92,20180123,0
92,20180124,0
92,20180129,0
92,20180130,0
92,20180131,0
92,20180205,0
92,20180206,0
92,20180207,0
92,20180226,0
92,20180227,0
92,20180228,0
92,20180305,0
92,20180306,0
92,20180307,0
92,20180312,0
92,20180313,0
92,20180314,0
92,20180319,0
92,20180320,0
92,20180321,0
92,20180326,0
92,20180327,0
92,20180328,0
92,20180402,0
92,20180403,0
92,20180404,0
136,20171109,0
169,20171109,0
136,20171110,0
169,20171110,0
136,20171116,0
169,20171116,0
136,20171117,0
169,20171117,0
136,20171123,0
169,20171123,0
136,20171124,0
169,20171124,0
136,20171130,0
169,20171130,0
136,20171201,0
169,20171201,0
136,20171207,0
169,20171207,0
136,20171208,0
169,20171208,0
136,20171214,0
169,20171214,0
136,20171215,0
169,20171215,0
136,20171221,0
169,20171221,0
136,20171222,0
169,20171222,0
136,20180111,0
169,20180111,0
136,20180112,0
169,20180112,0
136,20180118,0
169,20180118,0
136,20180119,0
169,20180119,0
136,20180125,0
169,20180125,0
136,20180126,0
169,20180126,0
136,20180201,0
169,20180201,0
136,20180202,0
169,20180202,0
136,20180208,0
169,20180208,0
136,20180209,0
169,20180209,0
136,20180301,0
169,20180301,0
136,20180302,0
169,20180302,0
136,20180308,0
169,20180308,0
136,20180309,0
169,20180309,0
136,20180315,0
169,20180315,0
136,20180316,0
169,20180316,0
136,20180322,0
169,20180322,0
136,20180323,0
169,20180323,0
136,20180329,0
169,20180329,0
136,20180330,0
169,20180330,0
136,20180405,0
169,20180405,0
136,20180406,0
169,20180406,0
179,20171105,0
179,20171112,0
179,20171119,0
179,20171126,0
179,20171203,0
179,20171210,0
179,20171217,0
179,20171101,1
174,20171112,0
174,20171119,0
174,20171126,0
174,20171203,0
174,20171210,0
174,20171217,0
174,20171224,0
174,20180107,0
174,20180114,0
174,20180121,0
174,20180128,0
174,20180204,0
174,20180211,0
174,20180218,0
174,20180225,0
174,20180304,0
174,20180311,0
174,20180318,0
174,20180325,0
174,20180401,0
174,20180408,0
174,20180415,0
174,20180422,0
174,20180429,0
174,20180506,0
174,20171111,1
174,20180510,1
187,20171023,0
187,20171024,0
187,20171025,0
187,20171030,0
187,20171031,0
187,20171101,0
187,20171225,0
187,20171226,0
187,20171227,0
187,20180101,0
187,20180102,0
187,20180103,0
187,20180212,0
187,20180213,0
187,20180214,0
187,20180219,0
187,20180220,0
187,20180221,0
187,20180402,0
187,20180409,0
187,20180410,0
187,20180411,0
187,20180416,0
187,20180417,0
187,20180418,0
187,20180501,0
187,20180508,0
187,20180521,0
138,20171026,0
254,20171026,0
138,20171027,0
254,20171027,0
138,20171102,0
254,20171102,0
138,20171103,0
254,20171103,0
138,20171228,0
254,20171228,0
138,20171229,0
254,20171229,0
138,20180104,0
254,20180104,0
138,20180105,0
254,20180105,0
138,20180215,0
254,20180215,0
138,20180216,0
254,20180216,0
138,20180222,0
254,20180222,0
138,20180223,0
254,20180223,0
138,20180412,0
254,20180412,0
138,20180413,0
254,20180413,0
138,20180419,0
254,20180419,0
138,20180420,0
254,20180420,0
138,20180510,0
254,20180510,0
203,20171111,0
66,20171231,0
66,20171101,1
66,20171225,1
66,20180101,1
66,20180402,1
66,20180508,1
66,20180521,1
100,20171101,0
100,20171106,0
100,20171107,0
100,20171108,0
100,20171113,0
100,20171114,0
100,20171115,0
100,20171120,0
100,20171121,0
100,20171122,0
100,20171127,0
100,20171128,0
100,20171129,0
100,20171204,0
100,20171205,0
100,20171206,0
100,20171211,0
100,20171212,0
100,20171213,0
100,20171218,0
100,20171219,0
100,20171220,0
100,20171225,0
100,20180101,0
100,20180108,0
100,20180109,0
100,20180110,0
100,20180115,0
100,20180116,0
100,20180117,0
100,20180122,0
100,20180123,0
100,20180124,0
100,20180129,0
100,20180130,0
100,20180131,0
100,20180205,0
100,20180206,0
100,20180207,0
100,20180226,0
100,20180227,0
100,20180228,0
100,20180305,0
100,20180306,0
100,20180307,0
100,20180312,0
100,20180313,0
100,20180314,0
100,20180319,0
100,20180320,0
100,20180321,0
100,20180326,0
100,20180327,0
100,20180328,0
100,20180402,0
100,20180403,0
100,20180404,0
189,20171109,0
28,20171109,0
189,20171110,0
28,20171110,0
189,20171116,0
28,20171116,0
189,20171117,0
28,20171117,0
189,20171123,0
28,20171123,0
189,20171124,0
28,20171124,0
189,20171130,0
28,20171130,0
189,20171201,0
28,20171201,0
189,20171207,0
28,20171207,0
189,20171208,0
28,20171208,0
189,20171214,0
28,20171214,0
189,20171215,0
28,20171215,0
189,20171221,0
28,20171221,0
189,20171222,0
28,20171222,0
189,20180111,0
28,20180111,0
189,20180112,0
28,20180112,0
189,20180118,0
28,20180118,0
189,20180119,0
28,20180119,0
189,20180125,0
28,20180125,0
189,20180126,0
28,20180126,0
189,20180201,0
28,20180201,0
189,20180202,0
28,20180202,0
189,20180208,0
28,20180208,0
189,20180209,0
28,20180209,0
189,20180301,0
28,20180301,0
189,20180302,0
28,20180302,0
189,20180308,0
28,20180308,0
189,20180309,0
28,20180309,0
189,20180315,0
28,20180315,0
189,20180316,0
28,20180316,0
189,20180322,0
28,20180322,0
189,20180323,0
28,20180323,0
189,20180329,0
28,20180329,0
189,20180330,0
28,20180330,0
189,20180405,0
28,20180405,0
189,20180406,0
28,20180406,0
67,20171112,0
67,20171119,0
67,20171126,0
67,20171203,0
67,20171210,0
67,20171217,0
67,20171224,0
67,20180107,0
67,20180114,0
67,20180121,0
67,20180128,0
67,20180204,0
67,20180211,0
67,20180218,0
67,20180225,0
67,20180304,0
67,20180311,0
67,20180318,0
67,20180325,0
67,20180401,0
67,20180408,0
67,20180415,0
67,20180422,0
67,20180429,0
67,20180506,0
67,20171111,1
67,20180510,1
45,20171023,0
45,20171024,0
45,20171025,0
45,20171030,0
45,20171031,0
45,20171101,0
45,20171225,0
45,20171226,0
45,20171227,0
45,20180101,0
45,20180102,0
45,20180103,0
45,20180212,0
45,20180213,0
45,20180214,0
45,20180219,0
45,20180220,0
45,20180221,0
45,20180402,0
45,20180409,0
45,20180410,0
45,20180411,0
45,20180416,0
45,20180417,0
45,20180418,0
45,20180501,0
45,20180508,0
45,20180521,0
224,20171026,0
115,20171026,0
224,20171027,0
115,20171027,0
224,20171102,0
115,20171102,0
224,20171103,0
115,20171103,0
224,20171228,0
115,20171228,0
224,20171229,0
115,20171229,0
224,20180104,0
115,20180104,0
224,20180105,0
115,20180105,0
224,20180215,0
115,20180215,0
224,20180216,0
115,20180216,0
224,20180222,0
115,20180222,0
224,20180223,0
115,20180223,0
224,20180412,0
115,20180412,0
224,20180413,0
115,20180413,0
224,20180419,0
115,20180419,0
224,20180420,0
115,20180420,0
224,20180510,0
115,20180510,0
211,20171111,0
228,20171231,0
228,20171101,1
228,20171225,1
228,20180101,1
228,20180402,1
228,20180508,1
228,20180521,1
32,20171101,0
32,20171106,0
32,20171107,0
32,20171108,0
32,20171113,0
32,20171114,0
32,20171115,0
32,20171120,0
32,20171121,0
32,20171122,0
32,20171127,0
32,20171128,0
32,20171129,0
32,20171204,0
32,20171205,0
32,20171206,0
32,20171211,0
32,20171212,0
32,20171213,0
32,20171218,0
32,20171219,0
32,20171220,0
32,20171225,0
32,20180101,0
32,20180108,0
32,20180109,0
32,20180110,0
32,20180115,0
32,20180116,0
32,20180117,0
32,20180122,0
32,20180123,0
32,20180124,0
32,20180129,0
32,20180130,0
32,20180131,0
32,20180205,0
32,20180206,0
32,20180207,0
32,20180226,0
32,20180227,0
32,20180228,0
32,20180305,0
32,20180306,0
32,20180307,0
32,20180312,0
32,20180313,0
32,20180314,0
32,20180319,0
32,20180320,0
32,20180321,0
32,20180326,0
32,20180327,0
32,20180328,0
32,20180402,0
32,20180403,0
32,20180404,0
52,20171109,0
122,20171109,0
52,20171110,0
122,20171110,0
52,20171116,0
122,20171116,0
52,20171117,0
122,20171117,0
52,20171123,0
122,20171123,0
52,20171124,0
122,20171124,0
52,20171130,0
122,20171130,0
52,20171201,0
122,20171201,0
52,20171207,0
122,20171207,0
52,20171208,0
122,20171208,0
52,20171214,0
122,20171214,0
52,20171215,0
122,20171215,0
52,20171221,0
122,20171221,0
52,20171222,0
122,20171222,0
52,20180111,0
122,20180111,0
52,20180112,0
122,20180112,0
52,20180118,0
122,20180118,0
52,20180119,0
122,20180119,0
52,20180125,0
122,20180125,0
52,20180126,0
122,20180126,0
52,20180201,0
122,20180201,0
52,20180202,0
122,20180202,0
52,20180208,0
122,20180208,0
52,20180209,0
122,20180209,0
52,20180301,0
122,20180301,0
52,20180302,0
122,20180302,0
52,20180308,0
122,20180308,0
52,20180309,0
122,20180309,0
52,20180315,0
122,20180315,0
52,20180316,0
122,20180316,0
52,20180322,0
122,20180322,0
52,20180323,0
122,20180323,0
52,20180329,0
122,20180329,0
52,20180330,0
122,20180330,0
52,20180405,0
122,20180405,0
52,20180406,0
122,20180406,0
229,20171112,0
229,20171119,0
229,20171126,0
229,20171203,0
229,20171210,0
229,20171217,0
229,20171224,0
229,20180107,0
229,20180114,0
229,20180121,0
229,20180128,0
229,20180204,0
229,20180211,0
229,20180218,0
229,20180225,0
229,20180304,0
229,20180311,0
229,20180318,0
229,20180325,0
229,20180401,0
229,20180408,0
229,20180415,0
229,20180422,0
229,20180429,0
229,20180506,0
229,20171111,1
229,20180510,1
6,20171023,0
6,20171024,0
6,20171025,0
6,20171030,0
6,20171031,0
6,20171101,0
6,20171225,0
6,20171226,0
6,20171227,0
6,20180101,0
6,20180102,0
6,20180103,0
6,20180212,0
6,20180213,0
6,20180214,0
6,20180219,0
6,20180220,0
6,20180221,0
6,20180402,0
6,20180409,0
6,20180410,0
6,20180411,0
6,20180416,0
6,20180417,0
6,20180418,0
6,20180501,0
6,20180508,0
6,20180521,0
63,20171026,0
11,20171026,0
63,20171027,0
11,20171027,0
63,20171102,0
11,20171102,0
63,20171103,0
11,20171103,0
63,20171228,0
11,20171228,0
63,20171229,0
11,20171229,0
63,20180104,0
11,20180104,0
63,20180105,0
11,20180105,0
63,20180215,0
11,20180215,0
63,20180216,0
11,20180216,0
63,20180222,0
11,20180222,0
63,20180223,0
11,20180223,0
63,20180412,0
11,20180412,0
63,20180413,0
11,20180413,0
63,20180419,0
11,20180419,0
63,20180420,0
11,20180420,0
63,20180510,0
11,20180510,0
214,20171111,0
166,20171231,0
166,20171101,1
166,20171225,1
166,20180101,1
166,20180402,1
166,20180508,1
166,20180521,1
97,20171101,0
97,20171106,0
97,20171107,0
97,20171108,0
97,20171113,0
97,20171114,0
97,20171115,0
97,20171120,0
97,20171121,0
97,20171122,0
97,20171127,0
97,20171128,0
97,20171129,0
97,20171204,0
97,20171205,0
97,20171206,0
97,20171211,0
97,20171212,0
97,20171213,0
97,20171218,0
97,20171219,0
97,20171220,0
97,20171225,0
97,20180101,0
