id,nom,latitude,longitude
2857,Kerguelen,48.151199,-1.697275
2209,Commeurec,48.095716,-1.694313
2859,Edonia,48.148057,-1.696994
2208,Commeurec,48.095802,-1.694528
2854,Grand Quartier,48.134628,-1.693705
2012,Muguet,48.11839,-1.608504
2207,Lilas,48.093763,-1.700339
2853,Grand Quartier,48.135809,-1.692886
2011,Maison d'Accueil,48.121108,-1.60998
2206,Gaité,48.087497,-1.706946
2856,Kerguelen,48.15137,-1.69711
2010,Mare Pavée,48.12279,-1.610938
2205,Roger Dodin,48.083243,-1.710049
2855,Kerfleury,48.138277,-1.671885
2204,Jean Marin,48.082557,-1.715255
2203,Médiathèque,48.07942,-1.71571
2202,Collège Jean Moulin,48.077395,-1.715725
2852,Edonia,48.147918,-1.696926
2201,Morinais,48.075489,-1.716264
2851,Edonia,48.148089,-1.696862
2017,Champs Péans,48.114121,-1.630367
2019,Champs Péans,48.114037,-1.628008
2220,Gautrais,48.061591,-1.72464
2221,Rossel,48.063117,-1.720383
1329,Lenoir,48.12158,-1.683279
2013,Vilaine,48.116419,-1.607397
1328,Lycée Mendès France,48.133338,-1.685372
2014,Sports et Nature,48.114721,-1.609708
2015,Hublais,48.114253,-1.616314
2016,Taillis,48.114224,-1.621951
1325,Landry,48.099472,-1.646682
1324,Domaine,48.09768,-1.642447
1327,Raison,48.101402,-1.65357
1326,Villebois-Mareuil,48.101207,-1.649587
1321,Sauvaie,48.093777,-1.633778
1320,CARSAT,48.094927,-1.637296
1323,CARSAT,48.095474,-1.638069
1322,Sauvaie,48.094297,-1.634589
1330,Auberge de Jeunesse,48.120357,-1.681603
2848,Forge,48.151909,-1.684413
2219,Pilate,48.09408,-1.690642
2847,Forge,48.151815,-1.684518
2846,Ricoquais,48.158993,-1.676337
2021,Hublais,48.114168,-1.613754
2216,Pressoirs,48.08731,-1.69473
2844,Champ Daguet,48.155286,-1.671435
2020,Taillis,48.114105,-1.621837
2215,Collège Jean Moulin,48.076909,-1.715921
2843,Nobel,48.15835,-1.67217
2023,Vilaine,48.115593,-1.606961
2218,Saint-Yves,48.092405,-1.69168
2842,Nobel,48.158103,-1.672049
2022,Sports et Nature,48.114642,-1.609545
2217,25 Fusillés,48.090645,-1.695013
2841,Jean-Paul II,48.16048,-1.676774
2212,Roger Dodin,48.084407,-1.709256
2840,MFR Rabinardières,48.176664,-1.690277
2211,Gaité,48.087261,-1.707384
2214,Médiathèque,48.079869,-1.715526
2213,Jean Marin,48.082491,-1.715453
2836,Uttenreuth,48.156979,-1.687239
2838,Alphasis,48.153909,-1.6969
2837,La Brosse,48.17698,-1.721962
2839,Alphasis,48.154392,-1.69664
2830,Grand Quartier,48.134376,-1.694471
2832,Holywell,48.154635,-1.678763
2831,Holywell,48.153536,-1.678717
2834,Jean-Paul II,48.159961,-1.677102
2833,Jean-Paul II,48.16014,-1.677217
1307,Villejean-Université,48.121755,-1.703954
1306,Bois Labbé,48.12525,-1.703189
1309,Berger,48.116745,-1.704803
1308,Université,48.118926,-1.704736
1301,Préfecture - ESC,48.128165,-1.69398
1300,Cucillé,48.128595,-1.698884
1303,Préfecture - ESC,48.128353,-1.694114
1302,Léonard,48.131493,-1.691785
1305,Olympe de Gouges,48.127565,-1.703293
1304,Cucillé,48.128501,-1.698712
2827,Maison Blanche,48.148996,-1.656601
2826,Grand Quartier,48.135601,-1.692926
2825,Camus,48.159086,-1.680796
2824,Vivier Louis,48.158874,-1.685178
2829,Maison Blanche,48.149378,-1.656411
2822,Discalceat,48.154762,-1.686676
2821,Paul-Emile Victor,48.153808,-1.691979
2820,Cité des Jardins,48.151475,-1.691318
3110,Carré Dumaine,48.145758,-1.770753
3111,Le Ponant,48.142756,-1.770101
3112,Opéra,48.141059,-1.767294
2254,Le Pâtis,48.085145,-1.727706
2253,Reuzerais,48.086647,-1.722185
2252,Maffeys,48.086561,-1.712426
2251,Maffeys,48.086662,-1.713071
2250,Reuzerais,48.086736,-1.721996
2248,Bellevue,48.079303,-1.732963
2249,Le Pâtis,48.085087,-1.727469
2244,Parc Expo,48.059907,-1.73445
2245,Haut Bois,48.077633,-1.712716
3107,Renan,48.151185,-1.77754
3109,Pacé Cimetière,48.148142,-1.769909
3108,Duchesse Anne,48.151022,-1.772024
3103,Docteur Léon,48.149232,-1.788989
3102,Pie Neuve,48.151381,-1.792259
3105,Pinault,48.14765,-1.780916
3104,Touche Milon,48.148463,-1.784791
2263,Jean Jaurès,48.082518,-1.712313
2262,Vallon,48.068729,-1.697896
2264,Jean Jaurès,48.082821,-1.713051
2260,Dominos,48.093433,-1.70457
2255,Bellevue,48.079221,-1.733373
2257,Pressoirs,48.087049,-1.694605
2258,Dominos,48.093537,-1.704339
5007,Charles de Gaulle,48.105473,-1.677107
5008,Gares,48.103779,-1.672252
5005,Sainte-Anne,48.114455,-1.680484
5006,République,48.109667,-1.679224
2231,Gaité,48.086974,-1.706633
2230,Rablais Allende,48.086456,-1.701833
5009,Jacques Cartier,48.097566,-1.675508
2224,Morinais,48.075073,-1.71604
5011,Henri Fréville,48.087577,-1.674859
2225,Gaité,48.086811,-1.70563
5010,Clemenceau,48.093565,-1.674477
2222,Pommerais,48.066422,-1.720279
2223,Abbé Grimault,48.067334,-1.716885
2228,Pigeon Blanc,48.089797,-1.693146
5015,La Poterie,48.08745,-1.644513
2229,Croix Verte,48.089432,-1.697947
5014,Le Blosne,48.087702,-1.654294
2226,Rablais Allende,48.086645,-1.701446
5013,Triangle,48.086405,-1.660521
2227,Croix Verte,48.089415,-1.697855
5012,Italie,48.086524,-1.667646
2241,St-Jacques Mairie,48.08053,-1.71259
2240,St-Jacques Mairie,48.080594,-1.712287
2243,Aire Libre Aéroport,48.066958,-1.722384
2242,Centre Météo,48.065059,-1.724639
2233,Abbé Grimault,48.067424,-1.717305
2234,Pommerais,48.066447,-1.720123
2235,Rossel,48.062757,-1.720815
2236,Parc Expo,48.059996,-1.734101
2237,Aire Libre Aéroport,48.067372,-1.721674
5002,Villejean-Université,48.121197,-1.703882
2238,Centre Météo,48.065007,-1.724483
5001,J.F. Kennedy,48.121295,-1.710943
2239,Haut Bois,48.077838,-1.712445
5004,Anatole France,48.11805,-1.687529
5003,Pontchaillou,48.121535,-1.69335
2091,Lycée Sévigné,48.119072,-1.597622
2641,Champ Martin,48.059068,-1.613012
3146,Touche Champagne,48.18012,-1.801817
2640,Croix Malinge,48.038405,-1.60232
1523,Moulin de Joué,48.114277,-1.649131
1522,Piletière,48.113884,-1.642719
1524,Hôpital Régnier,48.114621,-1.651278
1521,Berry,48.118462,-1.713825
1520,Bourbonnais,48.120473,-1.709574
1527,Moulin de Joué,48.114569,-1.649959
1526,Hôpital Régnier,48.114801,-1.65322
1529,Villejean-Université,48.121156,-1.702973
1528,Piletière,48.113992,-1.64442
3139,Rive Ouest,48.140153,-1.763318
3135,Nominoë,48.141755,-1.771001
3136,Pont Amelin,48.15469,-1.784414
3137,Rive Ouest,48.140206,-1.763554
1514,Moulin de Joué,48.113326,-1.647648
1513,Bois Perrin,48.115378,-1.648495
1511,La Poterie,48.087572,-1.643466
1510,Henri Fréville,48.087784,-1.674415
3143,Haute Rabine,48.169948,-1.787892
3142,Haute Rabine,48.167342,-1.787109
3145,Touche Champagne,48.179959,-1.801675
1519,Villejean-Université,48.121064,-1.702976
3144,Opéra,48.141054,-1.766273
1518,Bourbonnais,48.120593,-1.710572
1517,Berry,48.118565,-1.713574
1516,Bois Perrin,48.115973,-1.648367
3141,Pont Amelin,48.154821,-1.784386
1515,Moulin de Joué,48.113631,-1.647569
2621,Vern La Touche,48.040905,-1.602366
3126,Ouessant,48.15725,-1.765795
2620,Bel Air,48.043558,-1.601784
3127,Champalaune,48.155532,-1.764696
3124,Chapitre,48.175366,-1.789981
3319,Pâtis du Moulinet,48.141665,-1.577357
3125,Pâtis Roussel,48.16049,-1.768011
2070,Victoire,48.145148,-1.608661
3128,Pacé Collèges,48.154019,-1.771157
2622,Champ Martin,48.059886,-1.613109
3129,Le Brix,48.150694,-1.770839
2267,Auriol,48.075278,-1.729484
2072,Calendrou,48.140592,-1.616329
2629,Vern Eglise,48.047187,-1.602518
3313,Bocage,48.159169,-1.579798
2071,Calendrou,48.140415,-1.616907
2628,Vaugon,48.031253,-1.599505
3314,Anne de Bretagne,48.156034,-1.580608
2074,Mare Pavée,48.123547,-1.611239
2627,Vaugon,48.031385,-1.599562
3311,Fouillard,48.160618,-1.585461
2268,Auriol,48.07518,-1.729388
2073,Victoire,48.145118,-1.608407
3312,Juteauderies,48.162934,-1.579182
2076,Lande Bouhard,48.134039,-1.629208
3317,Pâtis du Moulinet,48.141094,-1.573652
2075,Mare Pavée,48.123363,-1.611301
3318,Pâtis du Moulinet,48.140911,-1.573502
3315,Thorigné Mairie,48.153606,-1.579768
2077,Lande Bouhard,48.134211,-1.628608
3316,Village Collectivités,48.13216,-1.596367
2068,Métairies Chalotais,48.123149,-1.60173
3512,Montgermont Mairie,48.155644,-1.716708
3511,Courtines,48.157373,-1.714588
2271,25 Fusillés,48.090501,-1.69494
3510,Belle Epine,48.155558,-1.710743
2272,Mivoie,48.069881,-1.703231
2273,Jean Pont,48.092241,-1.697691
1501,République,48.109403,-1.679768
3321,Fouillard,48.160454,-1.587059
3516,Décoparc,48.154387,-1.707216
4802,Sévignière,48.29968,-1.93946
2274,Jean Pont,48.092069,-1.698122
1500,Agrocampus,48.113203,-1.704506
3320,Pâtis du Moulinet,48.141857,-1.577397
3515,Silandière,48.162759,-1.730576
4803,Sévignière,48.2997,-1.939289
1503,Colin,48.116133,-1.715924
3514,Fougerolle,48.157221,-1.723306
4800,Bécherel Centre,48.296245,-1.945373
1502,Agrocampus,48.113945,-1.705436
3513,Pierre Texier,48.155723,-1.720748
4801,Bécherel Centre,48.296897,-1.943729
3130,Le Brix,48.151605,-1.770461
1504,Petit Champeaux,48.116353,-1.723158
1507,Lycée Zola,48.109406,-1.6751
1506,Berthault,48.106766,-1.730277
1509,Henri Fréville,48.087822,-1.674555
3134,Nominoë,48.141622,-1.770457
1508,Berthault,48.106693,-1.729127
3133,Ouessant,48.157383,-1.765666
3132,Champalaune,48.155458,-1.764526
3131,Pacé Collèges,48.154401,-1.770358
2630,Maillardière,48.045052,-1.598931
3113,Le Ponant,48.143401,-1.770386
3114,Carré Dumaine,48.146022,-1.770492
2632,Moulin,48.048065,-1.598577
3115,Pacé Cimetière,48.148099,-1.769731
2631,Moulin,48.047527,-1.598567
3116,Duchesse Anne,48.150865,-1.772035
2081,Bouriande,48.126799,-1.619769
2634,Vern Eglise,48.047102,-1.602707
3117,Renan,48.151275,-1.777656
2080,Gaudais,48.127399,-1.612799
2633,Maillardière,48.045114,-1.59861
3119,Pinault,48.147515,-1.781103
2635,Croix Malinge,48.038499,-1.602145
2085,Champelé,48.116152,-1.582472
3322,Curien,48.149328,-1.577527
2084,Verger,48.12903,-1.604741
2637,Solidor,48.049663,-1.61536
3323,Curien,48.149262,-1.577059
2083,Gaudais,48.12696,-1.614219
2082,Bouriande,48.126993,-1.619975
2089,Rigourdière,48.113572,-1.59052
2088,Stade Dézerseul,48.124609,-1.590688
2086,Bordage,48.114279,-1.600415
2079,Verger,48.12886,-1.605971
3121,Docteur Léon,48.149381,-1.789012
3120,Touche Milon,48.1486,-1.785006
3123,Chapitre,48.174088,-1.789401
3122,Pie Neuve,48.151278,-1.792357
1570,Coeur de Courrouze,48.098203,-1.699023
2811,Cité des Jardins,48.151378,-1.691295
2054,Métairies Chalotais,48.123129,-1.601975
2812,Forge,48.150852,-1.685834
2055,Cesson Piscine,48.119961,-1.602179
1572,Vincennes,48.118015,-1.675219
2608,Bretonnière,48.05838,-1.616486
2056,Cesson Mairie,48.118557,-1.604529
1571,Coeur de Courrouze,48.09829,-1.699389
2609,Val d'Orson,48.064138,-1.623074
2810,Paul-Emile Victor,48.15366,-1.692124
2606,Solidor,48.050629,-1.614982
2050,Cesson Collège,48.120244,-1.599275
2607,Haute Abbaye,48.052615,-1.613836
2051,Chalotais,48.115847,-1.600734
2604,Croix Rouge,48.049558,-1.606153
2052,Lycée Ozanam,48.131149,-1.597037
2605,Fosse Gauchère,48.049414,-1.609809
2602,Bel Air,48.043401,-1.601647
2819,Forge,48.151493,-1.685839
2603,La Poste,48.044735,-1.603959
2817,CHP Saint-Grégoire,48.142967,-1.686622
2601,Croix Malinge,48.038508,-1.602504
2818,Haut Trait,48.146946,-1.686104
2815,La Plesse,48.13715,-1.686401
2816,La Plesse,48.138233,-1.686336
2813,Haut Trait,48.147437,-1.686162
2814,CHP Saint-Grégoire,48.143099,-1.686451
2405,Betton Mairie,48.181894,-1.641783
2404,Trégor,48.183007,-1.646075
2403,Brocéliande,48.180722,-1.651937
2402,Omblais,48.179301,-1.651047
2401,Champ Devant,48.177029,-1.651134
1566,Lycée Basch,48.125304,-1.692431
1567,Charles de Gaulle,48.106213,-1.677425
1568,Kennedy Guyenne,48.121028,-1.713571
2047,Belle Fontaine,48.127213,-1.623967
2409,Housset,48.172332,-1.637445
2046,Clos Courtel,48.127329,-1.62766
1563,République,48.109698,-1.67815
2408,Marronniers,48.176154,-1.637359
2049,Les Lacs,48.124436,-1.614097
1564,Henri Fréville,48.088114,-1.674405
2407,Haye Renaud Gare,48.18021,-1.634936
2048,Cormier,48.124466,-1.617618
2406,Betton Centre,48.181123,-1.637898
2066,Cesson Mairie,48.118312,-1.604191
1561,Langevin,48.095918,-1.658068
2619,La Poste,48.044566,-1.603907
3305,Bocage,48.158973,-1.579631
2067,Cesson Piscine,48.120381,-1.602371
1560,Bourgeois,48.097773,-1.656724
3304,Anne de Bretagne,48.155658,-1.580848
2064,Peupliers,48.112543,-1.607297
3307,Fouillard,48.160412,-1.586021
2065,Cesson Gare,48.113984,-1.603204
2801,Grand Quartier,48.135818,-1.693158
3306,Juteauderies,48.164176,-1.579265
2062,Rond Point de Bray,48.107771,-1.614065
2615,Bretonnière,48.058944,-1.616683
3301,Landelles,48.155188,-1.573107
2063,Monniais,48.108743,-1.60963
2616,Haute Abbaye,48.052587,-1.614072
2060,Rond Point de Bray,48.10784,-1.614683
2617,Fosse Gauchère,48.049484,-1.611106
2061,Charmilles,48.106515,-1.621243
2618,Croix Rouge,48.049113,-1.606026
3302,Thorigné Mairie,48.153039,-1.579445
2611,Hallerais,48.072416,-1.628709
2806,Vivier Louis,48.159027,-1.685578
2612,Hallerais,48.072287,-1.628754
2807,Pontay,48.159802,-1.692137
2613,Garenne,48.067551,-1.625667
2808,Uttenreuth,48.156845,-1.687389
2614,Val d'Orson,48.06396,-1.622917
2809,Discalceat,48.154339,-1.686723
3309,Portail,48.156271,-1.592376
2803,La Plesse,48.137419,-1.68861
3308,Placis Vert,48.174332,-1.602138
2804,Ricoquais,48.159112,-1.676618
2610,Garenne,48.067768,-1.625701
2805,Camus,48.159128,-1.681343
2414,Housset,48.172685,-1.637284
2413,Enseigne Abbaye,48.171155,-1.641673
2416,Haye Renaud Gare,48.180198,-1.634708
2415,Marronniers,48.176867,-1.637055
2410,Enseigne Abbaye,48.17135,-1.642053
2412,Betton Vallée,48.162059,-1.647356
2411,Betton Vallée,48.161724,-1.647868
1555,Fossés,48.113304,-1.675306
1556,République,48.1094,-1.677626
3310,Portail,48.156448,-1.591842
1553,Villejean-Université,48.121297,-1.702339
2418,Betton Mairie,48.181986,-1.641399
2059,Monniais,48.109302,-1.609073
1554,Binquenais Le Moine,48.090732,-1.66125
2417,Betton Centre,48.181747,-1.638457
2058,Peupliers,48.112638,-1.607261
1551,République,48.109936,-1.678228
2057,Cesson Gare,48.113861,-1.603295
1552,Place Pasteur,48.110624,-1.673506
2419,Trégor,48.183195,-1.646546
2030,Petits Champs,48.124795,-1.596767
2031,Grand Domaine,48.123895,-1.593417
2032,Charmilles,48.106229,-1.621342
2033,Bas Village,48.10133,-1.623467
1550,République,48.109699,-1.677942
2034,Forum,48.099569,-1.621217
3761,Tertre,48.118418,-1.741401
3760,Champ Noël,48.117765,-1.731221
1548,Etangs d'Apigné,48.092122,-1.737327
3753,Trois Marches,48.10575,-1.740014
3754,Haie de Terre,48.12091,-1.772466
3751,ZI Ouest,48.107431,-1.739281
3752,Trois Marches,48.104704,-1.739009
3757,Vezin Centre,48.11887,-1.756833
3758,Tertre,48.118334,-1.742441
3755,Vallée,48.120211,-1.765417
3756,Lion d'Or,48.119004,-1.760926
2025,Maison d'Accueil,48.121255,-1.609884
1540,Pont de Bretagne,48.109999,-1.685158
2024,Muguet,48.118449,-1.608322
2027,Fontenelle,48.123456,-1.608183
1542,Pont de Bretagne,48.10992,-1.68535
3759,Champ Noël,48.117611,-1.731377
2026,Mare Pavée,48.122782,-1.61077
1543,Léonard,48.131341,-1.691889
2029,Bourgchevreuil,48.123131,-1.600719
2028,La Coulée,48.123463,-1.604091
1545,Cleunay Stade,48.101549,-1.708422
1546,Cleunay Stade,48.101614,-1.708823
1547,Etangs d'Apigné,48.091983,-1.737811
2040,Chalotais,48.116167,-1.600377
2041,Cesson Collège,48.120514,-1.599543
2044,Belle Fontaine,48.127362,-1.62431
2045,Clos Courtel,48.127387,-1.628256
2042,Les Lacs,48.124644,-1.613102
2043,Cormier,48.124354,-1.618478
3159,Centre scolaire Pacé,48.152373,-1.771551
3770,Champs Bleus,48.119011,-1.749601
3772,ZI Ouest,48.107281,-1.738871
3771,Champs Bleus,48.11916,-1.749864
1539,Lemaistre,48.107253,-1.723135
3762,Vezin Centre,48.11923,-1.755499
3763,Lion d'Or,48.119239,-1.761273
1537,Léonard,48.131596,-1.69166
3162,Centre scolaire Pacé,48.152582,-1.771502
3764,Vallée,48.120402,-1.765585
3765,Haie de Terre,48.121023,-1.771757
3766,Trois Marches,48.104998,-1.740624
3165,Planche Fagline,48.14879,-1.759152
3166,Planche Fagline,48.148701,-1.759162
3768,Marais,48.104219,-1.735894
3769,Marais,48.104169,-1.736036
2038,Haut Grippé,48.114975,-1.590774
2037,Erbonière,48.106047,-1.62563
1532,Joliot-Curie,48.127001,-1.652714
2036,Bas Village,48.101206,-1.624003
2035,Forum,48.09967,-1.620857
1530,Pâtis Tatelin,48.128911,-1.642714
1536,Clos Courtel,48.12678,-1.630245
1533,La Poterie,48.087637,-1.643479
2039,Bordage,48.114462,-1.600472
1534,Henri Fréville,48.088549,-1.67439
1474,Durafour Strasbourg,48.113474,-1.656747
1477,Gares,48.103839,-1.67286
3869,Mordelles Pâtis,48.073924,-1.85372
1091,Place de Bretagne,48.109734,-1.68385
1090,République,48.109526,-1.677947
2334,Pasteur,48.023814,-1.736056
1093,Horizons,48.111757,-1.689653
3864,Mordelles Mairie,48.073558,-1.846884
4105,Chêne Hervé,47.982053,-1.588248
2335,Bobinais,48.02629,-1.734494
1092,Les Lices,48.111759,-1.686216
3863,Mordelles Lilas,48.075604,-1.842827
2332,Epalet,48.019493,-1.744988
1095,La Touche,48.116505,-1.690744
3862,Gretay,48.077836,-1.837377
4103,Place de Kildare,47.977794,-1.585033
1094,Brest Verdun,48.113208,-1.69329
3861,Croix Ignon,48.081392,-1.827027
4104,Corps-Nuds Mairie,47.979393,-1.587834
2338,Lavoisier,48.033269,-1.733105
1097,ESPE de Bretagne,48.121017,-1.686759
4109,Corps-Nuds Mairie,47.97901,-1.587893
2339,Champ Niguel,48.028337,-1.73564
1096,Anatole France,48.118193,-1.689248
2336,Champ Niguel,48.030226,-1.734384
1099,Saint-Martin,48.123587,-1.683606
2337,Lavoisier,48.032956,-1.733031
3865,Mordelles Eglise,48.071883,-1.85024
4108,Chêne Hervé,47.981897,-1.588461
2341,Pasteur,48.023636,-1.736267
4112,Corps-Nuds Gare,47.985302,-1.576027
2340,Bobinais,48.025982,-1.734563
4111,Huberdières,47.982567,-1.580278
4110,Place de Kildare,47.977719,-1.585507
4511,Prés Verts,48.223978,-1.793771
1480,ZA Saint-Sulpice,48.131978,-1.634928
4510,Prés Verts,48.223615,-1.79363
1481,Pâtis Tatelin,48.129789,-1.642252
1483,Pâtis Tatelin,48.12955,-1.64367
1484,ZA Saint-Sulpice,48.131875,-1.635896
2329,Croix Vaisserelle,48.008586,-1.773845
3859,Vivier des Bois,48.088106,-1.799966
1487,Patton Gast,48.131345,-1.662406
3858,Vivier des Bois,48.08823,-1.798671
1486,Hôtel de Région,48.134801,-1.659901
1485,Saint-Laurent,48.137957,-1.658769
1080,Calmette,48.095953,-1.651543
1489,Patton Gast,48.132299,-1.661521
2321,Gavrinis,48.0312,-1.759598
3851,Mordelles Pâtis,48.074582,-1.853723
2322,Vert Buisson,48.029465,-1.757995
2323,Rabine,48.025619,-1.760676
1082,Piré,48.099871,-1.657775
3853,Mordelles Mairie,48.073718,-1.846282
2324,Haut Launay,48.024584,-1.757229
1081,Bourgeois,48.09806,-1.655275
3852,Mordelles Eglise,48.071956,-1.849829
1088,Liberté TNB,48.107377,-1.674981
3855,Gretay,48.077668,-1.837422
2326,Doublé,48.034154,-1.723867
1087,Champs Libres,48.105276,-1.673939
3854,Mordelles Lilas,48.075808,-1.842153
2327,Pont-Réan,48.005026,-1.77502
3857,Grande Fontaine,48.083954,-1.813568
2328,Doublé,48.034888,-1.724811
1085,Laënnec,48.10471,-1.666557
3856,Croix Ignon,48.081318,-1.826616
4508,Coualeuc,48.224482,-1.800785
4507,Cheval Blanc,48.221783,-1.802327
1078,Lycée Descartes,48.089972,-1.64466
1079,Monsieur Vincent,48.092772,-1.647205
4509,Coualeuc,48.224645,-1.800449
2331,Noë,48.021416,-1.752313
2330,Rabine,48.024043,-1.761602
3860,Grande Fontaine,48.083671,-1.81582
1490,Hôtel de Région,48.136021,-1.659114
1491,Saint-Laurent,48.13892,-1.658273
4502,Gévezé Mairie,48.220986,-1.788723
1494,Villejean-Université,48.121217,-1.70297
4504,Flume,48.21819,-1.78315
1495,Préfecture - ESC,48.126607,-1.693012
4503,Flume,48.218704,-1.784055
1492,Grand Quartier,48.133784,-1.69386
1493,Préfecture - ESC,48.127175,-1.693387
4505,Gévezé Mairie,48.221027,-1.7882
1457,Norvège,48.086765,-1.683887
1456,Coubertin,48.086541,-1.687451
1459,Henri Fréville,48.08809,-1.674269
1453,Pigeon Blanc,48.089768,-1.692985
1452,Bréquigny Piscine,48.089851,-1.690987
1455,Lycée Bréquigny,48.086702,-1.691043
2319,Schuman,48.044534,-1.746319
1454,Bréquigny Piscine,48.089581,-1.691241
2316,Etangs,48.049376,-1.740727
1075,Bourgueil,48.089486,-1.635568
2317,Coeur de Campus,48.047427,-1.742103
1074,Gohier,48.091827,-1.636274
2314,Porte de Ker-Lann,48.054937,-1.739708
1077,La Poterie,48.087413,-1.643436
2315,Lande du Pont,48.052844,-1.73842
1076,Monnet,48.087986,-1.638421
2312,Etangs,48.049424,-1.740454
1071,Haut Sancé,48.096225,-1.636899
2313,Lande du Pont,48.052679,-1.73829
1070,CARSAT,48.094492,-1.637889
4373,Le Plessix,48.014673,-1.646005
1073,Ronceray,48.092528,-1.639658
2311,Coeur de Campus,48.047249,-1.741955
1072,CARSAT,48.094922,-1.638
2320,Croix Madame,48.040345,-1.755243
1067,Bourgueil,48.089455,-1.635281
1068,Gohier,48.092067,-1.636471
1069,Ronceray,48.092756,-1.63962
1460,Argonautes,48.091308,-1.674159
1461,Clemenceau,48.093659,-1.673762
1462,Combes,48.093478,-1.670045
1469,Le Dantec,48.099276,-1.652485
1468,La Poterie,48.087383,-1.645367
1467,Le Blosne,48.087513,-1.653273
4380,Collège Saint-Paul,48.017806,-1.662017
2307,Gavrinis,48.031275,-1.759442
1466,Hôpital Sud,48.085058,-1.65386
2308,Croix Madame,48.041413,-1.754424
1465,Triangle,48.086117,-1.661119
2309,Schuman,48.044622,-1.746502
1464,Binquenais,48.091295,-1.666295
1463,Binquenais Collège,48.091328,-1.663129
2303,Haut Launay,48.02471,-1.757238
1066,Monnet,48.087788,-1.638596
2304,Rabine,48.02575,-1.76091
1065,La Poterie,48.087621,-1.64393
2305,Vert Buisson,48.029342,-1.758019
1064,Lycée Descartes,48.090281,-1.645018
2306,Cicé Blossac,48.033686,-1.765896
1063,Monsieur Vincent,48.09273,-1.64749
1062,Calmette,48.09511,-1.650566
1061,Bourgeois,48.097255,-1.654254
1060,Piré,48.099452,-1.657522
4102,Huberdières,47.982393,-1.580817
4101,Corps-Nuds Gare,47.985025,-1.576372
4379,Collège Saint-Paul,48.017946,-1.660456
1056,Gares,48.103956,-1.673185
1057,Laënnec,48.104678,-1.667722
1472,Chardonnet,48.107199,-1.650946
1473,Pont de Strasbourg,48.110761,-1.655608
1470,Villebois-Mareuil,48.100631,-1.650392
1471,Cimetière de l'Est,48.103763,-1.649492
4351,Parc d'Activités,48.01727,-1.660332
2377,Corbières,48.03503,-1.757375
2376,Corbières,48.035213,-1.757358
4355,Champ Mulon,48.01883,-1.657816
4354,Paul Féval,48.017653,-1.654401
4353,Paul Féval,48.017654,-1.654585
4352,Champ Mulon,48.01881,-1.657566
4554,Lande du Jardin,48.014788,-1.598383
4555,Saint-Armel Gare,48.014056,-1.594394
4760,Gingouillère,47.980213,-1.730942
4152,Mainguère,48.108998,-1.47848
4153,Saules,48.107127,-1.479136
4151,Anjou,48.109864,-1.481103
4156,Pâtis,48.109445,-1.503174
4157,Pâtis,48.109265,-1.503198
4154,Provence,48.107516,-1.482935
4155,Destiers,48.107643,-1.486165
2366,Aire du 8 Mai,48.026878,-1.745504
3616,La Renardière,48.183379,-1.836087
4159,Provence,48.107463,-1.482571
4360,Leuzières,48.021547,-1.653716
2365,Brossolette,48.020489,-1.743438
3617,Parthenay Fontaine,48.193762,-1.832214
4158,Destiers,48.107535,-1.486118
4362,Alexandre Gilois,48.016196,-1.651517
2367,Anita Conti,48.033353,-1.733602
4361,Croix Faucheux,48.017691,-1.649474
3810,Moc Souris,47.960038,-1.632394
3811,Sept Fours,47.959332,-1.637267
4363,Alexandre Gilois,48.016323,-1.651341
3812,Sept Fours,47.959614,-1.636978
3814,Rue de Rennes,47.997686,-1.619187
3815,Rue de Rennes,47.997466,-1.618795
3816,Launay Garnier,48.000758,-1.594361
3611,Le Reuvre,48.186413,-1.816451
3817,Launay Garnier,48.000912,-1.594744
3612,Placis de la Touche,48.189949,-1.820176
4551,Saint-Armel Eglise,48.013468,-1.590988
3613,La Noë,48.191297,-1.8243
3614,Clos des Tilleuls,48.191822,-1.82784
4553,Lande du Jardin,48.01463,-1.598304
3615,Parthenay Mairie,48.192104,-1.831432
4552,Saint-Armel Gare,48.013906,-1.594286
4160,Saules,48.107291,-1.478381
4161,Mainguère,48.109064,-1.478264
4356,Croix du Pigeonnet,48.017076,-1.664587
4162,Turbanière,48.108409,-1.507807
4357,Croix du Pigeonnet,48.017063,-1.664746
4163,Turbanière,48.108239,-1.507377
4358,Croix Faucheux,48.017732,-1.649365
4359,Leuzières,48.021537,-1.653502
2372,Bruz Gare,48.029045,-1.752705
2373,Bruz Centre,48.022989,-1.743824
2374,Châteliers,48.024146,-1.752978
2375,Châteliers,48.024186,-1.75284
3801,Centre de Loisirs,47.990142,-1.613855
3802,Bourgbarré Mairie,47.994926,-1.614233
2359,Doublé,48.035782,-1.723214
3605,Placis de la Touche,48.189982,-1.820845
3606,Le Reuvre,48.186405,-1.816641
3603,Clos des Tilleuls,48.191638,-1.827121
3809,Bourgbarré Mairie,47.994727,-1.614138
3604,La Noë,48.191281,-1.824629
3601,La Renardière,48.183471,-1.835694
3807,La Basse Erable,47.995094,-1.623735
3602,Parthenay Mairie,48.192003,-1.831209
3808,La Motte,47.995943,-1.617465
1496,Lycée St-Exupéry,48.132313,-1.709762
3805,Perelle,47.994576,-1.631502
1497,Villejean-Université,48.120973,-1.70298
3806,Perelle,47.994399,-1.631365
1498,Petit Champeaux,48.116622,-1.723945
3803,La Motte,47.996045,-1.617451
