arretId,correspondanceId,distance
lguillg2,lguillo1,137
kennedy1,bourdon1,163
kennedy1,kennedy2,16
brno1,brno2,41
brno1,volney2,175
brno1,volney1,186
brno1,rochest1,157
brno2,brno1,41
brno2,rochest1,117
kennedy2,bourdon1,162
kennedy2,kennedy1,16
blosne2,blosne1,142
blosne1,blosne2,142
blosne1,jaures1,187
magenta1,magenta2,83
magenta1,tnb1,182
magenta1,tnb2,166
magenta2,gare1,179
magenta2,magenta1,83
magenta2,gares1,199
belfont1,belfont2,8
bordage2,chalota2,171
bordage2,bordage1,13
touche1,touche2,40
belfont2,belfont1,8
bordage1,chalota2,159
bordage1,chalota1,196
bordage1,bordage2,13
lesseps2,lesseps1,36
lesseps2,clesta2,157
lesseps2,clesta1,141
lesseps1,lesseps2,36
lesseps1,clesta2,132
lesseps1,clesta1,116
ricoqua,lyjp2,101
ricoqua,lyjp1,123
landorg2,landorg1,39
touche2,anatfra2,176
touche2,touche1,40
landorg1,landorg2,39
citeu1,citeu2,39
breil2,forum1,193
breil2,breil1,21
rdptgay2,lycurie5,186
rdptgay2,rdptgay1,87
rdptgay2,blizz1,189
chmulon1,chmulon2,1
rdptgay1,lycurie3,154
rdptgay1,lycurie4,184
rdptgay1,lycurie5,119
rdptgay1,rdptgay2,87
breil1,breil2,21
vivierb2,vivierb1,97
cormier2,cormier1,61
vivierb1,vivierb2,97
cormier1,cormier2,61
chmulon2,chmulon1,1
citeu2,citeu1,39
frevill1,frevi04,91
frevill1,frevi01,121
frevill1,frevi03,83
frevill1,frevi02,149
frevill1,frevi3,60
moulin1,moulin2,41
piscces2,piscces1,32
vitrdan1,quentin2,172
vitrdan1,quentin1,150
vitrdan1,vitrpeg2,66
vitrdan1,vitrpeg1,95
vitrdan1,vitrfou2,131
vitrdan1,vitrfou1,77
vitrdan1,vitrdan2,53
vitrdan2,quentin2,196
vitrdan2,quentin1,175
vitrdan2,vitrpeg2,89
vitrdan2,vitrpeg1,105
vitrdan2,vitrfou2,184
vitrdan2,vitrfou1,127
vitrdan2,vitrdan1,53
moulin2,moulin1,41
piscces1,piscces2,32
leuzier2,leuzier1,8
leuzier1,leuzier2,8
grpesco1,grpesco2,60
grpesco2,grpesco1,60
moigne2,moigne1,13
moigne1,moigne2,13
colombi1,cdg,41
colombi1,colombi2,16
colombi2,cdg,55
colombi2,colombi1,16
texier1,texier2,6
mathori1,mathori2,67
texier2,texier1,6
loncham1,loncham2,9
troimar1,troimar3,133
troimar1,troimar2,147
gaitedo1,gaite2,140
gaitedo1,gaite1,124
gaitedo1,gaitedo2,77
loncham2,loncham1,9
gaitedo2,gaite2,64
gaitedo2,gaite1,63
gaitedo2,gaitedo1,77
troimar3,petpre,192
troimar3,troimar1,133
troimar3,troimar2,15
troimar2,petpre,179
troimar2,troimar1,147
troimar2,troimar3,15
cxmme1,cxmme2,134
cxmme2,cxmme1,134
mathori2,mathori1,67
turmel1,turmel2,6
chajacq2,steanne1,145
chajacq2,chajacq1,22
turmel2,turmel1,6
chajacq1,steanne1,157
chajacq1,chajacq2,22
chajacq1,mairieb,181
horegn1,mouljgl2,98
horegn1,mouljgl1,167
horegn1,horegn2,142
horegn2,horegn1,142
pref2,idftill2,192
pref2,idftill1,119
pref2,pref1,7
pref1,idftill2,193
pref1,idftill1,120
pref1,pref2,7
mamont1,mamont2,8
mamont2,mamont1,8
cimces2,cimces1,6
bretoni3,bretoni4,28
bretoni4,bretoni3,28
bearubc2,restuni1,126
bearubc2,restuni2,95
bearubc2,bearubc1,54
cimces1,cimces2,6
anjou,kenguye1,196
lices2,lices1,56
lices2,ptbreta1,182
chcice1,chcice2,96
lices1,horizon1,184
lices1,horizon2,189
lices1,lices2,56
lices1,ptbreta2,199
lices1,ptbreta1,180
chcice2,chcice1,96
ptavoin1,ptavoin2,12
ptavoin2,ptavoin1,12
cimpace1,cimpace2,18
bearubc1,restuni1,166
bearubc1,restuni2,144
bearubc1,bearubc2,54
villuni2,villuni1,16
villuni2,villj1,105
villuni2,villj2,98
villuni2,villj3,90
villuni2,villj4,71
villuni1,villuni2,16
villuni1,villj1,120
villuni1,villj2,114
villuni1,villj3,105
villuni1,villj4,86
tertre2,tertre1,103
harenau2,harenau1,17
cimpace2,cimpace1,18
harenau1,harenau2,17
tertre1,tertre2,103
metz1,metz2,81
doublee4,doublee3,155
aubjeun2,aubjeun1,41
lacs2,lacs1,76
lacs2,boullac1,189
morbiha1,morbiha2,7
lacs1,lacs2,76
morbiha2,morbiha1,7
metz2,painlev1,198
metz2,metz1,81
iufm1,iufm2,52
iufm1,aubjeun1,186
iufm2,stmarti2,177
iufm2,stmarti1,180
iufm2,iufm1,52
iufm2,coet1,168
machant2,machant1,121
machant2,egchan2,164
machant2,egchan1,157
machant1,machant2,121
capvert2,capvert1,4
capvert1,capvert2,4
aubjeun1,aubjeun2,41
aubjeun1,iufm1,186
bospho1,bospho2,64
bospho2,bospho1,64
vizeule2,vizeule1,80
gast1,europe1,179
gast1,gast2,69
brassen1,brassen2,50
gast2,gast1,69
vizeule1,vizeule2,80
pire2,pire1,45
rivaud1,rivaud2,3
pire1,pire2,45
pire1,croixhe2,199
rivaud2,rivaud1,3
orgcoto1,orgcoto2,14
pommer1,pommer2,10
pommer1,airlib2,173
pommer1,airlib1,155
orgcoto2,orgcoto1,14
pommer2,pommer1,10
pommer2,airlib2,166
pommer2,airlib1,151
bert1,bert2,82
bert2,bert1,82
bert2,ptchadu1,171
brassen2,brassen1,50
renau1,renau2,26
renau2,renau1,26
dullin1,dullin2,59
dullin2,dullin1,59
lasalle2,lasalle1,51
siland2,silandi1,164
egverg2,bouvrai2,156
egverg2,egverg1,9
epalet2,epalet1,31
epalet1,epalet2,31
egverg1,bouvrai2,160
egverg1,egverg2,9
clesta2,lesseps2,157
clesta2,lesseps1,132
clesta2,clesta1,16
clesta1,lesseps2,141
clesta1,lesseps1,116
clesta1,clesta2,16
lyagric1,lyagric2,41
lyagric2,lyagric1,41
haiet2,haiet1,65
bellnou2,langloi1,166
bellnou2,langloi2,195
haiet1,haiet2,65
couneu1,couneu2,12
couneu2,couneu1,12
lasalle1,lasalle2,51
chesnai1,chesnai2,46
chesnai2,chesnai1,46
manceau1,manceau2,11
manceau2,manceau1,11
verbuis2,verbuis1,9
tespsps2,tespsps1,16
erenan2,erenan1,7
erenan1,erenan2,7
verbuis1,verbuis2,9
tespsps1,tespsps2,16
geriat2,touca1,187
geriat2,geriat1,34
hteabb2,hteabb1,7
bouleau2,bouleau1,34
fougero1,fougero2,5
geriat1,geriat2,34
hteabb1,hteabb2,7
bouleau1,bouleau2,34
fougero2,fougero1,5
robidou1,robidou2,91
robidou2,ptstras2,198
robidou2,robidou1,91
stem1,gilois1,127
stem1,gilois2,109
geniau30,geniaux2,53
geniau30,geniaux1,53
belepsg2,belepsg1,11
belepsg1,belepsg2,11
leray1,leray2,8
leray2,leray1,8
gerhoui2,gerhoui1,104
gerhoui1,gerhoui2,104
inkerma1,inkerma2,73
inkerma1,arsenta2,193
inkerma1,surcouf1,157
inkerma2,inkerma1,73
inkerma2,surcouf1,105
inkerma2,surcouf2,175
forge1,forge2,71
forge2,forge1,71
commeur1,commeur2,19
commeur2,commeur1,19
schustj2,schustj1,17
schustj1,schustj2,17
mahoma2,mahoma1,11
mahoma1,mahoma2,11
pommier2,pommier1,155
pommier1,pommier2,155
sauvaie1,sauvaie2,80
sauvaie2,sauvaie1,80
lguillo2,lguillg1,70
lguillo2,lguillg2,104
lguillo2,lguillo1,80
lguillo1,lguillg1,113
lguillo1,lguillg2,137
lguillo1,lguillo2,80
fontbla2,fontbla1,81
fontbla1,fontbla2,81
broscha2,broscha1,21
broscha1,broscha2,21
jaures1,blosne1,187
jaures1,jaures2,64
montant2,clisage2,159
montant2,clisage1,119
montant2,montand1,57
moubla2,moubla1,26
fontene1,fontene2,6
moubla1,moubla2,26
fontene2,fontene1,6
poteri1,popla1,13
poteri1,poteri2,27
poteri1,poteri3,137
poteri1,poteri4,183
poteri1,potepl2,15
poteri2,popla1,34
poteri2,poteri1,27
poteri2,poteri3,113
poteri2,poteri4,158
poteri2,potepl2,29
jaures2,jaures1,64
jaures2,marin1,165
jaures2,marin2,181
poteri3,popla1,147
poteri3,poteri1,137
poteri3,poteri2,113
poteri3,poteri4,50
poteri3,potepl2,142
poteri4,popla1,192
poteri4,poteri1,183
poteri4,poteri2,158
poteri4,poteri3,50
poteri4,potepl2,187
broscin2,broscin1,93
curi1,curi2,28
curi2,curi1,28
broscin1,broscin2,93
gilois1,stem1,127
gilois1,gilois2,19
repjaurs,repto1,63
repjaurs,repjof2,42
repjaurs,repjof3,54
repjaurs,repjof4,54
repjaurs,repx2,126
repjaurs,repwe,135
repjaurs,repwb,78
repjaurs,ptnemoun,173
repjaurs,ptnemous,175
repjaurs,repjaurn,9
repjaurs,repea,75
repjaurs,repbottb,92
repjaurs,mairieb,166
repjaurs,repbottc,150
repjaurs,repjoffa,32
toucham1,toucham2,19
gilois2,stem1,109
gilois2,gilois1,19
toucham2,toucham1,19
marbeuf1,marbeuf3,115
marbeuf1,marbeuf2,46
cennoch1,cennoch2,15
closco,closco31,70
closco,closco30,4
closco,ccourte1,84
closco,ccourte2,108
ptehubl1,ptehubl2,23
ptehubl2,ptehubl1,23
clemenc2,clemenc1,79
clemenc1,clemenc2,79
garigli1,palissy2,194
garigli1,garigli2,36
garigli2,garigli1,36
garecn,cngare1,34
mirabea2,mirabea1,131
neruda2,neruda1,25
robique2,gdquart,188
robique2,grquart2,178
robique2,robique1,74
mirabea1,mirabea2,131
neruda1,neruda2,25
robique1,robique2,74
janaire2,janaire1,57
portail1,portail2,44
portail2,portail1,44
tregain1,tregain2,4
foyerac1,foyerac2,11
tregain2,tregain1,4
foyerac2,foyerac1,11
martich1,martich2,18
courtin1,courtin2,13
courtin2,courtin1,13
martich2,martich1,18
loges1,loges2,19
belscor2,belscor1,19
belscor2,bellang2,75
belscor2,bellang1,94
belscor1,belscor2,19
belscor1,bellang2,73
belscor1,bellang1,100
rectora2,rectora1,27
repjaurn,repto1,71
repjaurn,repjof2,51
repjaurn,repjof3,63
repjaurn,repjof4,62
repjaurn,repx2,131
repjaurn,repwe,139
repjaurn,repwb,83
repjaurn,ptnemoun,176
repjaurn,ptnemous,179
repjaurn,repjaurs,9
repjaurn,repea,80
repjaurn,repbottb,101
repjaurn,mairieb,164
repjaurn,repbottc,157
repjaurn,repjoffa,41
ferry1,ferry2,7
coet1,stmarti1,195
coet1,iufm2,168
coet1,verdun2,154
mailla2,mailla1,19
ferry2,ferry1,7
mailla1,mailla2,19
rectora1,rectora2,27
dieuw2,sqrance1,177
dieuw2,sqrance2,190
dieuw2,diee2,89
dieuw2,dieu2,59
dieuw2,dieu1,59
rigoudi2,rigourdt,45
rigoudi2,htgrip1,185
ptohin1,ptohin2,101
laugar2,laugar1,22
laugar1,laugar2,22
fouggal1,fouggal2,95
fouggal1,fouggal3,89
fouggal2,fouggal1,95
fouggal2,fouggal3,92
noepar2,noepar1,18
noepar1,noepar2,18
fouggal3,fouggal1,89
fouggal3,fouggal2,92
ptohin2,ptohin1,101
egvern1,egvern2,11
egvern2,egvern1,11
camus2,camus1,39
camus1,camus2,39
aclande2,aclande1,57
aclande1,aclande2,57
plardie1,plardie2,3
plardie2,plardie1,3
callpot2,callorn1,80
rigourdt,rigoudi2,45
rigourdt,htgrip1,155
cheher2,cheher1,18
raison2,raison1,56
gareher2,gareher1,16
cheher1,cheher2,18
lilas1,lilas2,27
gareher1,gareher2,16
lilas2,lilas1,27
raison1,raison2,56
raison1,chagiro2,149
lyjmou1,lyjmou2,56
roussai2,roussai1,15
cennoch2,cennoch1,15
roussai1,roussai2,15
triangle,triangl1,12
triangle,triangl2,1
lereuvr2,lereuvr1,1
lyjmou2,airlande,160
lyjmou2,lyjmou1,56
lereuvr1,lereuvr2,1
lebrix1,duanpa1,102
lebrix1,duanpa2,88
lebrix1,lebrix2,94
colpols1,colpols2,50
croixhe2,pire1,199
croixhe2,cxhecha1,98
croixhe2,cxhecha3,119
croixhe2,cxhecha2,53
mail1,mail2,34
lebrix2,duanpa1,134
lebrix2,duanpa2,125
lebrix2,lebrix1,94
mail2,mail1,34
leblosn3,leblosn2,47
leblosn3,leblosn1,84
leblosn2,leblosn3,47
leblosn2,leblosn1,37
leblosn1,leblosn3,84
leblosn1,leblosn2,37
repea,repto1,98
repea,repjof2,53
repea,repjof3,49
repea,repjof4,80
repea,repx2,52
repea,repwe,64
repea,repwb,6
repea,nemours2,191
repea,ptnemoun,104
repea,ptnemous,105
repea,repjaurs,75
repea,repjaurn,80
repea,repbottb,53
repea,mairieb,140
repea,repbottc,81
repea,repjoffa,65
colpols2,colpols1,50
diee2,dieuw2,89
diee2,dieu2,40
diee2,dieu1,76
boulai5,boulai6,55
meteo1,meteo2,9
boulai6,boulai5,55
meteo2,meteo1,9
lybrequ,boberil2,126
mblanc1,mblanc2,34
mblanc2,mblanc1,34
polynoy1,polynoy2,13
polynoy2,polynoy1,13
portuga1,portuga2,22
stlaur19,stlaure2,71
stlaur19,stlaure1,55
stlaur19,stlaur,45
verdun2,coet1,154
leon1,leon2,4
portuga2,portuga1,22
leon2,leon1,4
tregor4,tregor3,22
tregor4,tregor1,80
tregor4,tregor2,56
tregor3,tregor4,22
tregor3,tregor1,102
tregor3,tregor2,78
gohier2,gohier1,18
epimed1,epimed2,52
vilaine2,vilaine1,52
vilaine1,vilaine2,52
gohier1,gohier2,18
epimed2,epimed1,52
maurepa1,maurepa2,14
maurepa2,maurepa1,14
tregor1,tregor4,80
tregor1,tregor3,102
tregor1,tregor2,34
tregor2,tregor4,56
tregor2,tregor3,78
tregor2,tregor1,34
parcros2,parcros1,99
gentilh1,gentilh2,79
parcros1,parcros2,99
gentilh2,gentilh1,79
cxhecha1,croixhe2,98
cxhecha1,cxhecha3,22
cxhecha1,cxhecha2,49
tnb1,magenta1,182
tnb1,tnb2,17
tnb2,magenta1,166
tnb2,tnb1,17
pmf2,donelie2,195
pmf2,pmf1,40
pmf1,pmf2,40
ptbreta2,lices1,199
ptbreta2,ptbreta1,26
ptbreta2,ptbrets2,118
ptbreta2,ptbrets1,106
loges2,loges1,19
cxhecha3,croixhe2,119
cxhecha3,cxhecha1,22
cxhecha3,cxhecha2,71
ptbreta1,lices2,182
ptbreta1,lices1,180
ptbreta1,ptbreta2,26
ptbreta1,ptbrets2,106
ptbreta1,ptbrets1,93
vincent2,vincent1,19
cxhecha2,croixhe2,53
cxhecha2,cxhecha1,49
cxhecha2,cxhecha3,71
suede1,norvege1,195
suede1,norvege2,151
suede1,suede2,90
vincent1,vincent2,19
suede2,norvege1,131
suede2,norvege2,66
suede2,suede1,90
vxbourg1,vxbourg2,15
vxbourg2,vxbourg1,15
clivinc1,clivinc2,16
lamot741,lamot742,37
lamot741,maibour1,188
clivinc2,clivinc1,16
mtarrep3,mtarrep4,132
mtarrep3,hotregi1,31
mtarrep3,hotregi2,47
mtarrep3,hotregi3,96
mtarrep3,hotregi4,94
mtarrep4,mtarrep3,132
mtarrep4,hotregi1,123
mtarrep4,hotregi2,90
mtarrep4,hotregi3,136
mtarrep4,hotregi4,166
piscgay1,piscgay2,65
domaine1,domaine2,85
domaine2,domaine1,85
janaire1,janaire2,57
rabine5,rabine6,11
lamot742,lamot741,37
lamot742,maibour1,197
rabine6,rabine5,11
oberthu2,oberthu1,4
piscgay2,piscgay1,65
volney2,brno1,175
volney2,volney1,22
oberthu1,oberthu2,4
volney1,brno1,186
volney1,volney2,22
exupery2,exupery1,42
jdarc1,jdarc2,21
cxroure2,cxroure1,53
cxroure2,chaagri2,194
cxroure2,chaagri1,181
jdarc2,jdarc1,21
bignoch2,bersand1,146
bignoch2,bignoch1,22
bignoch1,bersand1,163
bignoch1,bignoch2,22
brayno1,brayno2,49
cxroure1,cxroure2,53
cxroure1,chaagri1,195
exupery1,exupery2,42
brayno2,brayno1,49
grippay1,grippay2,49
colbinq2,colbinq1,68
grippay2,grippay1,49
housset2,housset1,41
housset1,housset2,41
colbinq1,colbinq2,68
ppaskl2,zola1,181
ppaskl2,ptpaste1,91
ppaskl2,ptpastm1,139
ppaskl2,ptpastm2,111
canacha1,norvege2,188
canacha1,canacha2,14
canacha2,norvege2,182
canacha2,canacha1,14
rdkerll1,rdkerln2,2
machftz2,machftz1,72
machftz1,machftz2,72
gautrai2,gautrais,4
arsenta2,arsenal1,97
arsenta2,arsenal2,59
arsenta2,inkerma1,193
charmil1,charmil2,13
stetien3,stetien2,121
stetien3,stetien1,96
stetien2,stetien3,121
stetien2,stetien1,124
blizz2,blizz1,110
blizz1,rdptgay2,189
blizz1,blizz2,110
malakof1,malakof2,21
malakof2,malakof1,21
charmil2,charmil1,13
etangs1,etangs2,21
etangs2,etangs1,21
stetien1,stetien3,96
stetien1,stetien2,124
barbera1,barbera2,12
champea1,champea2,133
champea1,chaagri2,177
champea1,chaagri1,136
barbera2,barbera1,12
champea2,champea1,133
champea2,chaagri2,175
champea2,chaagri1,181
potepl2,popla1,8
potepl2,poteri1,15
potepl2,poteri2,29
potepl2,poteri3,142
potepl2,poteri4,187
launay2,plesse2,187
launay2,plesse1,182
launay2,launay1,48
egchan2,machant2,164
egchan2,egchan1,16
chqpost2,chqpost1,99
egchan1,machant2,157
egchan1,egchan2,16
chqpost1,chqpost2,99
martisj2,airlande,51
martisj2,martisj1,31
launay1,plesse2,149
launay1,plesse1,150
launay1,launay2,48
argaun2,argaun1,130
martisj1,airlande,81
martisj1,martisj2,31
argaun1,frevi04,166
argaun1,frevi01,133
argaun1,frevi03,171
argaun1,frevi02,105
argaun1,argaun2,130
stlaure2,stlaur19,71
stlaure2,stlaure1,101
stlaure2,stlaur,63
village1,village2,105
village2,village1,105
binquen2,binquen1,88
binquen1,binquen2,88
rdkerln2,rdkerll1,2
berger1,berger2,10
berger1,langued1,129
berger2,berger1,10
berger2,langued1,130
helias1,helias2,58
helias2,helias1,58
stlaure1,stlaur19,55
stlaure1,stlaure2,101
stlaure1,stlaur,99
centnov2,centnov1,48
centnov1,centnov2,48
rdptbra1,rdpbra2,43
longgau2,longgau1,67
mardou1,mardou2,16
longgau1,longgau2,67
mardou2,mardou1,16
cucille1,cucille2,14
cucille2,cucille1,14
molene1,molene2,7
tihouit2,tihouit1,41
belepmo2,belepmo1,31
tihouit1,tihouit2,41
triangl1,triangle,12
triangl1,triangl2,12
triangl2,triangle,1
triangl2,triangl1,12
belepmo1,belepmo2,31
metrie2,ecopa2,199
metrie2,ecopa1,170
chagiro1,chagiro2,112
cxpotrn2,cxpotie1,120
cxpotrn2,cxpotrn1,41
chagiro2,raison1,149
chagiro2,chagiro1,112
cxpotrn1,cxpotie1,101
cxpotrn1,cxpotrn2,41
ecopa2,metrie2,199
ecopa2,ecopa1,155
kildare1,kildare2,35
ecopa1,metrie2,170
ecopa1,ecopa2,155
chaagri2,cxroure2,194
chaagri2,champea1,177
chaagri2,champea2,175
chaagri2,chaagri1,63
molene2,molene1,7
chaagri1,cxroure2,181
chaagri1,cxroure1,195
chaagri1,champea1,136
chaagri1,champea2,181
chaagri1,chaagri2,63
kildare2,kildare1,35
douro2,douro1,3
zapeup1,zapeup2,18
courbet2,kervill1,152
courbet2,courbet1,135
douro1,douro2,3
zapeup2,zapeup1,18
courbet1,courbet2,135
bobinai1,bobinai2,22
reuzera2,reuzera1,14
valdors2,valdors1,17
reuzera1,reuzera2,14
valdors1,valdors2,17
fouaye2,fouaye1,126
fouaye1,fouaye2,126
marbeuf3,marbeuf1,115
marbeuf3,marbeuf2,161
marbeuf2,marbeuf1,46
marbeuf2,marbeuf3,161
repbottb,repto1,76
repbottb,repjof2,50
repbottb,repjof3,38
repbottb,repjof4,61
repbottb,repx2,82
repbottb,repwe,98
repbottb,repwb,59
repbottb,nemours1,187
repbottb,nemours2,159
repbottb,ptnemoun,138
repbottb,ptnemous,136
repbottb,repjaurs,92
repbottb,repjaurn,101
repbottb,repea,53
repbottb,mairieb,193
repbottb,repbottc,70
repbottb,repjoffa,65
mairieb,repjof2,179
mairieb,repjof3,182
mairieb,repx2,132
mairieb,repwe,120
mairieb,repwb,134
mairieb,ptnemoun,114
mairieb,ptnemous,123
mairieb,chajacq1,181
mairieb,repjaurs,166
mairieb,repjaurn,164
mairieb,repea,140
mairieb,repbottb,193
mairieb,repbottc,188
mairieb,repjoffa,183
repbottc,repto1,146
repbottc,repjof2,114
repbottc,repjof3,103
repbottc,repjof4,131
repbottc,repx2,56
repbottc,repwe,68
repbottc,repwb,81
repbottc,nemours1,151
repbottc,nemours2,114
repbottc,ptnemoun,95
repbottc,ptnemous,90
repbottc,repjaurs,150
repbottc,repjaurn,157
repbottc,repea,81
repbottc,repbottb,70
repbottc,mairieb,188
repbottc,repjoffa,129
maibour2,maibour1,42
maibour1,lamot741,188
maibour1,lamot742,197
maibour1,maibour2,42
noebi2,noebi1,73
gouges1,gouges2,33
noebi1,noebi2,73
gouges2,gouges1,33
bobinai2,bobinai1,22
torigne1,torigne2,25
torigne2,hopisud2,200
torigne2,torigne1,25
avenir2,avenir1,12
langued1,ecoagro1,191
langued1,berger1,129
langued1,berger2,130
avenir1,avenir2,12
beaunoy2,beaunoy1,26
hallerv2,hallerv1,9
beaunoy1,beaunoy2,26
hallerv1,hallerv2,9
frevi3,frevi04,65
frevi3,frevi01,98
frevi3,frevi03,66
frevi3,frevi02,125
frevi3,frevill1,60
tage1,tage2,47
tage2,tage1,47
clotill2,clotill1,38
boisper2,mouljgl2,196
boisper2,mouljgl1,191
boisper2,boisper1,52
clotill1,clotill2,38
boisper1,mouljgl2,155
boisper1,mouljgl1,140
boisper1,boisper2,52
vaugon2,vaugon1,15
vaugon1,vaugon2,15
belepin2,gddomai1,199
belepin2,belepin1,51
verger1,verger2,88
belepin1,gddomai1,191
belepin1,belepin2,51
verger2,verger1,88
bouzat2,bouzat1,29
bouzat1,gallet2,185
bouzat1,bouzat2,29
montand1,clisage1,175
montand1,montant2,57
berthau1,lehosu2,136
berthau1,berthau2,173
berthau2,monier1,82
berthau2,berthau1,173
rablais2,rablais1,36
merel1,merel2,41
merel2,merel1,41
ccourte1,closco31,152
ccourte1,closco30,80
ccourte1,closco,84
ccourte1,ccourte2,29
ccourte2,closco31,178
ccourte2,closco30,105
ccourte2,closco,108
ccourte2,ccourte1,29
calvair1,calvair2,50
beaumon1,beaumon2,197
beaumon2,beaumon1,197
calvair2,calvair1,50
ptchadu2,ptchadu1,142
ptchadu2,ptchadu4,40
ptchadu2,ptchadu3,43
opera1,opera3,92
ptchadu1,bert2,171
ptchadu1,ptchadu2,142
ptchadu1,ptchadu4,172
ptchadu1,ptchadu3,106
ptchadu4,ptchadu2,40
ptchadu4,ptchadu1,172
ptchadu4,ptchadu3,83
ptchadu3,ptchadu2,43
ptchadu3,ptchadu1,106
ptchadu3,ptchadu4,83
vigne1,vigne2,155
vigne2,vigne1,155
chcente1,chcente2,23
chcente2,chcente1,23
chfrelo1,chfrelo2,63
chfrelo2,chfrelo1,63
dugues2,dugues1,12
dugues1,dugues2,12
hotregi1,mtarrep3,31
hotregi1,mtarrep4,123
hotregi1,hotregi2,34
hotregi1,hotregi3,65
hotregi1,hotregi4,68
htgrip1,rigoudi2,185
htgrip1,rigourdt,155
grippie1,grippie2,18
vallstj2,vallstj1,45
mouljml2,mouljgl1,150
mouljml2,mouljml1,24
mouljml1,mouljgl1,156
mouljml1,mouljml2,24
hotregi2,mtarrep3,47
hotregi2,mtarrep4,90
hotregi2,hotregi1,34
hotregi2,hotregi3,75
hotregi2,hotregi4,91
hotregi3,mtarrep3,96
hotregi3,mtarrep4,136
hotregi3,hotregi1,65
hotregi3,hotregi2,75
hotregi3,hotregi4,35
hotregi3,heronie2,193
hotregi4,lgpres1,189
hotregi4,mtarrep3,94
hotregi4,mtarrep4,166
hotregi4,hotregi1,68
hotregi4,hotregi2,91
hotregi4,hotregi3,35
cormr1,eboue1,146
cormr1,eboue2,156
cormr1,cormr2,26
chgiron2,chgiron1,66
cormr2,eboue1,171
cormr2,eboue2,181
cormr2,cormr1,26
vallstj1,vallstj2,45
chgiron1,chgiron2,66
heronie2,hotregi3,193
heronie2,heronie1,38
bellstg1,bellstg2,15
heronie1,heronie2,38
grippie2,grippie1,18
bellstg2,bellstg1,15
maillan2,maillan1,7
haltece1,haltece2,11
haltece2,haltece1,11
bocage2,bocage1,25
bocage1,bocage2,25
discalc2,discalc1,42
discalc1,discalc2,42
chevahs2,chevahs,27
ptcham2,ptcham1,50
ptcham1,ptcham2,50
noebru2,noebru1,17
noebru1,noebru2,17
boullac1,boulais2,91
boullac1,boulais1,86
boullac1,boulais3,17
boullac1,lacs2,189
villj1,villuni2,105
villj1,villuni1,120
villj1,villj2,8
villj1,villj3,19
villj1,villj4,34
villj2,villuni2,98
villj2,villuni1,114
villj2,villj1,8
villj2,villj3,11
villj2,villj4,28
villj3,villuni2,90
villj3,villuni1,105
villj3,villj1,19
villj3,villj2,11
villj3,villj4,23
villj4,villuni2,71
villj4,villuni1,86
villj4,villj1,34
villj4,villj2,28
villj4,villj3,23
langloi1,bellnou2,166
langloi1,langloi2,40
maillan1,maillan2,7
langloi2,bellnou2,195
langloi2,langloi1,40
opera3,opera1,92
censtg1,clomarg2,160
censtg1,censtgi2,134
dieu2,dieuw2,59
dieu2,diee2,40
dieu2,dieu1,37
dieu1,dieuw2,59
dieu1,diee2,76
dieu1,dieu2,37
duanno1,duannno2,14
belvure2,belvure1,77
laennec1,laennec2,65
belvure1,belvure2,77
mtarree1,mtarree2,9
laennec2,laennec1,65
mtarree2,mtarree1,9
galicie2,galicie1,15
galicie1,galicie2,15
baserab2,baserab1,37
maffeys2,maffeys1,5
maffeys1,maffeys2,5
airlib2,pommer1,173
airlib2,pommer2,166
airlib2,airlib1,69
airlib1,pommer1,155
airlib1,pommer2,151
airlib1,airlib2,69
cimest1,cimest2,29
cimest2,cimest1,29
baserab1,baserab2,37
fossega2,fossega1,96
combes1,combes2,34
combes2,combes1,34
turba2,turba1,74
lbourg2,lbourg1,106
fossega1,fossega2,96
lbourg1,lbourg2,106
turba1,turba2,74
mermoz1,mermoz2,66
mermoz1,mermozm1,135
mermoz1,mermozm2,96
bellece2,metairi4,176
bellece2,metairi3,169
bellece2,bellece1,22
bellece1,metairi4,198
bellece1,metairi3,191
bellece1,bellece2,22
pinrheu1,pinrheu2,38
forgebe1,forgebe2,5
pinrheu2,pinrheu1,38
mabetto1,drlaen2,186
mabetto1,mabetto2,40
mabetto2,drlaen2,147
mabetto2,drlaene,198
mabetto2,mabetto1,40
mermoz2,mermoz1,66
mermoz2,mermozm1,74
mermoz2,mermozm2,57
marin1,jaures2,165
marin1,marin2,16
marin2,jaures2,181
marin2,marin1,16
forgebe2,forgebe1,5
mermozm1,mermoz1,135
mermozm1,mermoz2,74
mermozm1,mermozm2,52
ptbrets2,plbreta1,99
ptbrets2,plbreta2,131
ptbrets2,ptbreta2,118
ptbrets2,ptbreta1,106
ptbrets2,ptbrets1,12
surcouf1,inkerma1,157
surcouf1,inkerma2,105
surcouf1,surcouf2,71
mermozm2,mermoz1,96
mermozm2,mermoz2,57
mermozm2,mermozm1,52
surcouf2,inkerma2,175
surcouf2,surcouf1,71
ptbrets1,plbreta1,112
ptbrets1,plbreta2,143
ptbrets1,ptbreta2,106
ptbrets1,ptbreta1,93
ptbrets1,ptbrets2,12
omblais2,broceli2,168
omblais2,broceli1,175
omblais2,omblais1,14
berry2,berry1,6
omblais1,broceli2,167
omblais1,broceli1,171
omblais1,omblais2,14
berry1,berry2,6
lyjp2,ricoqua,101
lyjp2,lyjp1,22
lyjp1,ricoqua,123
lyjp1,lyjp2,22
gretay1,gretay2,19
