arret_id,trajet_id,heure_depart,stop_sequence,terminus
3732,2152,427,1,0
3717,2152,429,2,0
3715,2152,430,3,0
3705,2152,431,4,0
3707,2152,433,5,0
3708,2152,435,6,0
1553,2152,452,7,0
1566,2152,456,8,1
3732,5315,495,1,0
3717,5315,497,2,0
3715,5315,498,3,0
3705,5315,499,4,0
3707,5315,501,5,0
3708,5315,503,6,0
1553,5315,521,7,0
1566,5315,525,8,1
1566,3304,970,1,0
1497,3304,977,2,0
3711,3304,994,3,0
3712,3304,996,4,0
3714,3304,997,5,0
3724,3304,998,6,0
3723,3304,999,7,0
3732,3304,1001,8,1
3732,3775,442,1,0
3717,3775,444,2,0
3715,3775,445,3,0
3705,3775,446,4,0
3707,3775,448,5,0
3708,3775,450,6,0
1553,3775,467,7,0
1566,3775,471,8,1
1566,8009,1035,1,0
1497,8009,1042,2,0
3711,8009,1059,3,0
3712,8009,1061,4,0
3714,8009,1062,5,0
3724,8009,1063,6,0
3723,8009,1064,7,0
3732,8009,1066,8,1
1566,6969,1095,1,0
1497,6969,1102,2,0
3711,6969,1119,3,0
3712,6969,1121,4,0
3714,6969,1122,5,0
3724,6969,1123,6,0
3723,6969,1124,7,0
3732,6969,1126,8,1
