direction_id,ligne_id,id,calendrier_id,macro_direction
36,0054,56430,26,1
36,0054,56431,34,1
36,0054,56432,41,1
36,0054,56433,51,1
36,0054,56438,51,1
36,0054,56439,67,1
36,0054,56440,26,1
36,0054,56445,26,1
36,0054,56446,34,1
36,0054,56447,41,1
36,0054,56448,51,1
36,0054,56441,34,1
36,0054,56442,41,1
36,0054,56443,51,1
36,0054,56444,67,1
36,0054,56449,67,1
36,0054,56450,26,1
36,0054,56451,34,1
36,0054,56456,34,1
36,0054,56457,41,1
36,0054,56458,51,1
36,0054,56459,67,1
36,0054,56452,41,1
36,0054,56453,51,1
36,0054,56454,67,1
36,0054,56455,26,1
36,0054,56460,26,1
36,0054,56461,34,1
36,0054,56462,41,1
36,0054,56467,41,1
36,0054,56468,51,1
36,0054,56469,67,1
36,0054,56463,51,1
36,0054,56464,67,1
36,0054,56465,26,1
36,0054,56466,34,1
36,0054,56470,26,1
36,0054,56471,34,1
36,0054,56472,41,1
36,0054,56473,51,1
36,0054,56478,51,1
36,0054,56479,67,1
36,0054,56474,67,1
36,0054,56475,26,1
36,0054,56476,34,1
36,0054,56477,41,1
36,0054,56481,34,1
36,0054,56482,41,1
36,0054,56483,51,1
36,0054,56484,67,1
36,0054,56480,26,1
36,0054,56489,67,1
36,0054,56485,26,1
36,0054,56486,34,1
36,0054,56487,41,1
36,0054,56488,51,1
36,0054,56401,34,1
36,0054,56402,41,1
36,0054,56403,51,1
36,0054,56404,67,1
36,0054,56400,26,1
36,0054,56409,67,1
36,0054,56405,26,1
36,0054,56406,34,1
36,0054,56407,41,1
36,0054,56408,51,1
36,0054,56382,41,1
36,0054,56383,51,1
36,0054,56384,67,1
36,0054,56385,26,1
36,0054,56380,26,1
36,0054,56381,34,1
36,0054,56386,34,1
36,0054,56387,41,1
36,0054,56388,51,1
36,0054,56389,67,1
36,0054,56393,51,1
36,0054,56394,67,1
36,0054,56395,26,1
36,0054,56396,34,1
36,0054,56390,26,1
36,0054,56391,34,1
36,0054,56392,41,1
36,0054,56397,41,1
36,0054,56398,51,1
36,0054,56399,67,1
36,0054,56533,51,1
36,0054,56534,67,1
36,0054,56535,26,1
36,0054,56536,34,1
36,0054,56530,26,1
36,0054,56531,34,1
36,0054,56532,41,1
36,0054,56537,41,1
36,0054,56538,51,1
36,0054,56539,67,1
37,0054,56544,67,0
37,0054,56545,26,0
37,0054,56546,34,0
37,0054,56547,41,0
37,0054,56540,26,0
37,0054,56541,34,0
37,0054,56542,41,0
37,0054,56543,51,0
37,0054,56548,51,0
37,0054,56549,67,0
37,0054,56550,26,0
37,0054,56555,26,0
37,0054,56556,34,0
37,0054,56557,41,0
37,0054,56558,51,0
37,0054,56551,34,0
37,0054,56552,41,0
37,0054,56553,51,0
37,0054,56554,67,0
37,0054,56559,67,0
37,0054,56560,26,0
37,0054,56561,34,0
37,0054,56566,34,0
37,0054,56567,41,0
37,0054,56568,51,0
37,0054,56569,67,0
37,0054,56562,41,0
37,0054,56563,51,0
37,0054,56564,67,0
37,0054,56565,26,0
38,0054,56570,26,0
38,0054,56571,34,0
38,0054,56572,41,0
38,0054,56577,41,0
38,0054,56578,51,0
38,0054,56579,67,0
38,0054,56573,51,0
38,0054,56574,67,0
38,0054,56575,26,0
38,0054,56576,34,0
37,0054,56580,26,0
37,0054,56581,34,0
37,0054,56582,41,0
37,0054,56583,51,0
38,0054,56588,51,0
38,0054,56589,67,0
37,0054,56584,67,0
38,0054,56585,26,0
38,0054,56586,34,0
38,0054,56587,41,0
37,0054,56591,34,0
37,0054,56592,41,0
37,0054,56593,51,0
37,0054,56594,67,0
37,0054,56590,26,0
37,0054,56599,67,0
37,0054,56595,26,0
37,0054,56596,34,0
37,0054,56597,41,0
37,0054,56598,51,0
36,0054,56500,26,1
36,0054,56501,34,1
36,0054,56502,41,1
36,0054,56503,51,1
36,0054,56508,51,1
36,0054,56509,67,1
36,0054,56504,67,1
36,0054,56505,26,1
36,0054,56506,34,1
36,0054,56507,41,1
36,0054,56511,34,1
36,0054,56512,41,1
36,0054,56513,51,1
36,0054,56514,67,1
36,0054,56510,26,1
36,0054,56519,67,1
36,0054,56515,26,1
36,0054,56516,34,1
36,0054,56517,41,1
36,0054,56518,51,1
36,0054,56522,41,1
36,0054,56523,51,1
36,0054,56524,67,1
36,0054,56525,26,1
36,0054,56520,26,1
36,0054,56521,34,1
36,0054,56526,34,1
36,0054,56527,41,1
36,0054,56528,51,1
36,0054,56529,67,1
36,0054,56492,41,1
36,0054,56493,51,1
36,0054,56494,67,1
36,0054,56495,26,1
36,0054,56490,26,1
36,0054,56491,34,1
36,0054,56496,34,1
36,0054,56497,41,1
36,0054,56498,51,1
36,0054,56499,67,1
37,0054,56654,67,0
37,0054,56655,26,0
37,0054,56656,34,0
37,0054,56657,41,0
37,0054,56650,26,0
37,0054,56651,34,0
37,0054,56652,41,0
37,0054,56653,51,0
37,0054,56658,51,0
37,0054,56659,67,0
37,0054,56660,26,0
36,0054,56665,26,1
36,0054,56666,34,1
36,0054,56667,41,1
36,0054,56668,51,1
37,0054,56661,34,0
37,0054,56662,41,0
37,0054,56663,51,0
37,0054,56664,67,0
36,0054,56669,67,1
37,0054,56670,26,0
37,0054,56671,34,0
37,0054,56676,34,0
37,0054,56677,41,0
37,0054,56678,51,0
37,0054,56679,67,0
37,0054,56672,41,0
37,0054,56673,51,0
37,0054,56674,67,0
37,0054,56675,26,0
37,0054,56680,26,0
37,0054,56681,34,0
37,0054,56682,41,0
37,0054,56687,41,0
37,0054,56688,51,0
37,0054,56689,67,0
37,0054,56683,51,0
37,0054,56684,67,0
37,0054,56685,26,0
37,0054,56686,34,0
37,0054,56690,26,0
37,0054,56691,34,0
37,0054,56692,41,0
37,0054,56693,51,0
37,0054,56698,51,0
37,0054,56699,67,0
37,0054,56694,67,0
37,0054,56695,26,0
37,0054,56696,34,0
37,0054,56697,41,0
37,0054,56600,26,0
37,0054,56601,34,0
37,0054,56602,41,0
37,0054,56607,41,0
37,0054,56608,51,0
37,0054,56609,67,0
37,0054,56603,51,0
37,0054,56604,67,0
37,0054,56605,26,0
37,0054,56606,34,0
37,0054,56610,26,0
37,0054,56611,34,0
37,0054,56612,41,0
37,0054,56613,51,0
38,0054,56618,51,0
38,0054,56619,67,0
37,0054,56614,67,0
38,0054,56615,26,0
38,0054,56616,34,0
38,0054,56617,41,0
37,0054,56621,34,0
37,0054,56622,41,0
37,0054,56623,51,0
37,0054,56624,67,0
37,0054,56620,26,0
37,0054,56629,67,0
37,0054,56625,26,0
37,0054,56626,34,0
37,0054,56627,41,0
37,0054,56628,51,0
37,0054,56632,41,0
37,0054,56633,51,0
37,0054,56634,67,0
37,0054,56635,26,0
37,0054,56630,26,0
37,0054,56631,34,0
37,0054,56636,34,0
37,0054,56637,41,0
37,0054,56638,51,0
37,0054,56639,67,0
37,0054,56643,51,0
37,0054,56644,67,0
37,0054,56645,26,0
37,0054,56646,34,0
37,0054,56640,26,0
37,0054,56641,34,0
37,0054,56642,41,0
37,0054,56647,41,0
37,0054,56648,51,0
37,0054,56649,67,0
37,0054,56770,56,0
37,0054,56775,56,0
37,0054,56776,56,0
37,0054,56777,56,0
37,0054,56778,56,0
37,0054,56771,56,0
37,0054,56772,56,0
37,0054,56773,56,0
37,0054,56774,56,0
37,0054,56779,56,0
36,0054,56780,56,1
36,0054,56781,56,1
36,0054,56786,56,1
36,0054,56787,56,1
36,0054,56788,56,1
36,0054,56789,56,1
36,0054,56782,56,1
36,0054,56783,56,1
36,0054,56784,56,1
36,0054,56785,56,1
36,0054,56790,56,1
36,0054,56791,56,1
36,0054,56792,56,1
37,0054,56797,56,0
37,0054,56798,56,0
37,0054,56799,56,0
36,0054,56793,56,1
36,0054,56794,56,1
37,0054,56795,56,0
38,0054,56796,56,0
37,0054,56700,26,0
37,0054,56701,34,0
37,0054,56706,34,0
37,0054,56707,41,0
37,0054,56708,51,0
37,0054,56709,67,0
37,0054,56702,41,0
37,0054,56703,51,0
37,0054,56704,67,0
37,0054,56705,26,0
36,0054,56710,26,1
36,0054,56711,34,1
36,0054,56712,41,1
36,0054,56717,41,1
36,0054,56718,51,1
36,0054,56719,67,1
36,0054,56713,51,1
36,0054,56714,67,1
36,0054,56715,26,1
36,0054,56716,34,1
36,0054,56720,26,1
36,0054,56721,34,1
36,0054,56722,41,1
36,0054,56723,51,1
38,0054,56728,51,0
38,0054,56729,67,0
36,0054,56724,67,1
38,0054,56725,26,0
38,0054,56726,34,0
38,0054,56727,41,0
36,0054,56731,34,1
36,0054,56732,41,1
36,0054,56733,51,1
36,0054,56734,67,1
36,0054,56730,26,1
37,0054,56739,67,0
37,0054,56735,26,0
37,0054,56736,34,0
37,0054,56737,41,0
37,0054,56738,51,0
37,0054,56742,41,0
37,0054,56743,51,0
37,0054,56744,67,0
36,0054,56745,26,1
37,0054,56740,26,0
37,0054,56741,34,0
36,0054,56746,34,1
36,0054,56747,41,1
36,0054,56748,51,1
36,0054,56749,67,1
38,0054,56753,51,0
38,0054,56754,67,0
37,0054,56755,26,0
37,0054,56756,34,0
38,0054,56750,26,0
38,0054,56751,34,0
38,0054,56752,41,0
37,0054,56757,41,0
37,0054,56758,51,0
37,0054,56759,67,0
36,0054,56764,56,1
36,0054,56765,56,1
36,0054,56766,56,1
36,0054,56767,56,1
36,0054,56760,56,1
36,0054,56761,56,1
36,0054,56762,56,1
36,0054,56763,56,1
36,0054,56768,56,1
37,0054,56769,56,0
36,0054,56890,24,1
36,0054,56891,32,1
36,0054,56896,49,1
36,0054,56897,63,1
36,0054,56898,65,1
36,0054,56899,22,1
36,0054,56892,33,1
36,0054,56893,37,1
36,0054,56894,39,1
36,0054,56895,47,1
36,0054,56809,22,1
36,0054,56810,24,1
36,0054,56811,32,1
36,0054,56816,49,1
36,0054,56817,63,1
36,0054,56818,65,1
36,0054,56819,22,1
36,0054,56812,33,1
36,0054,56813,37,1
36,0054,56814,39,1
36,0054,56815,47,1
36,0054,56820,24,1
36,0054,56821,32,1
36,0054,56822,33,1
36,0054,56827,63,1
36,0054,56828,65,1
36,0054,56829,22,1
36,0054,56823,37,1
36,0054,56824,39,1
36,0054,56825,47,1
36,0054,56826,49,1
36,0054,56830,24,1
36,0054,56831,32,1
36,0054,56832,33,1
36,0054,56833,37,1
36,0054,56838,65,1
36,0054,56839,22,1
36,0054,56834,39,1
36,0054,56835,47,1
36,0054,56836,49,1
36,0054,56837,63,1
36,0054,56841,32,1
36,0054,56842,33,1
36,0054,56843,37,1
36,0054,56844,39,1
36,0054,56840,24,1
36,0054,56849,22,1
36,0054,56845,47,1
36,0054,56846,49,1
36,0054,56847,63,1
36,0054,56848,65,1
36,0054,56852,33,1
36,0054,56853,37,1
36,0054,56854,39,1
36,0054,56855,47,1
36,0054,56850,24,1
36,0054,56851,32,1
36,0054,56856,49,1
36,0054,56857,63,1
36,0054,56858,65,1
36,0054,56859,22,1
36,0054,56863,37,1
36,0054,56864,39,1
36,0054,56865,47,1
36,0054,56866,49,1
36,0054,56860,24,1
36,0054,56861,32,1
36,0054,56862,33,1
36,0054,56867,63,1
36,0054,56868,65,1
36,0054,56869,22,1
36,0054,56874,39,1
36,0054,56875,47,1
36,0054,56876,49,1
36,0054,56877,63,1
36,0054,56870,24,1
36,0054,56871,32,1
36,0054,56872,33,1
36,0054,56873,37,1
36,0054,56878,65,1
36,0054,56879,22,1
36,0054,56880,24,1
36,0054,56885,47,1
36,0054,56886,49,1
36,0054,56887,63,1
36,0054,56888,65,1
36,0054,56881,32,1
36,0054,56882,33,1
36,0054,56883,37,1
36,0054,56884,39,1
36,0054,56889,22,1
37,0054,56800,56,0
37,0054,56805,56,0
37,0054,56806,56,0
37,0054,56807,56,0
37,0054,56808,56,0
37,0054,56801,56,0
37,0054,56802,56,0
37,0054,56803,56,0
37,0054,56804,56,0
36,0054,56930,24,1
36,0054,56931,32,1
36,0054,56932,33,1
36,0054,56937,63,1
36,0054,56938,65,1
36,0054,56939,22,1
36,0054,56933,37,1
36,0054,56934,39,1
36,0054,56935,47,1
36,0054,56936,49,1
36,0054,56940,24,1
36,0054,56941,32,1
36,0054,56942,33,1
36,0054,56943,37,1
36,0054,56948,65,1
36,0054,56949,22,1
36,0054,56944,39,1
36,0054,56945,47,1
36,0054,56946,49,1
36,0054,56947,63,1
36,0054,56951,32,1
36,0054,56952,33,1
36,0054,56953,37,1
36,0054,56954,39,1
36,0054,56950,24,1
36,0054,56959,22,1
36,0054,56955,47,1
36,0054,56956,49,1
36,0054,56957,63,1
36,0054,56958,65,1
36,0054,56962,33,1
36,0054,56963,37,1
36,0054,56964,39,1
36,0054,56965,47,1
36,0054,56960,24,1
36,0054,56961,32,1
36,0054,56966,49,1
36,0054,56967,63,1
36,0054,56968,65,1
36,0054,56969,22,1
36,0054,56973,37,1
36,0054,56974,39,1
36,0054,56975,47,1
36,0054,56976,49,1
36,0054,56970,24,1
36,0054,56971,32,1
36,0054,56972,33,1
36,0054,56977,63,1
36,0054,56978,65,1
36,0054,56979,22,1
36,0054,56984,39,1
36,0054,56985,47,1
36,0054,56986,49,1
36,0054,56987,63,1
36,0054,56980,24,1
36,0054,56981,32,1
36,0054,56982,33,1
36,0054,56983,37,1
36,0054,56988,65,1
36,0054,56989,22,1
36,0054,56990,24,1
36,0054,56995,47,1
36,0054,56996,49,1
36,0054,56997,63,1
36,0054,56998,65,1
36,0054,56991,32,1
36,0054,56992,33,1
36,0054,56993,37,1
36,0054,56994,39,1
36,0054,56999,22,1
36,0054,56904,39,1
36,0054,56905,47,1
36,0054,56906,49,1
36,0054,56907,63,1
36,0054,56900,24,1
36,0054,56901,32,1
36,0054,56902,33,1
36,0054,56903,37,1
36,0054,56908,65,1
36,0054,56909,22,1
36,0054,56910,24,1
36,0054,56915,47,1
36,0054,56916,49,1
36,0054,56917,63,1
36,0054,56918,65,1
36,0054,56911,32,1
36,0054,56912,33,1
36,0054,56913,37,1
36,0054,56914,39,1
36,0054,56919,22,1
36,0054,56920,24,1
36,0054,56921,32,1
36,0054,56926,49,1
36,0054,56927,63,1
36,0054,56928,65,1
36,0054,56929,22,1
36,0054,56922,33,1
36,0054,56923,37,1
36,0054,56924,39,1
36,0054,56925,47,1
36,0054,42898,27,1
36,0054,42899,28,1
36,0054,42923,28,1
36,0054,42924,30,1
36,0054,42925,35,1
36,0054,42926,36,1
36,0054,42920,71,1
36,0054,42921,73,1
36,0054,42922,27,1
36,0054,42916,43,1
36,0054,42917,52,1
36,0054,42918,53,1
36,0054,42919,69,1
36,0054,42912,30,1
36,0054,42913,35,1
36,0054,42914,36,1
36,0054,42915,42,1
36,0054,42910,27,1
36,0054,42911,28,1
36,0054,42909,73,1
36,0054,42905,52,1
36,0054,42906,53,1
36,0054,42907,69,1
36,0054,42908,71,1
36,0054,42901,35,1
36,0054,42902,36,1
36,0054,42903,42,1
36,0054,42904,43,1
36,0054,42900,30,1
36,0054,42992,71,1
36,0054,42993,73,1
36,0054,42994,27,1
36,0054,42995,28,1
36,0054,42990,53,1
36,0054,42991,69,1
36,0054,42996,30,1
36,0054,42997,35,1
36,0054,42998,36,1
36,0054,42999,42,1
36,0054,42981,73,1
36,0054,42982,27,1
36,0054,42983,28,1
36,0054,42984,30,1
36,0054,42980,71,1
36,0054,42989,52,1
36,0054,42985,35,1
36,0054,42986,36,1
36,0054,42987,42,1
36,0054,42988,43,1
36,0054,42970,27,1
36,0054,42971,28,1
36,0054,42972,30,1
36,0054,42973,35,1
36,0054,42978,53,1
36,0054,42979,69,1
