direction_id,sequence,ligne_id,arret_id,accessbile
125,5,155,gretay1,0
145,1,155,repwe,0
145,2,155,gretay2,0
166,1,156,cxblanc1,0
173,3,156,musscha2,0
166,2,156,calvcha1,0
173,4,156,calvcha2,0
166,3,156,musscha1,0
173,2,156,avenir2,0
166,4,156,avenir1,0
173,1,156,repwe,0
109,4,157,capvert2,0
97,4,157,capvert1,0
109,2,157,plelo2,0
97,6,157,plelo1,0
109,3,157,verbuis2,0
97,5,157,verbuis1,0
97,1,157,herveri1,0
109,6,157,htlauna2,0
97,2,157,htlauna1,0
109,1,157,repbottc,0
97,3,157,rabine5,0
109,5,157,rabine6,0
150,2,159,chnigue2,0
161,8,159,chnigue1,0
150,5,159,dugues2,0
161,5,159,dugues1,0
150,7,159,noebru2,0
161,3,159,noebru1,0
150,6,159,epalet2,0
161,4,159,epalet1,0
150,1,159,frevi04,0
150,4,159,pasteur2,0
161,6,159,pasteur1,0
161,1,159,cenbru2,0
161,2,159,herveri1,0
150,8,159,herveri2,0
161,7,159,bobinai1,0
150,3,159,bobinai2,0
108,6,161,coteaux1,0
84,5,161,coteaux2,0
108,1,161,marbour1,0
84,4,161,cennoch4,0
108,7,161,cennoch3,0
84,1,161,frevi02,0
108,9,161,triangl1,0
84,2,161,triangl2,0
108,3,161,renbour1,0
84,8,161,renbour2,0
108,4,161,master1,0
84,7,161,master2,0
84,9,161,maibour2,0
108,2,161,maibour1,0
84,6,161,leuzier2,0
108,5,161,leuzier1,0
108,8,161,landpin1,0
84,3,161,landpin2,0
142,5,164,ccourte1,0
128,3,164,ccourte2,0
128,5,164,maacig2,0
142,3,164,maacig1,0
142,4,164,foyerac1,0
128,4,164,foyerac2,0
142,1,164,timonier,0
142,2,164,verdaud1,0
128,6,164,verdaud2,0
142,6,164,tourneb1,0
128,2,164,tourneb2,0
128,1,164,repbottb,0
117,6,172,renaiss1,0
137,8,172,renaiss2,0
117,7,172,merel1,0
137,7,172,merel2,0
117,4,172,rivaud1,0
137,10,172,rivaud2,0
137,1,172,frevi03,0
137,6,172,parloch2,0
117,12,172,colpols4,0
117,8,172,parloch1,0
137,2,172,colpols3,0
117,3,172,mapope1,0
137,11,172,mapope2,0
117,2,172,chverpn1,0
117,9,172,pisccha1,0
137,5,172,pisccha2,0
117,11,172,vxbourg1,0
137,3,172,vxbourg2,0
137,9,172,fontbla2,0
117,5,172,fontbla1,0
117,1,172,moubla1,0
137,4,172,cornou2,0
137,12,172,chverpp2,0
117,10,172,cornou1,0
159,5,173,plegsta1,0
159,1,173,huberd1,0
159,6,173,stagare1,0
156,2,173,stagare2,0
156,7,173,huberd2,0
159,3,173,maconu1,0
156,5,173,maconu2,0
156,4,173,cheher2,0
159,4,173,cheher1,0
159,2,173,kildare1,0
156,6,173,kildare2,0
156,1,173,popla1,0
64,8,SNT1,marbeuf1,0
149,11,SNT1,villuni2,0
64,4,SNT1,villuni1,0
64,3,SNT1,boislab1,0
149,5,SNT1,chqpost2,0
64,10,SNT1,chqpost1,0
64,6,SNT1,berger1,0
149,9,SNT1,berger2,0
149,8,SNT1,lasalle2,0
64,1,SNT1,bourdon1,0
64,11,SNT1,mail1,0
149,4,SNT1,mail2,0
64,7,SNT1,lasalle1,0
64,9,SNT1,lguillg1,0
149,6,SNT1,lguillg2,0
149,7,SNT1,marbeuf2,0
64,5,SNT1,moulin1,0
149,10,SNT1,moulin2,0
64,2,SNT1,gouges1,0
64,13,SNT1,plbreta1,0
149,3,SNT1,ptbreta2,0
64,12,SNT1,ptbreta1,0
149,2,SNT1,plbreta2,0
149,1,SNT1,repwb,0
63,7,SNT2,plbaud2,0
123,1,SNT2,closco,0
123,7,SNT2,plbaud1,0
123,2,SNT2,iutguil1,0
63,12,SNT2,iutguil2,0
63,6,SNT2,ptstras2,0
123,8,SNT2,ptstras1,0
123,3,SNT2,restuni1,0
63,11,SNT2,restuni2,0
63,4,SNT2,ptchadu2,0
123,10,SNT2,ptchadu1,0
63,10,SNT2,insa2,0
123,4,SNT2,insa1,0
123,11,SNT2,bert1,0
63,3,SNT2,bert2,0
63,1,SNT2,repea,0
123,9,SNT2,robidou1,0
63,5,SNT2,robidou2,0
123,6,SNT2,tourneb1,0
63,8,SNT2,tourneb2,0
123,12,SNT2,ptpastm1,0
63,2,SNT2,ptpastm2,0
63,9,SNT2,beauec2,0
123,5,SNT2,beauec1,0
93,4,TTZ,eboue1,0
93,1,TTZ,toutizon,0
93,2,TTZ,janaich1,0
93,29,TTZ,janaich2,0
93,25,TTZ,pilate2,0
93,7,TTZ,marbeuf1,0
93,24,TTZ,beaumon2,0
93,15,TTZ,chcice1,0
93,19,TTZ,sevivin1,0
93,11,TTZ,ptstras1,0
93,28,TTZ,garigli2,0
93,4,TTZ,condate1,0
93,13,TTZ,ptchadu1,0
93,25,TTZ,ginguen2,0
93,21,TTZ,arsenal1,0
93,5,TTZ,mirabea1,0
93,3,TTZ,neruda1,0
93,27,TTZ,eboue2,0
93,19,TTZ,keratry2,0
93,22,TTZ,ptnemous,0
93,15,TTZ,metz1,0
93,13,TTZ,tregain1,0
93,26,TTZ,cartier2,0
93,6,TTZ,morbiha1,0
93,7,TTZ,quentin1,0
93,18,TTZ,malakof1,0
93,9,TTZ,hotregi1,0
93,28,TTZ,vallstj2,0
93,10,TTZ,mouljml1,0
93,3,TTZ,vallstj1,0
93,28,TTZ,cormr2,0
93,13,TTZ,guerina1,0
93,11,TTZ,gast1,0
93,17,TTZ,pire2,0
93,9,TTZ,stadrep2,0
93,15,TTZ,martin2,0
93,17,TTZ,voltair1,0
93,21,TTZ,lydesca2,0
93,4,TTZ,berger1,0
93,29,TTZ,dullin2,0
93,24,TTZ,frevi04,0
93,16,TTZ,duchann1,0
93,8,TTZ,geniaux2,0
93,2,TTZ,mtarree1,0
93,14,TTZ,laennec2,0
93,1,TTZ,bourdon1,0
93,17,TTZ,brizeux1,0
93,16,TTZ,croixhe2,0
93,23,TTZ,leblosn1,0
93,16,TTZ,dargent1,0
93,22,TTZ,galicie1,0
93,3,TTZ,gallet1,0
93,6,TTZ,lasalle1,0
93,18,TTZ,diee2,0
93,1,TTZ,bernard,0
93,30,TTZ,manceau2,0
93,6,TTZ,norvege1,0
93,25,TTZ,norvege2,0
93,10,TTZ,clisage1,0
93,12,TTZ,robidou1,0
93,18,TTZ,lbourg2,0
93,4,TTZ,donzelo1,0
93,10,TTZ,lgpres1,0
93,24,TTZ,mermoz2,0
93,7,TTZ,houx1,0
93,19,TTZ,surcouf1,0
93,2,TTZ,kennedy1,0
93,12,TTZ,europe1,0
93,5,TTZ,lybrqsu1,0
93,26,TTZ,lybrqsu2,0
93,20,TTZ,inkerma1,0
93,8,TTZ,vitrfou1,0
93,14,TTZ,lesseps1,0
93,12,TTZ,recipon1,0
93,8,TTZ,patton2,0
93,3,TTZ,moulin1,0
93,27,TTZ,pigeonb2,0
93,27,TTZ,palissy2,0
93,23,TTZ,foyerre2,0
93,20,TTZ,vincent2,0
93,31,TTZ,suede2,0
93,22,TTZ,ptnante2,0
93,26,TTZ,styves2,0
93,5,TTZ,langued1,0
93,23,TTZ,colombi2,0
93,1,TTZ,loncham1,0
93,5,TTZ,bellang1,0
93,9,TTZ,boisper1,0
93,20,TTZ,steanne1,0
93,6,TTZ,turmel1,0
93,21,TTZ,chajacq1,0
93,14,TTZ,exupery1,0
93,2,TTZ,bouzat1,0
93,11,TTZ,montand1,0
180,12,a,ANF1,1
181,18,a,ANF2,1
180,2,a,BLO1,1
181,28,a,BLO2,1
180,9,a,CDG1,1
181,21,a,CDG2,1
180,8,a,GAR1,1
181,22,a,GAR2,1
180,6,a,GCL1,1
181,24,a,GCL2,1
180,5,a,HFR1,1
181,25,a,HFR2,1
180,4,a,ITA1,1
181,26,a,ITA2,1
180,7,a,JCA1,1
181,23,a,JCA2,1
181,1,a,JFK2,1
180,13,a,PON1,1
181,17,a,PON2,1
180,1,a,POT1,1
180,10,a,REP1,1
181,20,a,REP2,1
180,11,a,STA1,1
181,19,a,STA2,1
180,3,a,TRI1,1
181,27,a,TRI2,1
180,14,a,VU1,1
181,16,a,VU2,1
