stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
3009,3009,Chantepie Mairie,Chantepie,48.08841382,-1.619117068,,,,
3007,3007,Loges,Chantepie,48.09040826,-1.623879376,,,,
3008,3008,Loges,Chantepie,48.09037236,-1.624104961,,,,
3013,3013,Deux Ruisseaux,Chantepie,48.08586495,-1.614696869,,,,
3012,3012,Bourgogne,Chantepie,48.08828194,-1.612365162,,,,
3011,3011,Hallouvry,Chantepie,48.09043746,-1.615324911,,,,
3010,3010,Chantepie Eglise,Chantepie,48.08815766,-1.616915156,,,,
3201,3201,Fort Joual,Orgères,47.96978577,-1.646062933,,,,
3202,3202,Frogerais,Orgères,47.97535633,-1.651317687,,,,
3203,3203,Petite Rochelle,Orgères,47.97625762,-1.657465312,,,,
3204,3204,Télégraphe,Orgères,47.98326977,-1.660002231,,,,
3205,3205,Petite Rochelle,Orgères,47.9761171,-1.657144161,,,,
3206,3206,Frogerais,Orgères,47.97543073,-1.652398268,,,,
3207,3207,Fort Joual,Orgères,47.96965314,-1.645769395,,,,
3208,3208,Chateaubriand,Orgères,47.99395077,-1.665495307,,,,
3209,3209,Surcouf,Orgères,47.99249677,-1.668738114,,,,
2751,2751,Monts Gaultier,Noyal-Châtillon-sur-Seiche,48.03935444,-1.680105866,,,,
2750,2750,Monts Gaultier,Noyal-Châtillon-sur-Seiche,48.03925075,-1.680446184,,,,
3408,3408,Chêne Centenaire,Nouvoitou,48.04042495,-1.541980163,,,,
3407,3407,Grée Barel,Nouvoitou,48.04240224,-1.549825051,,,,
3409,3409,Menault,Nouvoitou,48.04141631,-1.545250861,,,,
3002,3002,Deux Ruisseaux,Chantepie,48.0857269,-1.614079421,,,,
3001,3001,Gériatrie,Chantepie,48.0850708,-1.610349469,,,,
3402,3402,Langlois,Nouvoitou,48.04065867,-1.550158954,,,,
3401,3401,Parc des Sports,Nouvoitou,48.04139981,-1.553367975,,,,
3404,3404,Menault,Nouvoitou,48.0412779,-1.544634113,,,,
3403,3403,Chêne Centenaire,Nouvoitou,48.04021884,-1.541949023,,,,
3406,3406,Eclosel,Nouvoitou,48.04445715,-1.561467945,,,,
3211,3211,Groupe Scolaire,Orgères,47.997302,-1.668503777,,,,
3405,3405,Eclosel,Nouvoitou,48.04453228,-1.56162229,,,,
3210,3210,Coteau,Orgères,47.99502136,-1.670756305,,,,
3218,3218,Groupe Scolaire,Orgères,47.99689445,-1.669005082,,,,
3219,3219,Coteau,Orgères,47.99494128,-1.670902607,,,,
3216,3216,Plardière,Orgères,48.01000514,-1.666883708,,,,
3217,3217,Levant,Orgères,48.00045136,-1.667062233,,,,
3214,3214,Roussais,Orgères,48.0153853,-1.666471423,,,,
3215,3215,Roussais,Orgères,48.01551899,-1.666510083,,,,
3212,3212,Levant,Orgères,48.00074048,-1.666819081,,,,
3213,3213,Plardière,Orgères,48.00998824,-1.666855349,,,,
3029,3029,Touche Annette,Chantepie,48.08573322,-1.607474476,,,,
3027,3027,Touche Annette,Chantepie,48.0857614,-1.608136136,,,,
3028,3028,Rosa Parks,Chantepie,48.0857666,-1.604087203,,,,
3025,3025,Martinière,Chantepie,48.07677534,-1.631766199,,,,
3032,3032,Gériatrie,Chantepie,48.08517236,-1.610748466,,,,
3419,3419,L'Ourmais,Nouvoitou,48.02899022,-1.551439913,,,,
3418,3418,Le Tertronais,Nouvoitou,48.02183302,-1.547250226,,,,
3417,3417,Epron,Nouvoitou,48.01509711,-1.539618309,,,,
3416,3416,Le Petit Beauvais,Nouvoitou,48.01195274,-1.5458774,,,,
3221,3221,Chateaubriand,Orgères,47.99372623,-1.665247203,,,,
3415,3415,La Jaille,Saint-Armel,48.01260018,-1.557325039,,,,
3220,3220,Surcouf,Orgères,47.99225072,-1.667897186,,,,
3414,3414,La Jaunais,Saint-Armel,48.01318313,-1.570634859,,,,
3413,3413,La Drouais,Nouvoitou,48.02405199,-1.573239936,,,,
3412,3412,La Croix de l'Epine,Nouvoitou,48.02930454,-1.56426021,,,,
3411,3411,Crotigné,Nouvoitou,48.03103081,-1.559262092,,,,
3410,3410,Langlois,Nouvoitou,48.0409078,-1.54977715,,,,
4012,4012,Acigné Mairie,Acigné,48.1341702,-1.534718101,,,,
4011,4011,Foyer,Acigné,48.13388287,-1.53762999,,,,
4013,4013,Verdaudais,Acigné,48.13716321,-1.53294519,,,,
4010,4010,Lande,Acigné,48.13448301,-1.541925029,,,,
3018,3018,Rocade Sud,Chantepie,48.08546585,-1.627160026,,,,
3019,3019,Val Blanc,Chantepie,48.08049112,-1.630800444,,,,
3014,3014,Breillou,Chantepie,48.09828411,-1.622792399,,,,
3015,3015,Breillou,Chantepie,48.09813046,-1.622960134,,,,
3016,3016,Cucé,Chantepie,48.09357018,-1.607606187,,,,
3017,3017,IDEFS,Chantepie,48.09253159,-1.61295139,,,,
3022,3022,Hallouvry,Chantepie,48.09104066,-1.615283333,,,,
3021,3021,Rocade Sud,Chantepie,48.08461197,-1.627556119,,,,
3024,3024,Martinière,Chantepie,48.07692489,-1.631860011,,,,
3023,3023,IDEFS,Chantepie,48.0925691,-1.6129143,,,,
3020,3020,Val Blanc,Chantepie,48.08066866,-1.630641123,,,,
4008,4008,Boulais,Acigné,48.13908695,-1.559476975,,,,
4009,4009,Pont d'Ohin,Acigné,48.13686615,-1.548606961,,,,
4004,4004,Foyer,Acigné,48.13391305,-1.537769263,,,,
4005,4005,Lande,Acigné,48.13397096,-1.541880981,,,,
4006,4006,Pont d'Ohin,Acigné,48.13719871,-1.549564742,,,,
4007,4007,Boulais,Acigné,48.13905954,-1.55878783,,,,
2914,2914,Vieux Bourg,Chartres-de-Bretagne,48.03691974,-1.697082163,,,,
2915,2915,Collège Pôle Sud,Chartres-de-Bretagne,48.0413326,-1.698320952,,,,
2912,2912,Argoat,Chartres-de-Bretagne,48.03551345,-1.706325879,,,,
2913,2913,Cornouaille,Chartres-de-Bretagne,48.03465948,-1.699502465,,,,
2918,2918,Callouët,Chartres-de-Bretagne,48.04201304,-1.711058133,,,,
2701,2701,Janais,Noyal-Châtillon-sur-Seiche,48.05897112,-1.70107764,,,,
2919,2919,Chartres Centre,Chartres-de-Bretagne,48.04229207,-1.707466792,,,,
2702,2702,Vallon,Noyal-Châtillon-sur-Seiche,48.06829802,-1.697635514,,,,
2916,2916,Auditoire,Chartres-de-Bretagne,48.04164779,-1.702622081,,,,
2917,2917,Chartres Centre,Chartres-de-Bretagne,48.04230372,-1.706499927,,,,
2705,2705,Bray,Noyal-Châtillon-sur-Seiche,48.0289823,-1.65980879,,,,
2706,2706,Molène,Noyal-Châtillon-sur-Seiche,48.0384178,-1.670712134,,,,
2704,2704,Janais,Noyal-Châtillon-sur-Seiche,48.0593778,-1.701190706,,,,
4002,4002,Verdaudais,Acigné,48.13696093,-1.533049012,,,,
2709,2709,Salle Polyvalente,Noyal-Châtillon-sur-Seiche,48.0440963,-1.661261408,,,,
4003,4003,Acigné Mairie,Acigné,48.13419518,-1.534912569,,,,
2911,2911,Parc de Loisirs,Chartres-de-Bretagne,48.03319413,-1.707288878,,,,
2707,2707,Potiers,Noyal-Châtillon-sur-Seiche,48.0408029,-1.671938105,,,,
4001,4001,Timonière,Acigné,48.13701918,-1.526375173,,,,
2708,2708,Centre,Noyal-Châtillon-sur-Seiche,48.04239861,-1.66565541,,,,
2508,2508,Les Pins,Le Rheu,48.09687555,-1.775581322,,,,
2507,2507,Barberais,Le Rheu,48.09755056,-1.781333316,,,,
2506,2506,Genêts,Le Rheu,48.09931103,-1.791249982,,,,
2505,2505,Bouleaux,Le Rheu,48.10163021,-1.794515533,,,,
2509,2509,Pont d'Avoine,Le Rheu,48.0961416,-1.764720438,,,,
2504,2504,Brassens,Le Rheu,48.0989712,-1.796938973,,,,
2503,2503,Champs Freslons,Le Rheu,48.09895196,-1.801391965,,,,
2502,2502,Lycée Monod,Le Rheu,48.10055269,-1.806571079,,,,
2501,2501,Noë Diolé,Le Rheu,48.10244741,-1.832303126,,,,
2901,2901,Croix aux Potiers,Chartres-de-Bretagne,48.04675982,-1.710615317,,,,
2902,2902,Croix aux Potiers,Chartres-de-Bretagne,48.04786308,-1.71352147,,,,
2903,2903,Chaussairie,Chartres-de-Bretagne,48.0332539,-1.711649019,,,,
2904,2904,Taillebois,Chartres-de-Bretagne,48.03694558,-1.71243488,,,,
2905,2905,Callouët,Chartres-de-Bretagne,48.04226025,-1.712088387,,,,
2710,2710,Petite Saudrais,Noyal-Châtillon-sur-Seiche,48.04711419,-1.661083754,,,,
2906,2906,Croix aux Potiers,Chartres-de-Bretagne,48.0459329,-1.71017676,,,,
2711,2711,Croix Fleurie,Noyal-Châtillon-sur-Seiche,48.05658785,-1.663828242,,,,
2907,2907,Croix aux Potiers,Chartres-de-Bretagne,48.04566034,-1.710435017,,,,
2712,2712,Mail Lancé,Noyal-Châtillon-sur-Seiche,48.06366665,-1.663766853,,,,
2908,2908,Callouët,Chartres-de-Bretagne,48.04140713,-1.712455997,,,,
2713,2713,Petit Beaulieu,Noyal-Châtillon-sur-Seiche,48.06835651,-1.665754172,,,,
2714,2714,Hil-Bintinais,Noyal-Châtillon-sur-Seiche,48.07719318,-1.661140179,,,,
2715,2715,Hil-Bintinais,Noyal-Châtillon-sur-Seiche,48.07864103,-1.66122751,,,,
2716,2716,Petit Beaulieu,Noyal-Châtillon-sur-Seiche,48.06861909,-1.665952189,,,,
2717,2717,Mail Lancé,Noyal-Châtillon-sur-Seiche,48.06365395,-1.663859869,,,,
2718,2718,Croix Fleurie,Noyal-Châtillon-sur-Seiche,48.05597164,-1.664136937,,,,
2719,2719,Petite Saudrais,Noyal-Châtillon-sur-Seiche,48.04706769,-1.661119987,,,,
2517,2517,Brassens,Le Rheu,48.0993953,-1.796708311,,,,
2516,2516,Bouleaux,Le Rheu,48.10177605,-1.794919084,,,,
2519,2519,Lycée Monod,Le Rheu,48.10084549,-1.806907275,,,,
2518,2518,Champs Freslons,Le Rheu,48.09927491,-1.802094243,,,,
2909,2909,Taillebois,Chartres-de-Bretagne,48.03681768,-1.712477252,,,,
2511,2511,Plessix Saucourt,Le Rheu,48.10364127,-1.751130151,,,,
2510,2510,Plessix Saucourt,Le Rheu,48.10386755,-1.750437168,,,,
2513,2513,Les Pins,Le Rheu,48.09697565,-1.775952032,,,,
2512,2512,Pont d'Avoine,Le Rheu,48.09623468,-1.764648088,,,,
2515,2515,Genêts,Le Rheu,48.09924522,-1.790651843,,,,
2514,2514,Barberais,Le Rheu,48.09763656,-1.781435306,,,,
2723,2723,Molène,Noyal-Châtillon-sur-Seiche,48.03839894,-1.670628315,,,,
2724,2724,Bray,Noyal-Châtillon-sur-Seiche,48.02864041,-1.659792116,,,,
2721,2721,Centre,Noyal-Châtillon-sur-Seiche,48.04244671,-1.665578998,,,,
2722,2722,Potiers,Noyal-Châtillon-sur-Seiche,48.04077157,-1.672120526,,,,
2720,2720,Salle Polyvalente,Noyal-Châtillon-sur-Seiche,48.0440836,-1.661354391,,,,
2930,2930,Constant Mérel,Chartres-de-Bretagne,48.03121562,-1.709196065,,,,
2729,2729,Croix de Pierre,Noyal-Châtillon-sur-Seiche,48.04695071,-1.664752953,,,,
2727,2727,Pont,Noyal-Châtillon-sur-Seiche,48.03842301,-1.666568253,,,,
2728,2728,Centre,Noyal-Châtillon-sur-Seiche,48.04263154,-1.666146454,,,,
2725,2725,Guyomerais,Noyal-Châtillon-sur-Seiche,48.03959475,-1.676471491,,,,
2726,2726,Guyomerais,Noyal-Châtillon-sur-Seiche,48.03964698,-1.676731868,,,,
2529,2529,Moigné,Le Rheu,48.0803048,-1.774445455,,,,
2526,2526,Moigné,Le Rheu,48.08034971,-1.774449513,,,,
2525,2525,Haut Plessis,Le Rheu,48.07846,-1.771251885,,,,
2524,2524,Gerhoui,Le Rheu,48.09134707,-1.785575852,,,,
2523,2523,Mahomat,Le Rheu,48.09407164,-1.773980491,,,,
2522,2522,Mahomat,Le Rheu,48.09401721,-1.773989028,,,,
2521,2521,Gerhoui,Le Rheu,48.0910231,-1.786892136,,,,
2520,2520,Noë Diolé,Le Rheu,48.10244469,-1.83105113,,,,
2927,2927,Parc de Loisirs,Chartres-de-Bretagne,48.03317188,-1.707394424,,,,
2732,2732,Pont,Noyal-Châtillon-sur-Seiche,48.03865705,-1.666803969,,,,
2928,2928,Constant Mérel,Chartres-de-Bretagne,48.03144515,-1.708867049,,,,
2733,2733,Côteaux,Noyal-Châtillon-sur-Seiche,48.03487036,-1.664090878,,,,
2734,2734,Côteaux,Noyal-Châtillon-sur-Seiche,48.03439807,-1.66349817,,,,
2923,2923,Cornouaille,Chartres-de-Bretagne,48.03470267,-1.699775124,,,,
2924,2924,Argoat,Chartres-de-Bretagne,48.03549508,-1.706109182,,,,
2925,2925,Chaussairie,Chartres-de-Bretagne,48.03309274,-1.711621224,,,,
2730,2730,Croix de Pierre,Noyal-Châtillon-sur-Seiche,48.04624051,-1.664703753,,,,
2926,2926,Collège Pôle Sud,Chartres-de-Bretagne,48.0416724,-1.69613307,,,,
2731,2731,Centre,Noyal-Châtillon-sur-Seiche,48.04294494,-1.665972462,,,,
2920,2920,Auditoire,Chartres-de-Bretagne,48.04158293,-1.702882035,,,,
2921,2921,Collège Pôle Sud,Chartres-de-Bretagne,48.04125573,-1.697762971,,,,
2922,2922,Vieux Bourg,Chartres-de-Bretagne,48.03705288,-1.697134311,,,,
2530,2530,Haut Plessis,Le Rheu,48.07879294,-1.772156389,,,,
2532,2532,Platinium,Le Rheu,48.0938377,-1.780189896,,,,
4208,4208,Grippay,Chavagne,48.05776111,-1.776363303,,,,
2437,2437,Betton Centre,Betton,48.18157223,-1.639283894,,,,
1196,1196,Dinan,Rennes,48.11720566,-1.68231994,,,,
4209,4209,Avenir,Chavagne,48.05408189,-1.783709083,,,,
3724,3724,Clos des Cerisiers,Saint-Gilles,48.15384342,-1.834041622,,,,
2438,2438,Mézières,Betton,48.18498629,-1.650097209,,,,
1195,1195,Legraverend,Rennes,48.11776088,-1.685004799,,,,
4206,4206,Mare Doux,Chavagne,48.06323059,-1.772432714,,,,
3723,3723,Maison Neuve,Saint-Gilles,48.15406034,-1.837814673,,,,
2435,2435,Mozart,Betton,48.18305974,-1.637217349,,,,
1198,1198,George Sand,Rennes,48.11631465,-1.668887057,,,,
4207,4207,Mare Doux,Chavagne,48.06339499,-1.77238031,,,,
2436,2436,Betton Rue de Rennes,Betton,48.17590175,-1.639539458,,,,
1197,1197,Sévigné,Rennes,48.11640278,-1.673256393,,,,
4204,4204,Avenir,Chavagne,48.05399505,-1.783849141,,,,
2433,2433,Gentilhommière,Betton,48.1903573,-1.626077425,,,,
1192,1192,La Salle,Rennes,48.11489022,-1.701297133,,,,
4205,4205,Grippay,Chavagne,48.05814163,-1.776316992,,,,
2434,2434,J. Sébastien Bach,Betton,48.18635458,-1.633193749,,,,
1191,1191,Languedoc,Rennes,48.11557372,-1.704723394,,,,
4202,4202,Calvaire,Chavagne,48.05201224,-1.790702206,,,,
2431,2431,Mozart,Betton,48.18305974,-1.637217349,,,,
1194,1194,Anatole France,Rennes,48.1182104,-1.68720155,,,,
4203,4203,Alfred de Musset,Chavagne,48.05509705,-1.790000065,,,,
2432,2432,J. Sébastien Bach,Betton,48.18633047,-1.633253949,,,,
1193,1193,Maison Diocésaine,Rennes,48.11377695,-1.698021199,,,,
1577,1577,Triangle,Rennes,48.08670615,-1.661041225,,,,
1190,1190,Bourgogne,Rennes,48.11740687,-1.708252243,,,,
1574,1574,Binquenais Le Moine,Rennes,48.09079569,-1.661142586,,,,
1573,1573,Mermoz,Rennes,48.09706881,-1.690298662,,,,
2439,2439,Renaudais,Betton,48.1786926,-1.655863224,,,,
1576,1576,Villejean Anjou,Rennes,48.12283294,-1.713677182,,,,
4610,4610,Chopinais,Chevaigné,48.19918212,-1.627647159,,,,
2441,2441,Mézières,Betton,48.18495407,-1.650000016,,,,
4211,4211,Calvaire,Chavagne,48.05245321,-1.790500122,,,,
2440,2440,Renaudais,Betton,48.17878616,-1.655548026,,,,
4210,4210,Alfred de Musset,Chavagne,48.05473856,-1.790169296,,,,
1188,1188,La Salle,Rennes,48.11498492,-1.702086331,,,,
1189,1189,Languedoc,Rennes,48.11603292,-1.705639319,,,,
3712,3712,Pont aux Moines,Saint-Gilles,48.15067998,-1.824796886,,,,
2424,2424,Champ Giron,Betton,48.17098544,-1.622195913,,,,
1187,1187,Maison Diocésaine,Rennes,48.11402889,-1.698258988,,,,
3711,3711,Vigne,Saint-Gilles,48.15413317,-1.819939083,,,,
2425,2425,Tihouït,Betton,48.16381455,-1.625084247,,,,
1186,1186,Anatole France,Rennes,48.11853286,-1.688159066,,,,
3714,3714,Saint Gilles Centre,Saint-Gilles,48.15311387,-1.829668296,,,,
2426,2426,Tihouït,Betton,48.16416379,-1.624912762,,,,
1185,1185,Legraverend,Rennes,48.11767912,-1.684845153,,,,
2427,2427,Champ Giron,Betton,48.17040578,-1.62203733,,,,
1184,1184,Dinan,Rennes,48.11717158,-1.681589978,,,,
2420,2420,Brocéliande,Betton,48.18060633,-1.652137072,,,,
1183,1183,Hôtel Dieu,Rennes,48.11735545,-1.678550428,,,,
2421,2421,Omblais,Betton,48.17922787,-1.651206858,,,,
1182,1182,George Sand,Rennes,48.11625002,-1.665058283,,,,
3710,3710,Fouaye,Saint-Gilles,48.15356445,-1.810469858,,,,
2422,2422,Petite Hublais,Betton,48.18224318,-1.615985267,,,,
1181,1181,Musset Cité U,Rennes,48.11619452,-1.662589939,,,,
2423,2423,Cour Neuve,Betton,48.17542873,-1.622895176,,,,
1180,1180,Balzac,Rennes,48.1161613,-1.659329348,,,,
1589,1589,Jules Maniez,Rennes,48.09793519,-1.703985283,,,,
1588,1588,Jules Maniez,Rennes,48.09801933,-1.703694336,,,,
2428,2428,Cour Neuve,Betton,48.1755381,-1.622864333,,,,
1587,1587,Cité Judiciaire,Rennes,48.10591461,-1.684405126,,,,
3715,3715,Clos des Cerisiers,Saint-Gilles,48.15374478,-1.834034183,,,,
2429,2429,Petite Hublais,Betton,48.18209898,-1.616215247,,,,
1586,1586,Beauregard,Rennes,48.13150705,-1.694506131,,,,
1585,1585,Le Blosne,Rennes,48.08804865,-1.654349193,,,,
3717,3717,Maison Neuve,Saint-Gilles,48.15398548,-1.837600023,,,,
1584,1584,Marbeuf,Rennes,48.11176501,-1.702883521,,,,
4603,4603,Pommiers,Chevaigné,48.21095412,-1.626023945,,,,
1593,1593,Cleunay,Rennes,48.10342833,-1.712905243,,,,
4602,4602,Fonderies,Chevaigné,48.21431434,-1.629056509,,,,
4605,4605,Fonderies,Chevaigné,48.21442421,-1.628782948,,,,
1591,1591,Jules Verne,Rennes,48.09884079,-1.695017871,,,,
4604,4604,Pommiers,Chevaigné,48.21008788,-1.625874184,,,,
3913,3913,Chemin Vert,Pont-Péan,48.01296313,-1.703043999,,,,
3914,3914,Mouton Blanc,Pont-Péan,48.01038435,-1.701027983,,,,
1590,1590,Jules Verne,Rennes,48.09927866,-1.69422821,,,,
4601,4601,Chevaigné Mairie,Chevaigné,48.21171751,-1.630460218,,,,
3915,3915,Caliorne,Pont-Péan,48.00553207,-1.698152071,,,,
3910,3910,Fontaine Blanche,Pont-Péan,48.01694269,-1.705198203,,,,
3911,3911,Rivaudière,Pont-Péan,48.01367131,-1.707648238,,,,
2430,2430,Betton Rue de Rennes,Betton,48.17604547,-1.639552098,,,,
3912,3912,Pont Péan Mairie,Pont-Péan,48.01082474,-1.706468,,,,
4607,4607,Chevaigné Gare,Chevaigné,48.20764801,-1.63080398,,,,
1179,1179,Jeanne d'Arc,Rennes,48.11698403,-1.655848078,,,,
4606,4606,Chevaigné Mairie,Chevaigné,48.21193254,-1.630263338,,,,
4609,4609,Chopinais,Chevaigné,48.19917577,-1.62757919,,,,
1177,1177,Beaulieu Restau U,Rennes,48.12187977,-1.640285995,,,,
4608,4608,Chevaigné Gare,Chevaigné,48.20787045,-1.630648219,,,,
1178,1178,Beaulieu Cité U,Rennes,48.12078326,-1.643864876,,,,
1595,1595,Charles de Gaulle,Rennes,48.1058325,-1.677300472,,,,
2442,2442,Pont Brand,Betton,48.17827841,-1.660712775,,,,
2443,2443,Pont Brand,Betton,48.17822808,-1.660612223,,,,
2448,2448,Trégor,Betton,48.18380616,-1.646421359,,,,
2449,2449,Trégor,Betton,48.18368939,-1.646411073,,,,
1199,1199,Musset Cité U,Rennes,48.11620027,-1.662900059,,,,
2450,2450,Gentilhommière,Betton,48.18980378,-1.626150247,,,,
4454,4454,Terseul,Clayes,48.18094993,-1.844860367,,,,
4453,4453,Clayes Centre,Clayes,48.1760181,-1.852548438,,,,
4452,4452,Croix Simon,Clayes,48.18138007,-1.853473132,,,,
4451,4451,Parc des Sports,Clayes,48.18086287,-1.85048693,,,,
4255,4255,Grippière,La Chapelle-Thouarault,48.1214088,-1.837741092,,,,
4256,4256,Besneraie,La Chapelle-Thouarault,48.1220314,-1.846280926,,,,
4253,4253,Besneraie,La Chapelle-Thouarault,48.12197349,-1.846154428,,,,
4254,4254,Grippière,La Chapelle-Thouarault,48.12128912,-1.837582018,,,,
3964,3964,Lande Saint Denis,Saint-Sulpice-la-Forêt,48.20387937,-1.594634422,,,,
4251,4251,Eglise,La Chapelle-Thouarault,48.1246333,-1.865829356,,,,
4252,4252,Rochers,La Chapelle-Thouarault,48.12305644,-1.860734557,,,,
3962,3962,Chesnais,Saint-Sulpice-la-Forêt,48.22315211,-1.576932361,,,,
3961,3961,Bourg,Saint-Sulpice-la-Forêt,48.21773209,-1.581397459,,,,
3960,3960,Terrain des Sports,Saint-Sulpice-la-Forêt,48.2146956,-1.586743963,,,,
4653,4653,Saint Mélaine,Cintré,48.10342902,-1.869529362,,,,
4654,4654,Saint Mélaine,Cintré,48.10342337,-1.869448079,,,,
4652,4652,Chêne Vert,Cintré,48.10508251,-1.872710465,,,,
4257,4257,Rochers,La Chapelle-Thouarault,48.12308809,-1.860801777,,,,
3954,3954,Terrain des Sports,Saint-Sulpice-la-Forêt,48.21479221,-1.586577055,,,,
3953,3953,Bourg,Saint-Sulpice-la-Forêt,48.21792112,-1.581422552,,,,
